AAL-close,AAPL-close,AAP-close,ABBV-close,ABC-close,ABT-close,ACN-close,ADBE-close,ADI-close,ADM-close,ADP-close,ADSK-close,ADS-close,AEE-close,AEP-close,AES-close,AET-close,AFL-close,AGN-close,AIG-close,AIV-close,AIZ-close,AJG-close,AKAM-close,ALB-close,ALGN-close,ALK-close,ALL-close,ALXN-close,AMAT-close
36.8,77.0271,124.7,51.36,64.32,38.43,82,65.24,53.61,42.3,76.45,49.74,280.65,40.55,48.76,13.87,74.34,62.69,206.29,49.71,29.98,65.77,47.1,59.58,64.42,52.75,45.66,56.18,149.76,20.1
37.9,77.8556,123.56,51.69,64.56,38.4,83.52,65.81,53.29,42.41,76.68,49.78,278.5,40.51,49.37,13.93,73.94,62.94,206.27,50.21,30.51,65.46,47.12,57.86,64.85,52.91,46.415,56,153.08,20.36
36.7,77.1114,122.75,51.5,64.85,38.56,82.97,63.9,52.75,42.7,76.2,48.68,272.53,40.26,49.32,13.73,74.23,62.71,202.94,49.7,29.85,65.11,47.03,57.75,64.36,52.07,46.01,55.7,150.55,19.86
35.77,76.7799,123.89,51.66,64.11,38.45,78.8,64.53,52.58,43.1,76.67,48.28,273.23,40.51,49.8,14.02,73.41,62.27,202.87,49.41,29.84,63.68,46.7,58.11,64.89,51.43,45.79,55.64,151.1,19.69
35.39,76.6942,124.65,50.98,64.82,38.31,78.81,64.88,52.84,43.21,76.95,48.34,274.23,40.8,50,14.29,74.1,62.66,203.77,49.88,29.93,63.82,46.88,58.24,65.1,50.73,45.365,55.8,149.42,20.18
36.6,76.6771,126.5,51.4,65.59,38.51,79.72,65.74,53.14,43.39,77.26,49.18,272.45,41.2,50.66,14.28,74.97,63.04,205.85,50.01,30.22,64.96,47.58,58.21,66.42,51.79,46.655,56.58,152.13,20.415
37.94,77.3785,127.25,52.1,65.91,38.47,79.54,65.93,54.08,43.43,77.5,50.07,272.56,40.76,50.4,14.31,75.05,63.32,209.22,49.97,30.01,65.8,47.89,59.62,66.45,53.59,47.05,56.49,155.345,20.62
37.71,77.5071,126.86,53.34,65.58,38.58,79.99,65.48,54.06,43.43,77.67,49.58,271.88,40.57,50.41,14.25,74.81,63.46,208.77,50.56,30.04,65.91,48.21,58.18,66.92,54.24,47.44,56.15,154.51,20.79
37.34,76.9699,126.4,53.5,65.8,38.65,79.35,62.45,53.98,43.15,77.37,48.31,266.33,40.59,50.57,14.25,75,64.02,206.98,50.83,30.16,66.42,48,56.44,66.8,53.59,47.405,56.59,151.46,20.84
36.56,75.9742,121.64,52.2,65.05,38.63,78.14,61.32,52.92,43.05,75.82,47.32,262.69,40.4,50.78,14.33,74.23,63.28,201.31,50.55,30.2,65.61,46.84,54.349,66.11,54.81,46.165,56.41,142.5,20.25
35.78,74.7814,118.11,50.62,64.18,38.17,78.88,60.47,53.12,43.6,75.27,46.59,256.43,39.76,50.69,14.19,72.9,61.72,194.88,49.63,30.01,64.76,44.69,53.84,65.03,52.938,44.91,55.75,145.66,20.03
35.98,74.7771,119.16,49.1,64.17,37.62,78.29,61.82,53.96,43.53,75.56,47.15,256.22,40.28,51.41,14.38,72.86,62.35,191.08,50.04,30.21,64.74,43.59,54.45,65.37,52.35,45.405,55.89,147.66,19.85
36.9,75.7599,121.58,50.63,65.64,37.63,78.48,63.46,54.3,44.38,75.88,48.49,265.08,40.03,51.54,14.3,74,62.99,201.86,51.1,29.99,64.82,44.28,55.18,66.07,54.16,47.52,56.13,155.86,19.99
35.29,74.7828,118.61,47.35,65,37.26,76.83,61.49,52.49,44.17,75.22,45.97,253.76,40.17,50.99,14.43,71.87,61.76,191.29,50.06,29.6,63.77,43.66,52.88,65.13,50.61,45.835,55.51,144.19,19.09
33.6799,74.2299,116.25,46.46,64.17,37.02,77.09,60.5,52.09,44.41,73.73,45.19,246.38,40.5,50.9,14.15,70.82,60.83,188.83,49.4,29.11,63.22,44.38,52.61,64.86,49.39,45.26,55.29,139.61,19.12
33.37,74.5256,117.2,46.83,64.51,37.74,77.82,61.39,52.46,44.69,74.24,45.83,251.77,40.97,51.28,14.31,70.77,61.19,189.13,49.57,29.18,63.54,44.74,52.96,65.59,49.15,44.675,55.2,141.97,19.02
33.72,73.9942,117.54,47.86,64.22,37.97,78.92,62.105,53.18,44.27,75.08,46.82,257.36,41.75,52.32,14.33,71.63,61.63,193.94,49.84,29.23,63.77,45.02,53.57,65.62,51.05,44.925,55.56,145.42,18.86
35.51,74.1442,119.51,48.12,64.95,38.38,79.11,63.04,52.15,45.02,75.43,47.55,264.07,41.9,52.5,14.35,69.87,62.61,199.38,50.39,29.78,64.96,45.27,54.52,66.28,51.68,46.16,55.99,149.05,18.92
35.4,74.9914,120.84,48.55,64.68,38.93,78.9,64.04,52.85,45.04,76.31,48.49,245.06,40.99,51.73,14.26,67.77,63.05,197.39,50.82,29.63,65.95,45.17,54.3,66.68,53.4,46.47,55.77,149.8,18.99
35.67,75.8814,121.4,49.43,64.8,38.71,79.71,64.3,52.9,44.89,76.06,48.4,244.21,40.66,51.65,14.14,67.89,62.69,202.91,50.81,29.88,65.91,45.19,54.42,67.2,52.25,46.31,55.77,152.19,19.14
36.16,75.9569,121.61,50.01,64.68,38.6,79.64,64.48,53.3,44.61,76.33,49.01,241.76,40.68,51.67,14.14,68.71,62.78,205.67,51,30.35,66.39,45.04,54.71,67.74,52.06,46.895,56.02,156.1,19.36
37.09,74.9642,122.15,50.14,64.84,38.6,79.11,64.39,53.29,44.73,76.29,48.23,242.08,41.03,51.9,14.28,68.91,62.7,203.51,51.64,30.05,66.63,44.95,53.77,67.07,52.45,47.98,56.19,152.23,19.25
37.26,81.1099,122.34,49.32,64.89,38.43,78.36,63.22,53.7,44.63,76.62,47.72,241.3,41.12,52.33,14.51,72.96,62.16,202.63,52.49,30.5,67.17,44.67,53.35,66.84,50.798,47.375,56.4,156.01,19.37
36,81.7056,120.63,49.14,62.83,38.03,78.43,61.61,51.42,44.42,75.66,47,236.12,41.52,53.38,14.44,71.25,61.84,198.07,51.61,30.43,66.71,44.48,52.03,65.85,50,46.715,56.11,153.19,18.62
35.16,84.8699,121.44,50.87,63.45,38.37,79.07,60.4,50.99,44.38,75.68,46.62,234.94,41.29,54.44,14.35,70.37,61.85,196.9,52.11,30.67,66.02,44.64,51.14,66.02,49.17,46.685,56.84,151.64,18.67
35.51,84.6185,119.83,51.37,63.99,38.54,79.68,60.91,51.19,43.23,76.99,47.57,239.86,41.27,53.88,14.32,70.46,63.36,197.81,52.81,30.72,66.7,44.56,52.48,66.59,50.06,46.97,56.89,157.32,19.07
35.07,84.2985,121.29,52.08,65.18,38.74,80.22,61.69,51.29,43.73,77.96,48.02,241.9,41.31,53.81,14.45,71.45,62.72,204.33,53.13,30.83,67.41,45.02,53.07,67.04,50.39,47.04,56.95,158.2,19.06
36.39,84.4971,120.98,51.61,64.87,38.67,79.84,62.59,50.82,43.24,77.62,48.42,239.68,41.29,53.87,14.73,71.44,63.17,207.77,52.94,31.15,67.63,45.08,54.53,67.74,51,47.99,57.29,159.8,18.88
36.49,84.6542,121.69,51.18,64.27,38.56,79.36,61.56,51.41,43.55,77.54,47.68,238.89,40.2,52.83,14.33,71.49,63.15,202.34,52.35,31.37,68.02,44.65,53.18,68.1,50.43,47.8,57.18,155.12,18.96
36.6,85.8513,121.03,51.36,65.1,38.84,79,61.44,51.18,43.41,77.87,47.52,240.17,40.62,53.36,14.29,72.29,62.68,207.9,52.72,31.47,67.75,44.75,54.13,68.57,50.33,47.585,57.12,159.7,18.97
36.67,84.9156,120.49,50.91,64.77,38.58,78.73,59.44,50.74,43.14,77.06,47.03,239.01,40.33,52.85,14.19,72.08,61.85,203.19,50.54,31.41,66.66,44.37,52.4,68.24,49.03,47.345,56.57,155.66,18.86
37.22,84.6185,119.45,52.79,64.54,38.69,78.21,58.63,50.8,44.27,77.46,46.76,233.67,40.98,53.5,14.47,74.05,62.59,202,51.66,31.79,66.32,44.64,51.86,68.5,48.19,47.035,57.82,153.68,18.99
38.25,83.9985,122.46,52.15,64.4,38.73,78.83,59.08,51.31,44.07,77.85,46.82,235.51,40.3,53.06,14.08,73.7,63.02,197.05,52.37,31.78,66.9,45.04,52.21,68.14,48.04,47.35,57.98,151.05,19.32
38.26,83.6488,124.56,52.26,65.58,38.99,78.74,59.59,51.25,44.39,78.07,46.85,236.42,39.31,52.32,14.04,74.47,62.98,196.18,52.28,31.5,67.64,45.42,52.82,68.27,49.45,47.33,58.13,152.87,19.305
39.39,84.6899,125.25,52.37,66.67,39.27,79.19,60.7,52.23,44.67,78.89,48.61,242.62,38.75,51.76,14.01,75.77,63.34,203.19,53.38,31.56,68.23,45.86,53.43,69.36,51.3,48.945,58.35,161.1,19.47
39.31,84.8228,123.41,52.2,66.85,39.66,79.68,60.81,51.47,44.31,78.92,48.32,244,38.81,52.23,14.09,75.31,63.73,206.97,53.96,31.25,68.45,45.64,53.3,69.07,51.01,48.91,58.4,161.5,19.11
38.84,84.8385,123.14,52.87,67.3,39.93,78.85,60.88,51.06,43.85,78.09,48.07,241.04,39.27,52.36,14.18,75.39,62.9,206.08,53.39,30.94,67.65,45.18,54.06,68.98,50.09,48.51,58.09,159.72,18.95
38.19,84.1171,124.23,52.69,67.5,39.24,78.42,60.2,50.78,43.53,76.75,47.82,234.98,39.37,52.02,14.2,74.73,61.89,205.55,52.86,30.92,66.99,44.95,53.51,67.67,49.69,47.825,57.56,157.71,18.69
38.525,85.3585,121.67,52.93,68.31,39.06,79.53,61.64,51.6,43.82,77.81,51.6699,239.91,39.22,52.7,14.22,74.36,61.46,207.5,52.5,31.3,66.53,45.33,53.33,67.72,50.35,47.805,57.74,157.93,20.21
38.57,86.3699,122.8,54.11,69.42,39.63,79.56,62.2,51.98,43.89,78.05,51.55,239.77,38.54,51.02,14,75.41,62.15,208.56,55.69,31.16,66.51,45.3,53.34,67.89,50.79,48.505,58.2,158.42,20.12
38.24,86.3871,122.11,53.54,69.79,39.54,78.4,61.71,51.98,43.33,77.56,51.07,238.03,38.43,50.96,13.83,75.21,61.59,206.1,52.49,31.21,66.31,45.4,52.24,67.47,50.04,47.905,58.08,155.85,19.87
38.32,86.6156,122.58,53.27,70.71,39.56,79.37,62.47,51.33,43.86,77.72,50.93,242.39,38.05,51.11,13.58,75.6,62.17,208.25,53.51,31.09,66.56,45.85,53.88,68.07,52.71,47.94,58.42,156.6,20
38.72,86.7528,122.5,53.63,71.35,39.65,79.45,63.15,51.74,43.65,78.08,51.51,243.94,38.73,51.49,13.68,75.5,61.86,212.52,53.54,31.05,66.54,45.89,53.48,68.07,52.72,48.425,58.35,160.48,19.89
39.11,87.7328,123.24,53.95,71.64,39.6,79.79,64.3,52.39,43.56,78.85,52,248.88,38.64,51.41,13.61,76.39,61.31,213.77,53.6,31.24,66.57,45.95,53.65,68.66,54.13,49.025,58.38,162.3,20.04
39.35,89.3756,121.44,53.99,72.4,39.58,80.1,65.25,53.02,44.32,79.3,52.47,252.89,38.91,52.7,13.77,77.4,61.34,214.35,53.75,31.44,67.67,46.1,54.61,68.58,53.69,49.11,58.46,168.2,20.58
39.8,89.1442,121.11,54.07,72.68,39.67,79.58,64.84,52.45,44.29,78.87,51.72,253.3,39.18,52.94,13.87,76.7,60.95,210.33,53.48,31.33,67.39,45.87,54.35,68.44,53.18,49.705,58.18,167.65,20.54
39.82,90.7685,122.31,54.03,73.28,39.6,80.42,65.45,52.26,44.64,79.56,52.69,256.83,38.91,52.79,13.96,77.19,61.44,213.45,54.18,31.41,67.75,45.96,54.77,69.33,55.12,49.705,58.3,167.52,20.28
40.16,90.4285,124.17,54.33,73.18,40.01,81.45,64.54,52.38,44.94,79.68,52.37,256.05,39.35,53.35,14.1,77.55,61.23,211.54,54.07,31.48,67.81,45.83,54.34,69.19,54.61,49.23,58.26,166.32,20.19
41.22,89.8071,124.47,54.15,73.21,39.8,81.27,64.64,52.37,44.85,79.38,52.52,260.83,39.04,53.48,14.1,77.86,61.47,213.37,54.26,31.46,68.32,46.16,54.36,69.66,55.01,50.035,58.67,167.05,20.52
41.44,91.0771,125.23,54.37,73.09,39.82,81.87,64.09,52.47,44.35,78.71,53.15,257.47,39.31,53.94,14.19,78.5,61.41,215.29,54.59,31.53,68.41,46.04,55.09,70.02,53.89,49.945,58.58,168.22,21.42
42.82,92.1171,126.46,54.58,73.66,39.75,83.45,64.17,52.49,44.31,78.83,53.03,257.69,39.18,53.99,13.97,79.39,61.93,211,54.87,31.6,69.21,46.22,55.19,70.85,53.37,49.615,58.62,169.59,21.56
42.41,92.4785,127.43,55.3,72.79,40.15,83.58,65.47,52.57,44.97,78.7,53.72,258.34,39.61,54.17,14.28,79.12,61.95,208,54.95,31.93,69.39,45.89,55.9,71.47,53.56,49.45,59.11,169.5,21.78
43.88,92.2242,128.41,55.1,72.5,40.05,83.53,66.91,52.69,45.18,79.61,54.87,266.2,39.37,54.07,14.46,79.47,62.53,209.09,55.29,31.8,69.27,45.93,57.47,72.18,53.37,49.955,59.32,170.2,21.82
43.59,93.7,127.71,53.84,72.34,40.13,84.26,66.93,55.31,45.14,80,54.51,267.25,39,53.49,14.39,79.17,63.07,208.32,55.07,31.34,68.83,45.88,58.13,72.23,53.15,49.505,59.16,167.81,21.91
43.66,94.25,126.97,53.97,72.01,40.53,83.64,66.96,55.79,45.14,79.4,54.08,265.93,38.5,53.46,14.29,80.27,63.29,207.39,55.01,31.49,68.57,45.65,58.11,72.22,52.47,49.37,59.18,166.9,21.89
42.29,93.86,126.14,54.23,71.92,40,82.94,67.46,55.63,44.66,78.54,54.09,267.04,38.1,52.53,14.23,80.98,62.4,210.67,54.78,31.56,68.17,45.91,58.3,71.6,51.6,48.42,59.08,167.46,21.89
40.2,92.29,124.28,53.66,71.46,39.81,82.42,66.56,55.44,43.47,78.25,53.85,263.2,38.27,52.59,14.17,80.87,62.08,208.28,54.42,31.54,67.63,45.7,58.51,70.83,50.81,46.485,58.71,165.97,21.75
40.38,91.28,124.8,54.16,71.78,39.79,82.73,66.82,55.62,43.84,78.81,54.25,269.82,38.4,52.78,14.2,80.94,61.96,209,54.7,32.07,67.53,45.44,58.84,71,50.78,47.57,59.01,163.73,22.37
41.06,92.2,125.01,54,71.52,39.9,82.82,67.62,55.5,44.22,78.65,54.58,273.65,38.81,53.09,14.43,80.57,62.14,210.38,54.98,31.86,66.92,45.56,60.25,70.44,50.95,46.705,58.81,162.82,22.35
41.87,92.08,125.95,54.3,71.74,39.86,82.51,67.54,55.7,44.41,78.22,54.63,272.49,38.67,52.81,14.56,80.57,62.96,215.06,55.22,31.58,67.45,45.95,60.59,71.34,51.055,47.47,59.21,160.15,22.49
42.66,92.18,129.72,54.57,72.1,40.37,82.69,73.08,55.13,44.43,78.61,56.96,272.75,39.64,54.12,15.03,80.98,63.03,217,55.59,31.78,67.71,46.38,61.07,71.08,51.83,47.58,59.16,160.43,22.37
43.06,91.86,128.84,54.19,71.93,41,83.06,72.95,54.93,45.12,78.46,56.31,271.23,40.08,54.9,15.21,81.41,62.82,215.25,55.7,31.99,67.98,46.26,61.33,71.32,52.16,47.44,58.82,159.69,22.46
44.55,90.91,129.8,53.3,72.26,40.85,83.13,72.61,54.69,44.87,79.45,56.19,275.4,39.76,54.48,15.26,81.92,63.1,216.89,55.58,32.06,68.12,46.4,61.22,71.52,52.39,47.51,58.82,165.46,22.75
44.36,90.83,130.67,53.75,72.48,40.73,82.67,72.89,54.52,44.98,79.22,56.17,279.68,39.62,54.45,15.28,82.06,62.95,221.35,55.72,32.05,67.91,46.48,62.12,71.19,52.51,46.91,59.2,161.66,22.9
43.179,90.28,131.66,53.59,72.55,40.45,82.44,72.38,53.87,44.28,79.06,55.8,280.02,39.78,54.65,15.2,80.99,62.47,224.21,55.26,32.09,67.35,46.67,61.61,70.55,52.74,46.795,58.92,158.785,22.74
43.91,90.36,129.85,55,72.74,40.7,83.06,72.44,53.75,43.89,79.25,55.62,280.75,40.08,55.12,15.32,82.46,62.6,222.83,54.89,32.25,66.29,46.75,61.17,71.22,54.05,47.65,58.71,159.13,22.585
44.55,90.9,130.53,56.51,72.72,40.62,81.53,72.85,53.55,43.93,79.11,56.25,278.96,40.47,55,15.45,82.05,62.63,224.09,54.89,32.24,66.17,46.36,61.03,71.07,55.13,47.27,58.55,160.14,22.42
44,91.98,133.48,56.79,72.87,40.54,81.35,72,53.5,43.82,79.48,56.4,281.91,40.61,55.33,15.53,81.77,62.72,223.27,54.61,32.54,65.59,46.4,61.01,71.85,56.32,47.69,58.69,157.6,22.4
42.96,92.93,134.92,56.44,72.66,40.9,80.84,72.36,54.07,44.11,79.28,56.38,281.25,40.88,55.77,15.55,81.08,62.25,223.05,54.58,32.27,65.55,46.6,61.06,71.5,56.04,47.525,58.72,156.25,22.55
43.86,93.52,134.53,56.89,72.98,41.18,81.25,73.01,54.52,44.85,80.37,57.13,284.89,40.77,55.21,15.57,82.06,62.66,224,55.38,32.27,66.28,47.21,61.63,72.12,57.36,48.79,59.12,162.79,22.66
41.95,93.48,134.25,58.11,73.05,41.79,81.06,72.76,54.41,45.32,80.22,56.83,280.95,39.85,54.17,15.44,82.92,62.53,221.7,55.25,32.38,65.45,46.6,61.84,71.93,56.79,47.905,59,164.22,22.79
41.62,94.03,134.94,58.22,73.23,41.89,81.55,73.57,54.825,45.77,80.59,56.88,284.8,39.28,53.76,15.46,83.63,63.29,221.58,55.64,32.29,66.11,46.77,62.01,72.46,57.14,48.4,58.97,164.21,22.81
40.1,95.968,134,57.4,73.01,41.51,81.05,72.68,54.66,46.5,80.44,55.93,279.29,39.62,53.77,15.44,82.45,63.42,220.77,55.31,32.44,66.25,46.52,61.89,72.22,56.12,47.325,58.53,160.66,22.96
40.26,95.35,132.27,55.69,72.87,41.05,81.11,71.14,54.45,45.94,80.47,55.64,276.9,39.81,54.55,15.49,81.07,62.82,216.89,54.93,32.8,66,46.35,59.75,72.26,55.11,48.395,58.48,159.08,22.74
41.985,95.39,133.58,55.01,72.98,41.27,80.64,71.57,54.74,46.15,80.47,55.63,276.57,39.75,54.71,15.38,81.19,62.92,217.28,55.07,32.89,65.47,46.69,60.69,72.08,55.06,48.43,58.48,164.52,23.27
42.82,95.035,133.16,55.79,72.92,41.24,79.77,71.7,54.4,47.35,80.145,55.435,273.99,40.2,54.8,15.53,81.25,62.42,216.52,54.48,33.05,65.76,46.58,60.07,71.6,54.46,49.01,58.07,162.89,22.87
42.88,95.22,133.29,54.96,72.98,41.3,79.77,72.26,54.29,47.85,80.13,55.57,275.36,39.89,54.31,15.41,81.61,62.66,217.65,54.52,33.14,66.04,46.78,59.9,72,54.09,49.34,58.2,163.21,22.85
42.98,96.45,134.81,54.85,73.1,41.82,79.46,72.88,53.85,48.07,80.34,56.04,278.58,39.33,53.6,15.19,82.16,62.8,220.59,55.1,33.38,66.17,46.61,60.34,72.62,54.31,49.75,58.28,163.76,23.06
43.7,95.32,132.64,53.44,72.7,41.17,79.36,72.29,53.73,47.54,80.34,55.48,275.74,39.48,53.93,15.15,82.38,62.84,218.97,55.05,33.63,66.34,46.53,59.72,70.03,53.91,49.78,58.46,160.32,22.89
43.48,94.78,131.82,53.65,72.97,41.05,79.74,72.38,53.67,47.76,80.5,55.42,275.17,39.71,54.21,15.25,82.16,63.11,217.93,55.04,33.76,66.1,46.27,59.11,69.07,53.92,49.44,58.16,158.77,22.85
41.6999,93.0899,129.86,53.52,72.7,42.73,79.24,71.39,52.94,47.32,79.96,55.42,275.02,39.61,53.48,15.19,83.74,63.18,218.18,54.7,33.67,64.84,46.06,58.32,69.43,52.26,48.73,57.82,155.06,22.765
42.9199,94.43,130.47,54.91,73.06,42.73,79.74,72.55,53.48,48.1,81.03,57.3599,270.67,40.04,54.39,15.19,84.64,63.71,218.18,55.2,33.96,65.69,46.44,59.24,70.2,52.57,48.73,58.06,161.25,23
42.48,93.939,128.55,54,72.74,42.96,79.8,71.96,53.46,48.08,80.98,56.2,271.03,40.12,54.04,15.15,83.99,63.59,216.13,55.11,33.77,65.6,46.24,58.49,69.13,51.62,48.35,58.01,163.37,22.91
42.38,94.72,124.15,54.05,73.72,43.09,80.29,72.26,53.75,48.2,81.68,56.39,272.3,40.21,54.05,15.22,84.87,63.62,216.37,54.7,33.86,65.77,46.46,58.92,68.49,52.62,48.87,58.09,167.97,22.52
43.33,97.19,123.59,54.48,74.06,42.97,80.59,72.04,51.28,48.29,81.83,55.88,272,40.08,53.97,15.2,84.54,63.59,219.63,55.02,33.97,65.83,46.65,58.49,68.39,53.12,49.69,58.33,173.08,21.9
42.16,97.03,126.63,54.08,76.37,42.89,80.69,72.795,51.3,48.43,82.43,56,271.71,40.12,54.01,15.28,84.16,63.93,218.68,55.17,33.93,65.79,46.64,59.8,67.54,53.23,45.03,58.49,167.48,21.755
41.68,97.671,125.55,53.18,76.79,43.04,80.38,72.62,50.16,48.12,82.61,55.23,270.57,39.79,53.22,15.09,83.39,63.59,217.45,54.16,33.67,65.91,45.64,59.71,69.07,56.36,45.77,57.94,167.04,21.23
40.29,99.02,124.49,53.74,77.4,42.93,80.65,72.7,50.55,48.07,82.49,55.19,266.7,40.48,54.65,14.99,79.74,61.38,214.94,53.95,33.89,66.39,45.82,59.44,68.88,54.72,45.68,57.94,162.74,21.36
39.53,98.38,122.96,53.43,77.62,42.75,80.57,72.27,50.52,47.57,81.87,55.47,268.03,39.98,54.09,15.1,81.88,63.14,214.85,53.35,33.89,65.2,45.1,59,67.25,54.72,46.18,57.05,163.78,21.19
39.55,98.15,124.2,53.75,77.95,42.86,80.49,71.89,50.86,46.74,82.15,55.61,270.46,39,53,14.99,79.74,61.38,215.55,53.05,34.32,64.67,45.85,60.73,66.71,55.54,44.9,56.89,163.68,21.28
38.85,95.6,121.11,52.34,76.91,42.12,79.28,69.2499,49.63,46.4,81.31,53.35,262.29,38.45,51.99,14.61,77.53,59.74,214.26,51.98,34.18,63.36,45,59.02,61.34,54.21,43.97,58.45,158.99,20.96
39.43,96.13,124.02,52.48,77.79,42.39,79.35,68.94,50.01,46.57,81.54,53.34,261.56,38.35,52.31,14.81,78.73,59.03,215.77,52.05,33.55,63.73,44.71,57.09,61.75,53.42,44.45,58.14,159.12,21.09
38.14,95.59,124.02,53.29,77.79,42.39,79.35,68.77,49.69,46.95,81.21,54.15,261.56,38.35,51.4,14.81,79.6,59.03,215.77,52.66,33.96,63.73,44.78,57.62,61.97,53.96,43.5,58.96,158.87,21.13
37.18,95.12,124.41,52.79,77.05,41.78,78.45,68.97,49.65,48.56,80.48,54.15,258.75,37.41,50.84,14.5,78.46,58.67,214.67,52.2,33.58,63.44,44.35,56.86,61.46,54.14,42.72,58.85,156.46,20.84
37.46,94.96,122.99,52.05,76.03,41.77,77.84,68.23,50.05,48.64,80.36,54.23,258.11,36.98,49.28,14.36,78.32,59.02,206.51,52.5,33.38,63.78,44.83,56.54,61.28,54.26,42.94,59.58,158.71,21.15
36.86,94.48,121.85,52.43,74.96,41.53,77.5,67.83,48.93,48.52,80.07,53.63,256.37,37.37,49.84,14.39,75.22,58.68,203.94,52.06,33.17,63.49,44.94,56.55,60.6,53.54,42.76,59.31,155.96,20.69
37.18,94.74,125.11,52.82,75.43,41.69,78.87,68.39,49.54,49.04,81.12,53.91,262.19,38.13,50.52,14.75,76.74,59.19,205.79,52.45,33.24,64.19,44.97,57.52,60.92,54.11,43.21,59.67,159.11,20.83
37.97,95.99,125.25,53.31,75.89,42.05,78.96,68.97,49.93,49.81,81.34,54.34,262.78,38.04,50.34,14.56,75.83,59.2,202.72,52.9,33.35,63.84,45.14,57.98,60.89,54.27,43.88,59.56,161.78,21.09
37.52,95.97,124.71,52.84,75.82,41.57,78.57,68.785,50.175,49.64,81.27,54.62,257.65,38.2,50.41,14.59,75.43,59.33,203.16,53.35,33.25,64.03,45.18,57.525,60.52,53.76,43.67,60.15,160.62,20.91
38.12,97.24,122.93,53.6,76.14,42.16,78.99,69.79,50.53,50.04,82,55.79,261.1,38.33,50.77,14.68,77.06,59.64,206.97,53.53,33.44,64.73,45.61,58.7,61.39,54.75,44.67,60.11,164.01,20.97
39.57,97.5,131.59,54.19,76.62,42.33,79.27,70.05,50.735,49.97,82.39,56.28,262.8,38.63,51.14,14.91,77.64,60.11,212.64,54.06,33.26,65.2,45.81,59.01,60.67,54.71,45.2,60.78,168.9,21.15
39.19,97.98,131.47,53.9,76.33,42.06,79.01,70.07,51.175,49.74,82.27,52.66,259.51,38.5,51.42,14.81,77.72,60.1,215.43,53.99,33.33,64.91,45.62,59.66,61.16,54.35,45.46,60.69,171.3,22.48
40.66,99.16,133.33,54.31,76.6,42.23,79.81,71.06,51.34,49.79,83.25,53.79,264.46,38.93,51.47,14.75,78.04,60.92,218.07,54.48,33.69,66.18,46.3,60.7,61.66,54.95,47.01,61.28,170.24,22.1
40.43,100.53,134.02,55.29,76.93,42.54,80.32,72.05,51.72,49.69,83.43,53.75,265.29,39.47,53.36,14.9,79.12,60.87,223.08,54.62,33.89,65.83,46.26,60.89,61.97,55.14,46.8,61.09,169.76,22.05
40.6,100.57,135.14,55.06,76.86,42.14,80.4,71.02,52.165,49.8,83.57,53.59,266.94,39.44,52.38,15.05,79.51,60.93,223.36,54.87,34.16,65.67,46.35,60.95,61.93,55.09,47.14,61.4,168.74,21.9
39.51,100.58,134.48,54.96,76.93,42.32,80.82,71.73,52.54,49.57,83.89,53.78,268.22,39.53,52.8,15.07,79.35,61.01,226.25,55.58,34.14,65.78,46.69,60.86,61.92,54.485,46.03,61.51,166.47,22.2
39.85,101.32,135.41,55.2,76.6,42.11,80.51,72.04,52.5,49.14,83.49,53.46,266.02,39.51,52.54,15.02,78.77,60.55,227.31,55.33,34.02,64.99,46.75,60.42,61.81,54.29,46.49,61.22,168.22,22.17
39.42,101.54,136.33,55.87,76.92,42.49,80.98,71.82,51.93,49.46,83.62,53.54,265.35,39.73,52.95,15.16,78.95,60.84,226.61,55.89,33.82,65.99,46.99,60.49,62.3,55.22,46.89,61.91,170.56,22.115
39.09,100.889,136.06,55.75,76.72,42.76,81.62,71.53,52.21,49.2,83.82,54.24,266.35,38.96,52.26,15.03,80.1,61.04,227.72,56.08,34.13,66.43,46.68,60.56,62.34,56.61,46.28,61.86,172.27,22.23
38.99,102.13,137.44,55.7,76.37,42.6,80.98,71.55,51.025,49.58,83.67,53.78,265.58,39.24,53.15,15.04,81.11,61.39,226.31,56.16,34.02,66.53,47.13,60.4999,62.4,55.5,46.5,61.53,169.17,22.63
39.17,102.25,137.41,55.6,76.72,42.35,81.02,71.37,51.29,49.75,83.5,54,264.7,39.7,53.32,15.1,81.92,61.24,226.59,55.73,34.09,66.58,47.09,60.02,63.21,54.79,46.53,61.15,168.31,22.8
38.881,102.5,136.42,55.28,77.39,42.24,81.06,71.9,51.12,49.86,83.48,53.64,264.64,39.99,53.7,15.18,82.13,61.24,226.98,56.06,34.27,66.75,47.23,60.42,63.58,54.46,46.34,61.49,169.29,23.105
40.5,103.3,137.88,55.07,77.15,42.23,81.12,72.1,50.62,50.06,83.69,53.46,264.31,39.34,52.88,14.95,81.93,61.26,229.07,55.8,34.52,66.84,47.07,60.69,63.92,55.53,48.24,61.83,169.14,22.93
39.14,98.94,138.3,55.51,77.36,42.76,81.86,72.43,50.25,49.93,83.78,54.36,263.47,39.79,53.36,14.56,82.43,61.08,228.55,55.58,34.73,66.41,46.68,60.37,63.56,55.29,47.54,61.64,169.96,22.9
38.47,98.12,138.27,55.54,77.35,42.9,81.76,72.455,50.41,50.2,83.81,54.18,261.73,39.73,53,14.68,82.97,61.24,229.86,55.23,34.52,66.42,46.46,60.42,63.54,55.305,47.63,61.37,165.64,22.54
