AAL-close,AAPL-close,AAP-close,ABBV-close,ABC-close,ABT-close,ACN-close,ADBE-close,ADI-close,ADM-close,ADP-close,ADSK-close,ADS-close,AEE-close,AEP-close,AES-close,AET-close,AFL-close,AGN-close,AIG-close,AIV-close,AIZ-close,AJG-close,AKAM-close,ALB-close,ALGN-close,ALK-close,ALL-close,ALXN-close,AMAT-close
40.705,127.17,161.21,67.05,110.15,48.67,96.1,79.86,66.26,51.91,83.85,54.06,301.55,37.77,53.93,13.35,115.87,62.57,298.98,61.89,37.18,66.82,48.51,73.44,59.78,63.02,63.5,67.37,169.04,19.62
40.07,126.92,158.32,66.91,110.63,48.07,95.79,78.9,66.7,51.27,82.92,53.56,299.46,37.73,53.65,13.44,121.01,62.05,301.35,62.57,36.92,66.6,48.58,72.5,57.92,63.22,62.66,66.67,173.22,19.71
39.48,127.6,159.05,66.77,111.18,48.48,96.7,79.94,66.63,51.45,83.275,53.435,297.42,37.81,53.73,13.58,124.97,62.45,298.02,61.98,37.58,67.71,49.08,72.85,57.98,64.29,62.28,67.33,177.14,19.82
39.88,127.3,158.99,67.77,111.51,48.57,96.93,77.91,67.23,50.94,83.275,53.575,297.7,38.09,54.06,13.67,123.86,62.47,298.79,61.86,37.89,67.57,49.33,72.81,58.45,62.29,62.03,67.18,179.81,19.54
39.975,127.88,160.25,68.98,111.92,49.94,97.31,79.39,68.3,51.37,84.58,54.165,301.27,38.54,54.83,13.85,124.5,63.09,302.47,62.29,38.47,68.61,49.22,73.27,59.64,62.15,63.99,68.35,184.01,19.84
41.56,126.6,160.5,69.48,111.47,49.89,97.02,79.7,67.91,51.5,84.41,53.57,302.71,38.26,54.47,13.85,124.07,62.56,302.37,61.83,38.15,68.56,49.03,72.29,58.6,63.24,64.65,66.45,184.4,19.72
43.03,127.61,163.26,70.12,111.79,50.03,98.59,82.28,68.02,51.99,85,54.55,305.5,38.31,54.24,13.94,128.05,62.83,307.25,62.58,38.05,68.49,49.04,73.01,59.01,63.31,66.22,66.28,188.24,19.86
42.725,127.03,163.89,70.02,111.81,49.88,98.25,83.55,67.53,52,84.77,54.09,304.18,37.76,53.34,13.71,128.2,62.85,312.32,63.32,37.38,68.87,49.06,72.23,58.96,62.98,66.52,66.36,190.92,19.96
42.24,128.11,163.42,69.22,109.6,49.5,97.77,83.4,66.84,51.45,83.63,53.91,303.39,37.78,52.96,13.64,127.51,62.48,308.66,62.92,37.18,68.4,48.67,71.325,57.64,61.12,66.2,65.95,184.98,20.1
42.24,127.5,164.2,69.82,107.61,49.33,99.48,83.94,66.59,50.7,83.35,53.3,303.97,37.51,52.62,13.53,132.6,63.34,309.15,62.43,37.13,68.03,48.43,71.37,58.27,61.57,65.43,65.03,185.9,20.06
41.44,126.75,164.28,70.46,107.84,49.97,99,82.74,65.8,49.57,83.31,52.2,302.95,37.73,52.91,13.46,130.05,63.69,306.6,62.73,37.3,68.37,48.17,71.13,59.1,62.63,64.75,65.83,184.45,19.78
39.75,124.53,158.93,67.18,106.1,49.01,96.68,81.28,63.99,48.45,80.91,50.41,291.45,37.54,52.8,13.16,127.28,61.44,299.25,61.59,36.93,66.61,47.26,69.18,56.24,61.65,63.86,64.68,177.76,19.21
39.935,125.425,159.29,67.19,106.34,49.08,96.78,81.01,64.185,48.22,80.23,50.075,291.94,37.68,52.97,13.26,127.46,62.2,303.46,61.82,36.93,67,47.3,69.82,55.27,62.71,64.43,64.87,180.77,19.22
38.8,126.6,162.65,68.51,107.71,49.52,98.06,80.945,64.57,48.64,80.89,50.385,292.86,37.98,53.29,13.19,128.9,62.43,306.91,62.35,37.8,68.55,47.8,70.37,54.46,63.22,64.3,65.49,183.86,19.51
39.03,126.44,162.11,68.21,107.1,49.41,97.33,80.75,64.38,48.65,80.83,50.83,295.72,38.5,54.23,13.3,125.51,61.96,307.51,62.08,38.03,68.61,47.58,69.91,55.03,63.29,65.01,64.99,185.22,19.61
39.73,126,163.42,68.22,108.03,49.74,97.34,80.5,63.59,48.09,80.83,50.95,295.9,38.56,54.53,13.2,117.43,61.58,306.7,61.85,38.33,68.39,47.44,69.76,54.25,62.5,66.16,64.81,186.24,19.27
40.675,125.69,163.53,68.56,108.63,50.21,98.68,80.59,63.38,48.14,81.07,53.29,298.96,39.6,56.08,13.24,115.33,61.77,307,62.21,39.08,69.54,47.5,70.11,54.25,63.5,67.44,65.74,187.33,19.17
39.31,122.57,159.99,67.66,107.83,49.25,97.62,79.99,61.94,47.51,80.03,52.475,293.69,39.28,56.03,12.91,112.67,60.46,299.67,61.16,38.65,68.14,47.1,68.855,53.07,62.74,66.12,64.92,184.66,18.55
39.67,120.07,162.07,67.97,108.86,49.19,97.75,80.47,60.89,47.09,80.69,52.46,295.44,38.68,55.52,13.01,112.67,60.66,304.1,61.76,38.63,69,47.32,69.3,53.44,62.2,66.54,65.41,188.16,18.52
41.21,123.28,164.11,69.23,109.46,49.93,98.78,80.59,61.51,47.21,81.52,52.51,301.93,39.02,55.56,13.1,114.6,61.71,312.13,62.62,38.77,70.2,47.58,69.98,54,62.94,70.55,66.19,192.53,18.77
42.42,125.66,169.31,69.57,110.07,49.72,100.55,81.44,61.87,47.5,81.73,52.84,304.16,38.91,55.34,13.05,114.02,61.42,318.35,63.38,38.66,71.27,47.86,71.67,55.38,63.61,72.25,67.25,199.11,19.31
42.06,125.61,167.21,69.8,110.4,50.2,100.74,81.89,62.62,47.79,81.89,53.3,304.9,38.86,55.19,13.12,115.75,61.41,321.13,63.57,38.91,71.94,48.11,72.29,55.33,64.31,73.62,67.59,205,18.89
41.54,126.82,168.47,69.75,110.53,49.31,99.95,82.12,62.92,47.46,82.5,52.58,300.03,38.99,55.68,13.18,115.48,61.79,320.13,64.03,39.08,73.11,47.95,72.06,54.27,64.63,73.72,68.06,203.8,18.57
41.39,128.51,169.36,69.99,111.88,49.77,101.45,82.52,62.83,47.85,82.9,52.5,302.15,39.66,56.36,13.35,112.91,62.22,317.37,64.16,39.41,73.54,48.19,72.63,54.42,65.37,74.69,67.98,204.26,17.87
41.4,129.62,169.7,69.99,113.2,49.9,100.48,82.1,62.46,48.02,82.39,52.19,302.37,39.39,55.72,13.21,112.92,61.59,316.21,64.05,39.45,72.72,48.22,72.72,53.01,64.93,74.77,67.59,204.3,17.77
40.55,132.07,168.69,70.8,114.76,50.06,100.72,82.09,61.99,48.04,82.17,51.85,302.66,39.12,55.54,13.08,111.6,61.56,317.75,64.04,39.69,72.39,48.15,73.48,52.75,66.04,74.14,67.71,204.46,17.77
40.9,130.75,167.53,70.54,114.1,49.76,100.39,81.19,62.08,47.49,81.41,52.12,299.57,38.7,54.89,12.94,111.55,61.8,317,64,39.82,72.7,47.86,72.55,52.09,65.16,74.95,67.7,204.88,17.83
41.43,125.22,168.22,70.56,114.95,50.98,102.33,80.73,58.65,47.68,81.69,52,301.69,38.66,55.21,13.17,113.88,61.88,315.35,64.54,39.99,73.15,47.75,72.75,51.71,65.23,75.83,68.37,206.16,17.49
42.61,125.16,168.39,70.52,110.12,51.2,102.42,80.64,60.05,48.02,80.94,52.345,284.34,38.27,54.59,12.94,112.05,61.86,314.95,64.14,39.79,72.7,47.67,73.51,51.32,65.59,73.79,68.36,207.84,17.72
39.63,124.5,168.31,68.08,108.73,51.05,101.17,80.98,58.49,47.19,79.78,51.78,274.11,38.53,54.6,12.79,110,61.92,308.21,63.64,40.01,73.06,47.43,72.52,49.81,60.4,74.1,68.32,200.99,17.37
40.14,122.77,168.34,69.34,107.37,50.69,100.39,79.93,57.89,47.26,79.72,51.05,267,39.02,55.74,12.93,110.23,61.53,326.98,63.24,39.99,72.63,47.35,71.63,49.81,60.98,73.02,68.4,198.1,17.38
41.17,123.38,170.3,71.23,108,50.94,101.69,80.59,58.99,48.35,80.58,50.89,270.81,39.34,55.89,12.77,112.31,62.33,339.5,63.66,39.91,72.89,47.19,73.65,50.78,61.2,74.32,68.58,203.55,17.62
40.73,122.99,173.06,70.77,107.78,51.06,102.45,80.25,58.79,48.13,82.34,50.09,272.85,39.65,55.94,12.83,112.6,64.54,337.99,64.54,39.63,74.1,47.9,73.21,51.91,62.6,74.78,69.04,198.76,17.55
40.27,122.37,172.54,70.16,104.47,50.77,102.66,81.29,58.82,47.82,80.13,50.6,272.51,39.77,56.32,12.69,114.15,64.04,328.87,64.53,39.42,75.15,47.66,74.96,53.4,62.36,75.16,69.16,199.29,17.57
40.1,121.3,174.21,70.01,105.75,50.69,103.11,81.99,58.33,47.42,79.77,50.58,275.04,41.08,56.57,12.8,112.97,64.05,331.15,64.12,39.08,74.6,47.43,76.71,54.2,62.7,75.75,68.95,197.44,17.36
41.71,118.44,173.81,69.73,105.82,50.5,103.21,81.4,58.67,47.7,80.11,53.3,273.4,41.59,57.06,12.73,113.79,64.03,334.92,64.15,39.43,76.33,47.91,75.75,53.29,62.61,78.02,69.38,195.73,17.16
42.74,114.64,175.1,69.95,106.21,50.51,103.42,82.06,58.48,48.41,80.68,54.15,275.8,41.01,56.39,12.56,115.19,63.93,331,62.34,39.37,76.06,47.84,75.61,53.63,61.44,77.77,62.34,197.15,16.83
42.96,115.4,175.27,70.3,107.25,50.48,104.5,83.38,60.7,48.22,81.84,54.11,275.56,41.36,56.65,12.59,118.07,64.1,336.64,62.96,39.01,76.67,47.86,76.03,53.26,62.07,79.03,62.5,197.94,17.03
42.18,115.13,172.74,69.24,104.75,50.32,103.1,82.19,58.87,47.95,80.3,52.94,269.47,41.69,56.26,12.6,116.4,63.68,319.47,63.02,39.14,76.69,47.46,74.42,51.77,60.94,77.75,61.97,189.73,16.85
41.49,115.52,173.75,68.62,104.36,50.11,103.74,82.69,59.61,46.42,80.29,53.03,270.16,42.12,56.77,12.64,116.39,64.04,321.05,63.39,39.33,77.06,47.6,74.53,51.24,60.73,77.99,62.54,189.62,16.98
41.68,119.72,173.66,69.21,104.65,50.66,105.2,83.62,61.09,46.53,81.6,54.38,270.24,41.82,56.71,12.68,117.09,64.92,321.91,63.99,39.22,78.01,47.92,75.01,52.69,61.7,78.63,63.1,190.43,17.6
42.7,113.49,171.92,68.25,104.51,50.39,103.58,83.9,59.38,46.07,81.33,54.06,267.99,42.1,56.85,12.35,118.35,64.24,317.49,63.31,39.93,79.13,47.72,72.96,52,61.15,79.96,63.47,186.31,17.34
42.52,115.24,172,68.75,104.38,50.09,103.77,83.82,59.74,46.89,81.55,54.82,269.53,42.65,57.57,13.06,117.3,64.11,315.81,63.26,39.98,78.85,47.17,73.92,51.12,60.83,78.54,63.61,191.01,17.3
42.67,115.15,187.79,68.54,103.88,49.84,103.39,84.31,59,47.51,82.45,54.61,268.92,42.62,57.55,12.66,118.25,64.17,315.65,63.24,39.61,79.56,47.03,73.84,50.42,60.2,79.29,63.49,188.83,17.05
42.88,115.96,187.03,68.65,103.94,50.23,103.45,86.12,58.84,47.2,82.99,54.86,273.78,42.74,58.2,12.81,120.66,64.76,314.5,64.25,39.84,79.6,47.3,73.37,51.11,60.57,79.6,63.86,186.58,16.64
43.95,117.16,184.69,69.37,104.62,50.38,103.48,86.77,59.5,47.51,84.7,55.4,271.32,43.4,58.35,12.87,123.04,64.53,321.25,64.3,40.15,79.48,47.71,73.57,51.77,60.88,81.51,63.85,191.22,17.03
43.63,116.5,185.77,68.86,104.95,50.44,103.86,86.45,57.9,47.68,84.69,54.59,273.49,43.2,58.27,12.82,124.21,64.58,320.3,63.71,40.34,79.38,47.67,73.85,51.11,60.52,81.51,63.57,187.42,16.53
43.53,115.01,187.84,68.59,106.14,49.84,102.87,85.48,58.38,46.72,84.47,54.32,268.57,43.55,58.8,12.54,122.18,63.05,318.86,62.92,39.98,78.94,47.12,73.06,49.88,59.73,80.99,63.66,184.96,16.44
41.98,112.65,184.45,67.48,103.37,48.53,99.97,82.69,53.82,46.2,82.71,53.1,266.63,43.31,58.37,12.31,118.53,61.25,307.39,61.71,39.44,77.11,46.33,69.78,49.32,58.02,79.01,62.7,178.62,15.98
39.75,105.76,177.54,65.9,101.8,47.13,97.13,78.87,53.78,45.12,79.23,51.76,259.22,42.51,57.29,12,115.51,59.2,298.57,59.73,38.5,74.85,44.81,68.04,46.81,56.45,76.14,61.25,173.81,15.48
37.62,103.12,173.75,63.45,98.53,43.7,92.67,74.27,51.67,43.55,76.28,49.39,247.05,40.68,54.83,11.53,110.51,56.29,291.82,56.94,36.41,71.59,43.09,66.52,44.34,54.55,73.1,58.39,166.85,15.1
37.5,103.74,171.22,60.71,97.41,42.9,92.14,74.57,50.61,43.01,73.52,48.17,247.4,39.77,53.02,11.34,110.5,55.23,290.63,56.64,35.54,72.03,42.62,65.63,42.8,54.23,74.55,56.99,165.44,14.84
38.85,109.69,171.46,63.14,100.61,43.98,95.04,77.33,54.22,43.99,77.8,49.13,257.81,40.55,54.01,11.65,115.42,56.92,305.98,59.16,36.45,74.34,43.3,68.17,43.07,55.95,76.32,57.4,173.54,15.24
39.03,112.92,176.23,64.51,101.15,45.64,95.73,78.91,56.48,44.83,78.03,50,263.83,41.02,54.91,11.87,117.78,58.63,312,61.11,37.16,75.1,44.24,70.5,45.13,56.82,76.24,58.74,179.82,15.94
38.62,113.29,176.48,63.98,100.87,46.02,95.85,79.4,56.45,44.65,78.41,47.52,262.25,41.07,54.9,12.1,116.86,58.67,308.01,61,37.42,74.79,43.87,71.9,45.3,57.27,75.81,58.63,178.86,15.99
38.98,112.76,175.25,62.41,100.04,45.29,94.27,78.57,55.86,44.99,77.32,46.75,257.19,40.29,54.29,12,114.52,58.6,303.74,60.34,36.03,74.35,43.72,71.31,45.21,56.6,74.86,58.28,172.19,16.085
39.2,107.72,172.62,60.5,99.27,43.57,92.29,75.99,53.55,43.34,75.1,45.49,252.4,39.12,52.99,11.44,111.55,56.65,294.21,58.73,35.43,72.19,42.33,70.43,42.85,53.94,74.8,57.14,170.85,15.49
41.51,112.34,175.25,60.98,100.28,44.24,94.43,77.25,54.59,43.62,77.09,45.99,255.51,39.08,53.01,11.32,113.56,57.45,299.61,59.1,35.71,73.09,42.41,71.27,42.73,55.1,78.83,57.93,176.24,15.68
40.89,110.37,173.24,61.58,100,44.14,95.61,78.32,55.17,43.75,77.55,45.94,256.76,39.25,53.35,11.44,115.18,57.55,297.44,59.45,35.65,73.13,42.4,73.26,42.87,55.13,78.07,57.98,175.28,15.76
40.6,109.27,172.13,59.77,98.99,43.07,94.45,76.89,53.96,42.9,76.15,45.37,250.5,38.56,52.54,11.03,113.47,56.39,293.74,58.08,34.85,72.44,41.67,72.58,42.43,54.28,78.58,57.04,171.98,15.39
40.8,112.31,175.32,60.57,101.05,44.04,97.12,79.78,57.77,43.7,78.2,46.81,257.52,38.98,54.08,11.32,118.14,57.57,300.18,59.24,35.2,73.78,42.46,74.28,43.02,55.4,81.24,58.2,176.93,15.73
41,110.15,174.92,59.26,100.75,43.23,95.52,78.52,56.27,42.99,77.51,46.16,251.7,38.46,53.37,11.3,117.23,56.99,294.92,58.53,34.99,73.32,42.22,73.35,43.03,54.97,81.77,57.35,171.76,15.46
41.21,112.57,174.88,59.58,102.03,43.12,96.81,78.7,56.01,43.06,77.92,46.23,251.74,38.43,53.39,11.24,116.19,57.7,293.6,58.22,35.24,75.46,42.1,74.55,42.8,55.19,81.29,57.67,171.65,15.56
42.15,114.21,174.84,59.35,104.34,43.41,97.35,79.19,56.35,42.82,78.31,46.3,253.63,38.82,53.78,11.13,117.89,58.14,295.24,58.33,36.14,76.82,42,74.67,42,55.55,81.87,58.14,171.93,15.5
42.29,115.31,175,58.94,104.62,43.17,96.51,78.46,57.56,42.93,77.76,46.15,251.91,38.98,53.68,11.07,116.39,57.8,295.96,58,36,76.64,42.01,74.58,41.88,55.61,80.74,58.24,168.8,15.6
42.64,116.28,176.85,59.2,105.56,43.81,98.24,79.53,58.3,43.47,78.89,46.62,256.43,39.2,53.85,11.12,117.57,58.57,303.74,58.65,35.85,77.8,42.26,75.2,44.27,56.52,79.74,58.98,169.03,15.92
43.06,116.41,178.59,59.51,106.29,43.86,98.96,80.53,58.45,44.19,79.59,46.9,254.4,39.69,54.63,11.18,117.58,58.84,303.74,58.9,36.08,76.92,42.48,74.82,44.74,56.6,79.13,59.2,167.79,16.17
43.99,113.92,178.28,59.86,106.78,44.24,98.53,80.31,57.93,44.25,79.43,46.78,255.35,40.54,55.87,11.17,117.76,58.11,301.05,58.43,36.41,76.65,42.47,74.64,45.05,58.45,79.69,58.99,167.99,16.02
43.49,113.45,173.7,61.22,106.1,43.33,97.53,81.25,56.67,43.23,79.01,46.48,251.66,40.37,55.48,10.94,116.15,57.15,295.29,57.78,36.26,75.5,41.85,71.95,45.71,57.42,78.74,57.57,166.58,15.93
43.23,115.21,174.75,59.39,105.28,43.3,98.43,83.32,56.63,43.38,79.9,47.41,255.99,40.82,55.6,10.78,118.82,57.7,285.62,58.03,36.57,76.32,42.33,72.09,46.4,57.01,82.09,58.56,160.51,15.64
41.19,113.4,174.44,57.74,103.27,42.48,97.67,84.66,55.18,42.45,79.19,46.93,252.38,40.5,54.72,10.48,118.12,57.04,287.76,57.28,36.31,75.6,42.28,70.61,45.71,56.87,78.65,58.1,159.24,15.1
41.24,114.32,175.87,57.43,102.82,42.2,97.86,85.5,55.2,42.06,79.37,46.92,254.84,40.8,55.02,10.14,118.82,57.42,286.61,57.1,36.59,76.4,42.11,70.54,45.31,57.21,80.07,58.51,159.63,14.605
40.25,115,174.8,56.57,101.97,41.94,97.77,83.91,54,42.02,79.58,47.05,254.02,41.05,55.46,10,116.44,57.49,290.56,56.9,36.18,76.98,41.88,69.39,45.22,56.96,78.98,58.59,157.05,14.69
40.24,114.71,176.84,55.74,99.84,40.86,96.94,83.13,54.44,42.5,80.3,46.97,259.3,41.37,55.99,9.96,112.02,57.83,279.03,57.54,36.51,78.09,41.99,70.55,45.13,56.65,80.7,58.99,149.25,14.6
39.08,112.44,171.4,52.5,96.19,39.06,95.95,80.52,53.47,41.09,78.62,46.14,249.47,41.54,55.86,9.81,105.3,57.01,254.87,55.66,35.88,76.62,41.14,67.96,41.78,55.33,78.11,57.74,145.6,14.37
39.18,109.06,170.53,52.79,95.05,39.5,96.6,79.83,54.05,41.02,79.09,45.24,251.2,41.69,56.13,9.46,106.31,57.72,252.1,55.72,36.65,77.45,40.78,67.5,42.53,55.91,78.38,58.36,147.75,14.55
38.83,110.3,189.53,54.41,94.99,40.22,98.26,82.22,56.41,41.45,80.36,44.14,258.98,42.27,56.86,9.79,109.41,58.13,271.81,56.82,37.02,79.01,41.28,69.06,44.1,56.76,79.45,58.24,156.39,14.69
39.2,109.58,192.04,55.13,94.51,40.76,98.44,83.75,54.94,41.46,80.89,43.14,262.35,41.78,56.14,9.89,109.94,57.96,282.35,56.92,37.54,78.49,41.24,68.96,45.17,55.44,80.23,57.97,157.82,14.67
38.63,110.38,191.69,55.82,94.91,41.38,99.39,83.99,55.69,42.42,81.36,44,269.35,42.32,56.32,10.09,113.11,58.47,288,57.19,37.89,78.25,41.81,70.23,46.15,56.91,79.26,59.15,166.07,14.94
40.19,110.78,191.17,56.68,94.99,41.39,101.62,85.84,57.43,43.64,82.7,44.29,275.77,42.62,57.46,10.27,113.04,59.32,278.58,58.28,38.33,79.68,42.11,72.12,47.43,58.47,80.91,59.9,163.42,15.1
38.13,111.31,191.1,55.08,93.03,39.89,101.5,85.15,56.89,43.64,82.44,44.8,275.61,42.31,56.62,10.46,108.83,59.43,272.88,57.68,38.08,80.15,42.13,72.3,47.61,55.75,74.53,59.88,160,15.24
39.31,110.78,190.35,55.63,92.94,40.63,102.62,80.65,57.87,44.31,83.65,45.9,278.27,42.21,56.04,10.53,109.56,60.29,268.99,57.82,38.66,80.04,42.19,73.55,48.91,56.55,75.97,60.04,164.78,15.39
39.74,109.5,187.35,56.04,93.54,41.16,105.01,82.26,57.72,45.13,85.12,47.31,279.41,43.12,56.87,10.76,109.61,60.81,276.16,58.24,39,81.72,42.55,73.8,50.57,56.23,75.76,61.12,164.31,15.67
42.42,112.12,189.52,55.64,92.84,41.89,104.78,83.82,56.69,45.42,85.24,51.57,280.12,43.12,56.74,10.72,109.18,60.76,274.84,58.19,39.27,80.56,42.56,73.46,50.72,56.39,75.92,60.44,161.08,15.65
43.84,111.6,191.28,55.77,93.72,41.57,105.05,83.92,56.58,45.44,85.68,51.55,279,43.72,57.56,10.71,110.63,60.83,273.4,58.68,39.51,80.42,42.69,72.82,50.51,57.26,77.99,60.91,159.86,15.6
43.41,111.79,190.85,53.8,94.15,40.92,103.48,83.65,56.05,44.92,85.16,52.08,275.81,43.65,57.65,10.63,113.27,60.51,262.05,58.69,39.18,80.48,42.26,71.14,50.26,56.21,73.92,60.64,153.25,15.14
43.8,110.21,187.07,53.94,93.03,40.72,102.43,83.8,60.99,44.96,85.14,51.37,276.66,43.39,58.15,10.57,111.11,59.74,269.31,58.03,38.69,79.67,42.45,70.28,51.44,56.5,73.45,59.86,152.66,15.44
44.46,111.86,190.55,56.14,94.07,41.87,102.3,86.77,61.28,45.56,85.97,52.16,278.18,43.94,58.72,10.78,112.17,60.9,274.08,59.19,39.4,80,42.49,71.56,51.47,60.65,75.98,61.59,161.07,15.72
43.71,111.04,190.8,56.53,95.06,42.22,103.01,88.67,60.19,45.96,86.69,52.04,278.16,44.1,58.54,10.78,112.99,61.34,278.13,60,39.58,80.07,42.85,70.95,52.45,60.65,75.83,61.2,160.72,15.83
44.45,111.73,191.4,56.16,94.79,42.15,103.1,88.4,60.22,45.97,87.3,52.44,280.07,44.29,58.59,10.74,114.2,61.03,273.31,60,40.32,81.05,42.71,70.42,52.26,61.1,76.87,61.59,162.11,15.805
44.79,113.77,193.59,54.83,93.18,41.74,103.47,86.84,60.4,45.7,87.42,52,280.99,44.32,58.66,10.88,111.82,61.28,263.42,60.27,40.51,82.2,43.45,71.92,52.1,61.98,76.49,61.44,159.02,16.19
44.31,113.76,192.15,53.83,92.71,42.2,102.52,86.13,61.75,45.29,87.45,51.13,275.93,44.15,58.94,10.76,108.28,61.34,259,60.23,40.2,79.91,43.12,71.16,51.18,61.59,74.73,60.65,160.31,16.07
45.99,115.5,191.87,48.27,92.8,43.5,106.46,88.46,63.4,46.7,89.69,52.59,294.49,44.5,59.17,11.04,103.36,62.22,253.04,60.75,40.23,80.79,43.58,72.53,52.39,60.78,75.97,61.55,166.76,16.21
45.67,119.08,191.94,50.34,93.13,43.6,107.99,87.86,63.62,46.89,90.53,52.39,295.87,43.99,57.48,11.05,105.89,63.45,268.55,61.28,39.99,81.85,43.56,74.08,52.58,67.97,79.09,61.68,171.16,16.44
46.47,115.28,192.45,51.87,93.63,43.61,107.97,88.84,61.53,46.39,90.11,53.61,294.92,44.41,57.82,10.88,107.8,63.51,271.57,61.16,39.98,82.04,43.72,75.37,52.68,68.27,79.16,61.82,170.01,16.33
46.46,114.55,193.27,52.58,97.54,43.88,107.87,88.05,61.39,46.24,90.33,54.1,293.55,44.49,57.67,10.87,110.67,63.15,285.77,60.92,40.23,81.08,43.65,75.55,51.93,67.09,77.95,60.29,176.59,16.27
45.86,119.27,194.28,53.26,97.5,44.76,109.73,88.5,61.86,46.8,87.91,55.5,298.27,44.03,57.07,11.12,111.11,63.98,287.2,63.89,39.81,81.4,44.05,62.91,53.58,66.3,75.19,62.31,177.41,16.54
45.86,120.53,197.48,54.1,96.82,45.24,107.95,88.12,59.98,45.53,88.36,55.06,297.85,43.41,56.21,11,114.86,64.42,304.38,63.49,39.96,82.44,44.15,61.11,54.29,65.7,75.77,62.79,175.95,16.74
46.22,119.5,198.43,59.55,96.51,44.8,107.2,88.66,60.12,45.66,86.99,55.19,297.31,43.68,56.65,10.95,114.78,63.75,308.47,63.06,39.19,81.53,43.73,60.82,53.52,65.46,76.25,61.88,176,16.77
46.47,121.18,200.38,63.38,97.83,45.43,107.6,89.91,60.34,46.28,86.99,56.89,298.42,43.92,56.89,11.02,115.34,64.51,314.91,63.74,40.01,82.93,43.68,61.78,54.24,66.37,77.13,61.8,180.76,16.89
46.5,122.57,198.7,62.43,97.67,45.51,107.31,90.36,60.66,43.15,86.73,57.93,300.59,43.87,56.75,10.93,111.81,64.04,309.31,60.96,39.67,83.51,43.92,63.11,54.67,66.93,77.68,63.16,177.67,17
45.63,122,199.34,63.8,97.47,45.18,106.52,91.01,60.49,43.02,86.96,57.83,301.87,44.21,56.71,10.82,108.66,64.17,307.67,60.8,38.26,82.89,44.01,62.22,54.22,66.53,77.41,62.89,175.46,16.87
45.6,120.92,200.34,62.77,97.89,45.18,106.09,90.55,60.36,43.07,86.98,63.49,299.11,44.02,56.49,9.88,111.27,64.17,309.43,62,38.27,83.83,44.09,61.7,49.43,66.39,78.06,63.55,173.44,16.81
45.34,121.06,198.72,64.13,97.61,45.63,106,90.69,61.7,42.13,87.63,63.88,297.95,42.55,53.96,10.2,107.55,64.32,301.57,61.93,37.09,84.9,44.06,62.38,50.68,67.17,78.08,64.07,172.15,17.05
44.65,120.57,194.9,63.23,97.4,45.05,104.88,89.8,60.96,41.52,86.76,63.51,296.73,43.14,54.43,9.9,108,63.56,296.82,61.21,36.22,84.07,43.65,61.83,49.92,67.08,77.31,63.52,172.64,16.81
44.49,116.77,194.11,62.3,98.87,45.76,105.07,90.28,59.97,40.63,86.95,63.36,297.57,43.81,55.1,10.07,108.74,64.31,306.7,61.35,36.47,84.87,44.02,61.65,49.58,66.1,78.57,63.32,172.38,16.76
44.39,116.11,194.67,60.86,98.24,45.07,105.1,91.21,59.9,40.51,87.18,62.12,294.73,44.22,55.56,10.05,105.09,64.37,309.76,60.67,36.84,84.39,44.23,61.42,48.9,65.59,77.57,63.12,169.54,16.79
43.9,115.72,164.64,60.23,96.91,44.19,104.32,90.84,59.46,38.51,86.22,61.75,290.82,43.5,55.32,9.73,103.11,63.32,300.04,59.38,36.56,82.76,43.27,60.44,46.92,64,76.68,62.55,166.13,16.53
43.45,112.34,161.62,59.86,96.59,43.96,103.15,89.02,58.13,37.76,85.05,60.45,286.35,43.13,55.06,9.8,102.21,63.22,299.63,59.31,36.35,82.15,42.98,58.57,47.62,63.67,75.96,62.41,166.44,17.24
42.83,114.175,164.22,60.01,97.3,44.88,106.33,89.765,58.48,38.24,86.52,60.93,287.14,43.93,56.21,9.81,105.01,63.67,298.71,60.66,36.53,83.47,43.54,59.14,47.98,65.15,76.85,63.12,168.91,17.74
42.3,113.69,164.09,60.38,99.17,44.77,106.29,90.29,59.3,37.2,85.89,61.25,284.49,42.86,55.05,9.54,105.28,63.5,297.32,61,36.72,83.98,43.23,58.73,48.52,65.28,77.54,62.71,171.21,17.815
41.75,117.29,164.44,60.99,100.31,45.8,107.88,91.27,60.74,37.41,86.5,61.25,287.7,43.22,55.41,9.73,106.86,64.92,310.8,61.96,36.82,85.53,43.81,59.25,50.81,66.33,78.09,63.5,176.65,18.13
42.3,118.78,162.37,60.55,99.19,45.73,107.28,91.76,59.77,36.43,86.39,62.39,286.07,43.7,56.32,9.57,99.89,65.37,302.05,61.98,36.98,85.67,43.87,59.21,50.69,67.39,79.23,63.37,174.48,18.2
42.2,119.3,162.82,61.11,99.1,46.01,107.97,91.81,59.42,35.83,87.29,60.55,286.61,44.11,56.54,9.67,104.43,65.66,312.46,62.21,37.56,86.29,44.19,56.92,51.67,67.19,81.86,63.34,173.59,18.18
42.3,117.75,162.62,61.15,98.73,45.44,107.84,91.96,56.8,36.72,87.35,62.71,285.66,43.34,55.99,9.66,105.71,65.4,301.72,62.76,37.66,85.89,44.11,56.95,52.11,67.21,80.41,63.11,175.97,18.13
41.23,118.88,163.19,61.13,98.5,45.45,107.35,92,60.42,36.04,86.71,63.08,285.45,43.22,55.79,9.9,106.08,65.39,311.43,63.12,37.37,85.61,44.13,56.62,53.01,67.25,79.6,62.94,177.8,18.38
