ADA-Close,BTC-Close,ETC-Close,ETH-Close,LINK-Close,LTC-Close,TRX-Close,XRP-Close
0.146084,6673.5,18.4699,474.011993,0.229949,83.378098,0.036975,0.479151
0.150373,6856.930176,19.039101,491.660004,0.249942,86.201897,0.038334,0.492477
0.145389,6773.879883,18.2878,489.118988,0.246745,82.396004,0.0371,0.477749
0.139971,6741.75,18.2952,476.682007,0.235216,80.857597,0.035798,0.47427
0.128792,6329.950195,16.131701,434.424011,0.211167,76.083504,0.033588,0.445042
0.131483,6394.709961,16.4599,446.518005,0.206735,78.699898,0.033578,0.450233
0.127181,6228.810059,16.328501,430.074005,0.204594,76.808601,0.032228,0.435364
0.137887,6238.049805,16.2862,434.027008,0.200695,76.942497,0.03334,0.438741
0.137092,6276.120117,16.432699,436.085999,0.194691,76.722397,0.033429,0.439271
0.142262,6359.640137,16.600901,449.850006,0.19931,78.939003,0.034364,0.445894
0.156118,6741.75,17.3843,480.65799,0.222559,84.595901,0.037521,0.483401
0.170865,7321.040039,17.945601,501.002014,0.248674,89.806099,0.039759,0.505587
0.179378,7370.779785,17.3925,480.513,0.23978,86.962097,0.039661,0.486389
0.180869,7466.859863,17.3937,469.618988,0.229673,86.667702,0.037917,0.476433
0.162175,7354.129883,16.212099,450.697998,0.21645,82.754601,0.034906,0.446994
0.163637,7419.290039,16.3535,462.436005,0.222991,84.463898,0.035603,0.45541
0.170277,7418.490234,16.1222,459.657013,0.201422,83.156197,0.035123,0.449311
0.164028,7711.109863,16.1642,450.852997,0.19705,82.433197,0.034061,0.445276
0.173172,8424.269531,16.628201,479.372986,0.202624,89.285202,0.038107,0.457623
0.172731,8181.390137,16.5023,472.493011,0.243708,86.2817,0.037122,0.459829
0.164765,7951.580078,16.722799,464.036987,0.251831,84.027496,0.035996,0.44992
0.16554,8165.009766,16.954901,469.665985,0.26684,84.4636,0.036504,0.453635
0.16338,8192.150391,16.953199,466.89801,0.279981,83.624001,0.036782,0.453667
0.163313,8218.459961,16.914499,466.665009,0.328679,84.084099,0.039236,0.453306
0.154087,8180.47998,17.1194,457.080994,0.318274,82.849899,0.036452,0.446107
0.143297,7780.439941,16.2432,433.867004,0.293934,79.702301,0.033926,0.435225
0.140901,7624.910156,15.475,420.747009,0.28728,77.855598,0.032643,0.445852
0.131941,7567.149902,14.9895,412.621002,0.30958,76.138802,0.031539,0.430254
0.130255,7434.390137,16.5987,418.261993,0.284746,77.5355,0.030602,0.440571
0.127547,7032.850098,16.415899,407.252014,0.257989,73.1987,0.028932,0.428507
0.131721,7068.47998,17.6933,410.515991,0.253947,74.589401,0.030329,0.433638
0.130553,6951.799805,18.664801,406.65799,0.236471,73.888298,0.029228,0.414081
0.125378,6753.120117,17.326401,380.214996,0.233997,68.170303,0.027866,0.381006
0.113752,6305.799805,15.1391,356.613007,0.22804,62.490398,0.024482,0.331944
0.123507,6568.22998,15.1055,365.588013,0.276128,63.980801,0.025941,0.346771
0.116355,6184.709961,14.2961,334.175995,0.274727,59.394001,0.023822,0.320426
0.112439,6295.72998,13.2772,322.112,0.27067,58.3591,0.022614,0.301262
0.11297,6322.689941,13.1955,319.570007,0.283597,59.328098,0.022581,0.29787
0.10291,6297.569824,12.0624,286.494995,0.259292,56.848202,0.019362,0.277466
0.094662,6199.709961,11.7358,278.932007,0.27191,54.559399,0.019059,0.274272
0.09504,6308.52002,13.0281,282.364014,0.257547,54.500401,0.019443,0.282005
0.095331,6334.72998,13.8991,288.04599,0.268244,55.3619,0.019521,0.292436
0.109887,6580.629883,14.4651,315.729004,0.291827,61.5144,0.023281,0.366676
0.099785,6423.759766,13.2744,295.812012,0.27332,57.2757,0.021619,0.3271
0.102437,6506.069824,13.3391,300.834015,0.302272,57.938999,0.022263,0.343978
0.093764,6308.529785,12.4374,274.315002,0.287262,53.996201,0.020661,0.319283
0.095003,6488.759766,12.6979,281.944,0.311927,56.350201,0.021003,0.335177
0.090149,6376.709961,12.2388,271.341003,0.314632,55.3186,0.019712,0.319803
0.092453,6534.879883,12.4833,277.104004,0.321022,57.5434,0.020771,0.327709
0.094077,6719.959961,12.5919,282.96701,0.336927,57.929798,0.021606,0.327606
0.094282,6763.189941,12.5542,279.645996,0.319767,57.907902,0.022481,0.32823
0.093338,6707.259766,12.5623,275.196991,0.328878,57.334099,0.022764,0.323776
0.100264,6884.640137,12.6518,285.602997,0.336085,60.249901,0.02446,0.336903
0.10548,7096.279785,13.2786,296.498993,0.335793,63.024399,0.026847,0.351837
0.105469,7047.160156,13.014,289.312012,0.30871,61.7672,0.025426,0.344803
0.10056,6978.22998,12.9242,284.105011,0.30539,60.315201,0.024897,0.335444
0.102196,7037.580078,12.7944,283.003998,0.328099,61.925499,0.025345,0.335332
0.106827,7193.25,13.2226,295.341003,0.328258,65.950996,0.02659,0.347721
0.104432,7272.720215,13.3274,294.371002,0.310938,65.649399,0.025572,0.342523
0.103607,7260.060059,14.0628,289.259003,0.30394,65.373199,0.025037,0.335961
0.105265,7361.660156,13.9768,285.722992,0.29972,67.7099,0.025255,0.331652
0.087569,6792.830078,11.8854,232.330994,0.268699,58.437698,0.02181,0.283601
0.088666,6529.169922,11.9828,230.214996,0.27239,57.486198,0.021644,0.30271
0.083983,6467.069824,11.6971,217.203003,0.260662,56.1978,0.020595,0.291435
0.078235,6225.97998,11.0188,197.951004,0.241907,53.244598,0.019312,0.279333
0.076643,6300.859863,11.239,196.923996,0.239741,54.924198,0.019365,0.27868
0.073508,6329.700195,11.3154,197.078995,0.247807,54.595798,0.019381,0.270321
0.070513,6321.200195,11.3199,185.065994,0.260429,52.367298,0.018677,0.26371
0.066745,6351.799805,10.6939,183.330994,0.253495,51.656601,0.018243,0.270087
0.069829,6517.310059,11.1334,211.354004,0.271776,54.5364,0.019946,0.280583
0.068248,6512.709961,10.9985,211.748993,0.268898,56.5765,0.019832,0.277159
0.069322,6543.200195,11.3706,223.074005,0.269288,56.7131,0.019933,0.282008
0.069963,6517.180176,11.2196,220.589005,0.273865,56.972698,0.019975,0.281166
0.063899,6281.200195,10.3435,197.875,0.268721,52.540501,0.018517,0.272251
0.06943,6371.299805,10.5974,209.975006,0.291212,54.097198,0.019389,0.32186
0.07235,6398.540039,10.7893,209.968994,0.329173,54.334499,0.019753,0.326053
0.081493,6519.669922,11.1709,224.591003,0.358403,56.634399,0.021413,0.449918
0.087606,6734.950195,11.6662,246.584,0.353303,60.722801,0.02493,0.561462
0.083193,6721.97998,11.4132,240.479996,0.33786,60.4366,0.023176,0.570798
0.089754,6710.629883,11.5986,244.330002,0.343609,61.366402,0.023791,0.570689
0.082754,6595.410156,11.0541,228.729996,0.334657,57.969101,0.022089,0.494712
0.081028,6446.470215,11.0877,218.505005,0.326493,57.537601,0.02128,0.526941
0.079476,6495,10.9944,215.847,0.348924,57.3955,0.021028,0.516308
0.086001,6676.75,11.4174,228.494003,0.34559,62.979401,0.022507,0.541381
0.084032,6644.129883,11.2595,222.401993,0.334983,61.8951,0.021978,0.539112
0.084606,6601.959961,11.4039,231.634995,0.329202,61.606899,0.022035,0.571228
0.085195,6625.560059,11.332,232.848007,0.331898,61.141899,0.022165,0.581572
0.084469,6589.620117,11.2111,230.768005,0.325232,60.208099,0.022052,0.576461
0.082525,6556.100098,11.1692,227.181,0.321105,59.705399,0.022093,0.520837
0.080789,6502.589844,11.1183,220.488998,0.310338,57.477501,0.0216,0.528162
0.081304,6576.689941,11.0469,222.218002,0.32094,58.279499,0.022703,0.526606
0.082991,6622.47998,11.0535,227.600998,0.356504,58.766201,0.023275,0.519026
0.081303,6588.310059,10.918,225.119995,0.338098,57.844101,0.023715,0.488082
0.084658,6602.950195,10.8981,226.119003,0.337637,58.160301,0.026875,0.482039
0.086607,6652.22998,10.9549,229.255005,0.343585,59.412601,0.026592,0.489751
0.086357,6642.640137,10.8934,227.981995,0.339712,58.713299,0.026058,0.479857
0.084679,6585.529785,10.8275,225.768997,0.347861,57.9818,0.025355,0.462387
0.070939,6256.240234,9.172,189.498993,0.303201,51.233002,0.020929,0.38313
