AAPL.O,ABT.N,ACN.N,ADBE.O,AIG.N,AMGN.O,AMT.N,AMZN.O,AVGO.O,AXP.N,BA.N,BAC.N,BK.N,BKNG.O,BLK.N,BMY.N,BRK_B.N,C.N,CAT.N,CHTR.O,CL.N,CMCSA.O,COF.N,COP.N,COST.O,CRM.N,CSCO.O,CVS.N,CVX.N,DHR.N,DIS.N,DUK.N,EMR.N,EXC.O,F.N,FDX.N,GD.N,GE.N,GILD.O,GM.N,GOOGL.O,GS.N,HD.N,HON.O,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,LLY.N,LMT.N,LOW.N,MA.N,MCD.N,MDLZ.O,MDT.N,MET.N,META.O,MMM.N,MO.N,MRK.N,MS.N,MSFT.O,NEE.N,NFLX.O,NKE.N,NVDA.O,ORCL.N,PEP.O,PFE.N,PG.N,PM.N,QCOM.O,RTX.N,SBUX.O,SCHW.N,SO.N,SPG.N,T.N,TGT.N,TMO.N,TMUS.O,TSLA.O,TXN.O,UNH.N,UNP.N,UPS.N,USB.N,V.N,VZ.N,WBA.O,WFC.N,WMT.N,XOM.N
5946.6723,4455.3163,68.9162,10708.9688,59.2398,4112.7891,70.3673,2927.0400,36.6020,1399.0248,1031.4940,201.6784,1771.6401,98.0669,210.6885,1702.7378,4270.5000,56.2037,1456.3253,77.2400,2127.7589,1386.7307,193.6985,459.2721,637.2890,149.0600,5705.5287,1403.6642,59578.3858,1769.5639,3286.0871,561.8923,1594.8584,673.4371,250.1179,738.6483,1574.0559,2630.0990,915.0400,21.2200,669.2200,117.8136,3393.6558,488.6639,1745.2241,3026.2662,6738.6220,1048.0572,4292.4403,2003.8609,264.8519,3258.0479,431.2866,5826.5174,57.8275,7456.9899,40.2360,19.1500,2018.6044,6812.3362,3993.2849,78.0577,11470.1402,1649.0720,124.7800,2384.2621,172.2000,10614.8961,2710.4681,2888.7817,5169.2789,108.6899,2245.1351,3064.8362,1635.1692,758.1195,901.3112,412.0860,1580.8569,5323.2174,648.3581,9.7500,28.3200,2127.0925,1827.2987,1107.6103,99.2570,2983.8811,131.5631,1363.8102,7366.9549,2574.5202,25304.0377,5407.4782
5938.9274,4455.9942,68.4661,10622.8200,58.7087,4092.3299,70.3571,2953.3200,37.1137,1402.4359,1033.5171,198.9294,1781.9773,98.3535,212.2597,1706.3617,4246.0000,55.5411,1445.9025,76.7600,2138.8201,1385.9142,193.1531,459.9238,636.8274,145.1200,5664.2697,1401.1930,59908.9917,1768.5698,3286.0871,560.6915,1594.2402,669.8018,248.7861,734.1157,1577.4142,2625.0532,922.0800,20.9400,677.2500,118.2302,3402.6847,490.0866,1737.9111,3045.7590,6740.6190,1045.2421,4273.3228,2009.2537,265.4259,3275.6907,432.4885,5800.4887,58.0077,7453.3038,40.0840,19.3400,2012.2820,6862.0467,3972.8779,78.4338,11447.7157,1651.2450,125.9000,2444.5919,171.4800,10531.5243,2708.6159,2883.9449,5160.0357,109.6430,2232.1762,3067.8797,1642.4899,760.4343,896.2202,411.7226,1570.9953,5361.0244,644.2372,9.6700,28.6900,2121.2887,1817.9296,1106.2666,98.3734,2994.6694,131.2951,1360.9396,7325.5675,2580.5743,25272.6258,5429.6653
5927.1869,4447.8591,68.6574,10589.6858,58.1434,4078.2033,70.6204,2965.4400,37.4514,1399.0248,1032.3611,199.9290,1793.9049,100.5345,210.8670,1703.2555,4227.5000,56.6201,1447.2474,76.4600,2140.4290,1385.9142,192.4714,459.0277,640.3884,145.6000,5658.3756,1403.3553,59615.7123,1766.5815,3313.2339,560.1769,1593.0039,664.3489,248.2534,735.5427,1579.5731,2626.3147,924.1600,21.3000,688.0100,118.7930,3421.3444,491.5093,1739.7839,3005.3113,6726.6405,1050.0277,4212.5967,2029.9260,263.8186,3333.3241,433.7312,5833.6753,57.7444,7521.4967,39.9787,19.1000,2015.1162,6877.9541,3994.2125,79.5619,11455.1906,1650.2708,126.8800,2440.1413,171.8400,10501.5104,2696.0211,2897.2461,5150.7925,109.5224,2235.7759,3049.9990,1636.1675,774.9023,891.3249,409.6976,1578.7131,5398.8313,654.4250,9.7400,28.4100,2132.8963,1828.3025,1105.1865,97.9909,3011.7510,131.9341,1374.3354,7304.8738,2578.3040,25398.2734,5417.3391
5842.7147,4433.6227,68.8036,10424.0148,57.8864,4050.4372,70.9950,2954.6400,36.8579,1392.9336,1023.4016,197.6798,1773.2304,100.6002,211.2992,1701.7024,4200.5000,56.1280,1420.0138,77.0000,2127.9601,1372.8511,190.9377,457.0727,650.1482,142.6900,5569.9635,1396.2505,59151.7975,1755.9774,3272.1826,555.8883,1568.2774,665.0759,247.9870,731.8494,1566.8597,2603.6088,920.1600,21.1100,681.6800,117.8812,3408.1020,486.3206,1724.5336,2956.8228,6710.6651,1038.7674,4176.6108,2017.7922,263.8477,3314.5050,428.7707,5817.2791,57.3010,7460.6760,39.7565,19.0885,2000.5092,6848.1278,3999.7781,80.0454,11331.8557,1641.2582,120.9600,2425.7482,168.6000,10395.4615,2673.7951,2882.7357,5151.5627,109.2449,2203.0186,3007.7700,1654.1364,776.6384,888.5836,408.6591,1573.1392,5390.4298,652.2501,9.6500,28.4100,2104.6028,1829.9755,1092.7646,97.3579,2992.8714,130.5737,1364.1291,7286.2495,2563.1687,25216.7824,5374.1976
5854.7897,4443.1137,69.3100,10361.0599,58.8115,4087.9458,71.2785,2979.2400,37.4207,1420.4658,1031.7830,199.6791,1792.3145,100.7619,211.7314,1708.9503,4217.0000,56.2415,1434.4711,77.8000,2138.0156,1368.7689,192.6759,462.6120,645.4002,145.1800,5623.0107,1407.0621,59807.6770,1775.1974,3275.4932,555.6310,1567.6592,662.8947,248.7861,735.5427,1571.4173,2612.4389,923.0400,21.3500,685.0900,119.0069,3415.9270,489.1660,1737.7327,3025.0478,6732.6313,1045.5236,4205.8493,2018.2416,264.4570,3349.7907,430.7569,5869.0903,57.5227,7493.8509,39.9202,18.0580,2018.8225,6752.6835,3993.2849,80.5826,11518.7267,1639.5531,119.4400,2416.0700,168.3600,10554.8684,2683.0559,2885.1541,5175.4411,107.7368,2212.3778,3037.8249,1650.8088,780.6894,887.6045,412.0082,1570.9953,5384.5487,656.4855,9.7300,28.5200,2106.7792,1816.9258,1093.1247,97.3447,3003.6597,132.1711,1369.5512,7400.0648,2575.2770,25338.9398,5380.3607
5854.7897,4443.1137,69.3100,10361.0599,58.8115,4087.9458,71.2785,2979.2400,37.4207,1420.4658,1031.7830,199.6791,1792.3145,100.7619,211.7314,1708.9503,4217.0000,56.2415,1434.4711,77.8000,2138.0156,1368.7689,192.6759,462.6120,645.4002,145.1800,5623.0107,1407.0621,59807.6770,1775.1974,3275.4932,555.6310,1567.6592,662.8947,248.7861,735.5427,1571.4173,2612.4389,923.0400,21.3500,685.0900,119.0069,3415.9270,489.1660,1737.7327,3025.0478,6732.6313,1045.5236,4205.8493,2018.2416,264.4570,3349.7907,430.7569,5869.0903,57.5227,7493.8509,39.9202,18.0580,2018.8225,6752.6835,3993.2849,80.5826,11518.7267,1639.5531,119.4400,2416.0700,168.3600,10554.8684,2683.0559,2885.1541,5175.4411,107.7368,2212.3778,3037.8249,1650.8088,780.6894,887.6045,412.0082,1570.9953,5384.5487,656.4855,9.7300,28.5200,2106.7792,1816.9258,1093.1247,97.3447,3003.6597,132.1711,1369.5512,7400.0648,2575.2770,25338.9398,5380.3607
5940.4236,4437.6903,68.7024,10415.7313,59.2056,4107.9179,71.6632,2974.5600,36.7248,1428.0189,1024.1241,199.9290,1793.1097,99.4819,212.4037,1715.6804,4212.5000,56.2226,1389.5861,77.0800,2156.3168,1368.5648,192.5396,457.8873,647.2466,144.8400,5597.9606,1418.8005,59306.4358,1752.6636,3288.0734,555.8883,1540.4601,656.3512,250.6507,734.7872,1550.7881,2587.2101,928.1600,21.3550,681.0400,119.7836,3418.3347,481.3829,1734.9681,2974.4882,6715.6574,1041.8640,4192.3546,2035.3187,262.6870,3343.9098,432.2644,5840.2334,57.9730,7595.2188,39.7682,17.7290,1998.7650,6840.1741,4011.8368,83.3224,11356.1489,1636.6302,111.8600,2413.5884,159.3000,10528.1894,2684.9081,2874.8759,5191.6167,108.1350,2188.9798,2980.7587,1647.4812,771.4300,890.3459,412.1380,1578.2844,5363.5448,656.0276,9.8800,28.1400,2088.2796,1825.6256,1100.5058,97.1996,2977.5879,132.4494,1393.7910,7387.6486,2557.8713,25656.5491,5369.2672
5898.7068,4457.3501,69.0287,10689.0883,59.6338,4095.7398,71.8252,2954.6400,35.9983,1393.4209,1039.2974,198.9281,1790.7242,99.1969,211.2872,1712.5742,4259.5000,56.3551,1391.0991,78.1600,2141.8367,1376.1169,191.4489,446.9716,647.7082,144.7300,5569.9635,1406.4443,59066.4799,1751.0067,3362.8927,552.9720,1514.4973,650.7165,254.9125,720.1821,1553.9065,2604.8702,935.0400,21.7600,680.7200,123.7572,3403.2866,480.1275,1739.4272,2971.4425,6716.6559,1044.6790,4218.2195,2058.6874,265.5887,3305.0955,429.9420,5840.8893,57.7444,7528.8689,39.7799,18.5800,2000.2912,6810.3477,4029.4610,84.2357,11358.0177,1635.6558,109.9200,2415.8218,159.8400,10694.9330,2669.8867,2892.4093,5183.1438,107.4835,2193.3173,2968.5845,1657.1312,772.0087,888.3878,410.0611,1583.4295,5354.3031,652.9369,9.8400,27.9400,2069.0545,1816.2566,1073.2317,94.8784,2973.9917,131.5115,1396.9805,7424.8972,2554.0875,25670.5100,5382.2096
5951.8649,4536.6672,71.8641,10864.6995,58.6231,4131.0563,72.5340,3016.5600,37.4616,1398.7812,1052.3031,208.9371,1831.2779,100.6669,216.3053,1734.3179,4323.5000,58.9107,1425.3933,79.2800,2161.7468,1414.4898,194.8232,454.4660,659.3145,148.8900,5813.0968,1436.4081,60271.5918,1805.0215,3433.7392,557.5179,1544.7872,657.9871,264.1022,735.9881,1600.4421,2688.1252,951.8400,22.4500,699.4000,127.8097,3470.1003,493.9363,1775.6356,3057.3329,6773.5682,1089.1574,4290.1912,2103.6271,269.3608,3338.0288,440.6371,5946.4791,58.6382,7663.4117,40.8910,18.9600,2033.6475,6877.9541,4103.2046,87.2978,11714.9412,1641.9890,113.3000,2468.1832,164.7600,10881.6858,2692.6520,2943.1957,5256.3194,107.9540,2263.4398,3020.7050,1691.7379,807.8891,902.0944,412.3976,1605.2966,5449.2406,666.5588,10.0600,28.5500,2144.5039,1836.6677,1091.3244,94.8784,3050.4093,133.4593,1408.1436,7284.1801,2636.5751,26110.2767,5484.5166
5988.5652,4521.0749,72.5054,10755.3567,58.2291,4089.8943,72.8175,3109.6800,37.0420,1406.5779,1053.3146,220.1972,1822.5310,103.5919,218.5142,1723.9638,4332.0000,60.7091,1481.0372,78.1500,2137.8145,1406.7336,195.6753,461.3901,657.5999,149.5700,5764.4701,1422.8163,60788.8301,1824.5728,3425.7938,555.1163,1539.2238,657.0783,270.0954,734.6430,1611.9561,2723.4454,948.1600,23.3700,706.1500,130.9503,3446.6252,501.3010,1779.2029,2947.0764,6777.5621,1106.3295,4262.0772,2096.4367,267.4747,3330.9717,444.3040,5969.4334,55.4163,7668.9409,41.2653,18.9800,2023.6188,6814.3246,4086.0442,91.7567,11567.3131,1647.8349,113.3200,2463.9645,160.8000,10871.6812,2690.7860,2931.1037,5277.8869,107.1698,2238.4993,3021.0854,1702.7189,811.9402,898.9615,412.9168,1599.2938,5376.9873,674.5717,9.9700,29.3500,2116.9358,1836.3331,1100.4158,95.7489,3054.9045,133.6757,1394.4289,7230.3765,2648.6833,25764.7457,5541.8332
5832.7871,4554.9711,72.0328,10646.0139,57.0470,4094.2784,72.2910,3085.0800,35.8141,1401.4613,1027.1588,214.6922,1805.0372,101.3869,213.4841,1715.6804,4330.5000,60.2547,1464.2264,77.8000,2085.5255,1394.8951,194.4142,457.6429,662.4139,149.3400,5643.6402,1426.8321,60767.5007,1792.4291,3411.2272,556.0598,1538.2965,648.8989,269.2963,739.5193,1590.8472,2709.5696,954.5600,22.9800,700.7700,129.0930,3449.0329,498.4556,1792.1344,2833.7742,6807.5159,1091.1280,4235.0878,2090.5945,267.0395,3374.4907,445.6180,5987.7969,55.7212,7641.2951,40.9144,18.8100,1976.7455,6850.1162,4105.5236,89.2318,11481.3525,1654.8988,111.8400,2482.5764,159.3600,10774.9699,2681.0828,2914.1749,5277.1167,106.9164,2215.3661,2990.6501,1691.4052,805.5743,894.6537,405.5438,1604.4390,5444.1996,675.9454,9.7700,27.3700,2079.9366,1798.1877,1105.9066,96.3423,3041.4190,132.6142,1405.2730,7271.7639,2617.6559,25656.5491,5514.7156
5813.8650,4564.4621,73.0005,10745.4165,57.3040,4088.9200,72.6352,3068.0400,35.7732,1394.3955,1029.9044,225.9523,1808.2179,102.9602,212.1516,1737.4241,4338.0000,61.8259,1489.4427,78.9000,2067.8277,1398.9773,192.4714,459.1907,656.2810,150.7900,5611.2225,1422.5074,60884.8124,1807.3411,3413.8757,552.8862,1527.4787,645.0818,270.3618,745.7408,1582.6914,2723.4454,948.9600,22.9700,692.1900,131.3556,3414.1213,500.3804,1812.8249,2843.5206,6809.5129,1114.7747,4247.4580,2089.2463,267.6488,3363.9050,451.0979,5981.2385,55.1115,7681.8423,41.3589,19.4300,1987.6463,6838.1857,4112.0167,92.6700,11507.5144,1650.0272,114.3200,2473.6427,161.2800,10778.3048,2671.3795,2922.6393,5257.8599,106.6269,2235.4631,2996.3568,1688.0776,805.5743,889.3668,409.5159,1613.0143,5417.3147,676.2888,10.0600,27.8000,2073.4073,1766.7345,1117.8784,96.9886,3060.2986,135.5102,1411.0141,7265.5558,2584.3582,25848.5108,5523.3439
5894.8343,4599.0362,73.3268,10742.1030,57.9036,4050.4372,72.8478,3067.5600,36.0495,1395.3701,1025.4247,224.4510,1820.1455,103.3252,212.1155,1739.4950,4336.5000,62.5642,1498.1843,80.2000,2063.8055,1412.0405,197.4136,460.5755,665.3155,152.7100,5623.0107,1435.4814,61044.7830,1815.6256,3423.1453,549.3696,1527.4787,633.8124,271.9600,748.9356,1580.0528,2761.2886,956.0000,23.1300,690.8800,133.1004,3433.9848,502.9748,1817.2841,2825.2461,6804.5205,1123.7830,4251.4208,2091.9427,268.1711,3319.2098,454.7037,5956.3167,54.8482,7676.3131,40.5050,20.9310,1979.7977,6707.2631,4130.5686,93.5833,11503.7770,1634.6815,114.4200,2502.4291,163.0800,10758.2955,2614.6528,2910.5473,5245.5356,104.5638,2256.9336,2999.0198,1702.7189,810.7827,887.4087,411.7226,1617.3020,5408.9132,679.1505,10.3100,28.2800,2074.1328,1774.5456,1124.6294,97.1205,3051.3083,137.5404,1431.7455,7317.2900,2597.9800,25852.0010,5519.0298
6010.9198,4695.9793,74.0356,10871.3264,59.0000,4058.9619,73.6983,3122.8800,35.8858,1438.7394,1034.3842,235.2106,1864.6750,104.4885,218.3581,1745.1897,4428.0000,65.2144,1524.4093,81.6300,2102.4189,1438.9831,201.0265,469.6176,677.5812,156.9900,5705.5287,1465.7541,62153.9126,1836.1711,3482.7358,554.6017,1544.4781,646.5359,275.4227,759.6972,1586.0497,2777.6873,963.9200,23.5300,706.0400,135.8358,3509.2255,511.5111,1840.3825,2845.3481,6888.3914,1165.4463,4341.9970,2118.9065,270.2313,3413.3050,463.7181,6005.5045,55.6103,7796.1115,41.4758,20.7130,2007.0496,6809.9869,4182.0717,96.1619,11561.7070,1673.4111,116.0000,2461.7311,164.1000,10878.3509,2645.2554,2932.3129,5307.9274,108.7623,2307.7182,3063.6949,1721.0206,828.1442,899.1573,419.6927,1635.7389,5466.0437,687.9841,10.4800,29.4800,2096.9853,1810.4934,1138.4015,98.5580,3134.9181,139.1069,1453.7527,7453.8684,2690.3055,26225.4537,5622.5694
6083.9682,4628.1869,74.1369,11046.9375,59.9936,3963.2420,72.2505,3135.2400,35.8755,1444.0996,1030.0489,238.9640,1878.1929,106.2469,219.6907,1720.8575,4435.0000,65.8581,1566.2683,82.5400,2086.5311,1441.0242,202.3557,474.1793,673.8553,159.4300,5743.8406,1450.9267,62521.8450,1814.6315,3466.1829,550.5704,1539.5328,653.2612,280.4837,757.9316,1601.8814,2789.0402,992.3200,24.1400,709.6800,136.6125,3579.0488,510.6743,1844.3957,2847.1755,6836.4713,1170.2320,4315.9563,2099.5825,268.4613,3458.0003,462.6181,6014.0304,55.3332,7934.3404,42.3999,22.0000,2048.9086,6634.7521,4084.6836,97.9885,11664.4861,1651.2451,121.0400,2398.2026,166.0800,10988.4017,2629.5809,2877.8989,5327.1842,107.9540,2345.1290,3136.7396,1679.0932,835.0889,882.1219,422.3927,1597.5788,5433.2776,695.3263,10.6300,30.3900,2144.5039,1822.5880,1156.0442,97.1732,3140.3123,138.3545,1420.2635,7453.8684,2734.1980,26002.0801,5688.5142
6158.7857,4685.8104,73.8106,11070.1315,59.5310,3998.8020,72.0784,3096.0000,36.1006,1441.9068,1010.3959,232.7084,1885.3495,107.2252,219.3545,1712.0565,4426.0000,64.4762,1546.4315,80.7400,2114.6867,1431.2269,200.2766,474.9125,674.2839,158.1600,5646.5873,1448.7643,62463.1891,1817.2825,3452.9406,550.1415,1552.8233,645.2636,276.7546,750.6171,1598.0434,2781.4716,1052.8000,23.8000,709.9800,134.9690,3545.9429,516.5325,1847.4280,2839.8657,6814.5052,1159.5346,4341.9970,2104.5258,267.5618,3438.0050,461.9254,6042.8872,55.4169,7901.1655,42.0022,21.5200,2044.5483,6689.1353,4120.2677,95.6247,11664.4861,1645.3991,114.0400,2431.2076,161.5200,11038.4247,2626.9685,2904.5013,5334.1166,109.4138,2342.5988,3125.3264,1652.4726,821.1996,879.7722,424.5475,1612.1568,5411.4336,690.5080,10.6600,32.5400,2111.1320,1830.3151,1142.3621,97.8986,3073.7841,137.9629,1421.8582,7387.6486,2673.6566,25824.0793,5664.4783
6177.5230,4671.5740,73.4618,10791.8043,58.9315,3996.3664,71.9974,3105.0000,36.1418,1429.4808,1018.0548,230.9568,1881.3736,106.7885,219.3785,1703.2555,4430.5000,64.2490,1564.5872,79.8900,2131.9823,1422.4501,197.2773,471.0024,672.5694,156.2900,5612.6960,1464.2096,62372.5391,1844.4556,3436.3876,541.7359,1562.0958,644.7183,277.5537,727.6648,1598.7630,2805.4389,1068.3200,24.4300,718.2800,134.9465,3542.9333,513.7708,1846.7145,2847.1755,6844.4590,1161.5052,4372.5665,2108.1210,266.2851,3432.1241,461.3958,6104.5360,56.4290,7917.7530,41.1250,21.8700,2036.9177,6705.2489,4127.7591,94.7114,11651.4051,1641.9890,112.1200,2425.0037,162.6000,11010.0783,2639.6573,2903.2921,5331.8058,110.4031,2352.3581,3099.8368,1638.8295,806.7317,880.3596,419.7966,1614.7294,5400.5116,688.0988,10.7400,31.3400,2079.2111,1852.1526,1139.7517,96.9490,3073.7841,137.7465,1432.3834,7379.3711,2681.9811,25810.1185,5648.4543
6179.1952,4701.4027,73.6306,10974.0423,58.6916,3980.2913,71.5417,3140.1600,36.0287,1429.4808,1010.1069,232.4581,1865.4702,106.5052,218.8863,1703.2555,4447.5000,64.7033,1579.2127,80.3800,2129.5689,1444.2900,197.5840,466.8479,671.8440,157.9800,5634.7990,1473.7856,62175.2420,1840.1477,3489.3570,544.0517,1562.7139,645.2636,282.0819,730.6074,1595.4048,2829.4063,1075.3600,24.7500,727.5000,133.9784,3579.6508,512.8502,1841.0068,2820.3728,6849.4513,1163.7573,4361.2444,2105.8740,267.6488,3480.3479,460.2855,6088.1400,57.0083,7893.7933,40.8910,23.2900,2041.2780,6677.0502,4168.0254,94.3891,11605.4348,1644.4248,114.0800,2423.5147,164.5200,10931.7088,2644.1358,2921.4301,5334.8869,110.5600,2352.3581,3108.9674,1667.4799,789.9489,884.4716,417.1226,1619.0170,5461.8429,685.3455,11.3000,31.0500,2081.3876,1846.1053,1125.6196,97.9513,3087.2695,138.9110,1443.8654,7410.4117,2667.6025,25956.7074,5581.8931
6149.2718,4735.9768,73.3493,11441.1681,57.9378,4009.0317,71.6734,3129.7200,34.6924,1421.4404,1009.3844,229.9559,1840.8199,105.6285,219.6907,1712.5742,4466.5000,64.0029,1555.6775,80.2800,2147.6690,1467.5668,197.8567,469.1288,676.8558,156.0200,5631.8520,1476.8747,62841.7862,1823.2473,3486.7085,548.3403,1558.3868,644.3548,278.0864,716.0625,1589.8877,2851.0145,1077.1168,24.4200,728.1166,132.4137,3568.2142,506.7408,1838.7772,2823.8816,6879.4052,1161.2237,4374.8309,2113.0644,264.5731,3528.5717,462.6181,6109.1268,58.0691,7956.4571,40.5869,22.5900,2040.1880,6769.7031,4203.6095,92.4551,11754.1841,1657.5782,117.4800,2400.1878,163.3200,10758.2955,2658.6906,2951.6601,5357.9950,111.1511,2325.9718,3078.5321,1703.3844,777.7959,885.8423,404.7130,1626.7348,5494.6089,685.1160,11.1900,30.9000,2092.9952,1845.7693,1088.7140,95.7620,3060.2986,138.7255,1450.8822,7356.6081,2663.8187,26089.3354,5640.4423
6161.5492,4719.7066,73.4168,11209.2951,57.6123,3995.8793,71.2886,3089.6400,36.5015,1409.7453,1011.1185,227.9541,1852.7475,106.0252,219.6907,1740.0127,4477.0000,63.7379,1541.8926,79.4300,2142.4401,1478.7848,195.1641,467.2552,675.0093,155.2000,5569.9635,1478.7281,62815.1244,1819.2708,3492.0055,549.6269,1548.4962,643.0824,277.0209,709.5047,1586.7693,2863.7252,1084.1600,24.8000,733.9900,131.3894,3576.6411,506.4898,1836.9935,2817.3271,6895.3806,1150.8079,4305.7665,2132.8379,264.8923,3550.9193,468.0573,6145.8537,58.3134,7989.6320,40.7858,22.8600,2032.1214,6860.3418,4205.4824,91.7567,11657.0112,1671.7060,115.5800,2395.2247,163.9800,10828.3278,2632.9397,2964.3567,5347.2112,111.1632,2322.8994,3072.0646,1699.3913,785.8979,886.2339,405.4918,1632.7375,5497.9695,685.0013,11.6300,30.0200,2103.1518,1887.4285,1074.4919,94.7993,3043.2171,139.1275,1455.6664,7265.5558,2646.4130,25984.6291,5665.0946
6079.6557,4719.0287,74.0131,11071.7882,58.0749,4038.7462,71.7847,3057.6600,35.5661,1405.1160,1011.9855,227.7039,1844.7958,105.1969,217.3377,1753.4730,4433.0000,63.3971,1527.6033,76.3700,2150.6856,1487.1533,195.4708,472.1428,676.6579,153.5700,5541.9663,1484.9062,62801.7935,1813.9687,3503.9236,554.5159,1546.3326,651.9889,274.8900,715.9784,1592.0465,2842.1170,1074.5600,24.3600,749.3800,131.2543,3574.8354,503.2259,1830.8399,2777.1231,6889.3898,1160.6607,4315.9563,2130.1415,264.1668,3505.0479,463.7487,6145.8537,58.1110,8055.9819,41.4291,20.7900,2043.4582,6890.5546,4227.0201,91.5419,11503.7770,1692.6541,112.7800,2365.4457,163.9200,10746.6235,2638.5377,2992.7730,5373.4004,111.1511,2301.2120,3044.6728,1702.3862,777.2171,897.1992,403.2332,1640.0265,5473.6050,682.2480,11.7800,30.6600,2080.6621,1880.7092,1090.1542,94.9971,3072.8851,137.8289,1456.9422,7381.4405,2655.8726,26085.8452,5662.6293
5927.8381,4716.3170,73.0342,10899.4904,56.6701,4082.5874,70.9646,3029.5200,33.9317,1391.9590,1002.5925,223.3250,1799.4711,105.2926,213.5802,1758.6501,4406.0000,62.2045,1462.7134,75.4400,2144.8534,1463.6806,190.5287,467.6625,668.9424,152.1300,5500.7073,1471.3144,62348.7568,1808.0039,3478.7631,551.8570,1492.8616,647.2630,268.7636,710.7658,1594.4453,2835.7616,1076.6400,23.5200,749.1600,127.7647,3594.6989,496.3633,1828.0752,2745.4472,6921.3406,1141.5181,4266.1394,2132.3885,265.5016,3489.7574,459.9086,6090.1075,57.7271,7982.2598,40.5986,20.2800,2023.8368,6850.2708,4224.2108,89.1781,11358.0177,1695.0899,107.6000,2359.4899,160.9200,10438.1479,2625.4757,3003.6558,5360.3058,109.6899,2267.4158,2996.7372,1681.2561,745.6771,895.6327,395.6265,1631.8800,5408.9132,676.9708,11.5400,27.6600,2018.9967,1888.1004,1083.5833,95.0499,3067.4909,138.6740,1455.0285,7464.2153,2627.4939,25918.3150,5654.0010
5854.2616,4690.5559,72.4042,10778.5506,56.1048,4065.2945,71.6025,2996.0400,34.3943,1367.8379,1015.1647,220.5725,1800.2662,103.6819,212.0795,1742.6012,4416.5000,61.5420,1461.7047,74.8900,2146.8645,1433.6762,188.4155,464.4041,666.0408,148.9400,5474.1837,1477.4925,62015.2714,1824.4148,3439.0361,551.7712,1480.4984,647.0812,266.6326,709.5047,1597.8035,2809.0691,1056.9600,23.3900,753.4600,127.2919,3561.5930,497.4513,1819.3353,2758.8485,6889.3898,1132.7913,4275.1970,2121.1535,266.6913,3529.1598,454.1231,6112.4060,57.6085,7938.0265,39.7565,20.6200,2018.6044,6882.4979,4214.8466,88.2648,11273.9257,1703.8589,110.2600,2369.6644,158.1600,10246.3927,2628.0881,3002.4466,5337.9680,110.0917,2252.5961,2987.6066,1667.1139,746.5451,902.8777,392.3813,1632.7375,5362.7047,673.6439,11.2500,27.5400,2000.1344,1873.9900,1070.4413,94.6674,3069.7512,136.5716,1454.0717,7412.4810,2604.7909,25893.8835,5622.5694
5996.3101,4699.3689,73.5631,10868.0129,56.8757,4103.5337,72.1815,3079.0800,35.8694,1378.3148,1012.9971,224.4510,1814.5793,105.0869,214.8047,1752.4376,4413.0000,62.4128,1461.2004,75.2100,2158.9312,1460.8230,194.1415,467.4996,661.4247,153.1800,5539.0192,1490.1576,62495.1832,1838.3391,3481.4116,549.4554,1494.4070,647.9901,266.8990,721.1070,1594.2054,2889.1467,1066.3200,23.1800,756.5000,129.7121,3604.3297,504.1465,1836.3692,2812.4539,6890.3883,1145.1777,4337.4682,2140.9270,268.2872,3559.1527,460.5707,6116.9969,57.5038,8013.5917,40.3413,20.3200,2023.6188,6828.1147,4235.4479,90.4674,11272.0570,1708.4870,111.1000,2382.3204,159.3000,10409.8015,2636.2985,3018.1662,5337.9680,110.3961,2294.8865,2980.7587,1698.2267,745.3877,899.1573,394.4582,1628.8786,5342.5410,681.9039,11.9500,28.4900,2022.2614,1889.4442,1066.7507,94.9839,3088.7393,138.0041,1459.4938,7573.8918,2630.5209,25820.5891,5657.6989
5871.2036,4647.8467,78.7951,10747.0732,56.1733,4105.9694,72.5167,3051.8400,35.8385,1385.3805,1005.6994,220.9478,1798.6759,103.1785,214.0483,1747.2606,4410.0000,61.9395,1446.4069,75.0600,2156.3168,1459.1901,194.3120,465.7889,660.5015,152.6900,5627.4313,1495.7179,62153.9126,1828.3932,3461.5481,555.7167,1491.9344,646.7177,262.6371,711.4384,1586.0497,2886.6045,1061.2800,22.7500,754.5000,127.9673,3633.8241,500.0457,1850.1034,2760.0668,6880.4037,1139.5475,4294.4445,2130.5909,270.9567,3556.8003,459.8679,6017.3096,57.7202,7947.2418,40.3062,21.6600,2014.8982,6725.3908,4222.8062,89.9302,11122.5602,1713.1150,108.8800,2355.2712,160.0800,10491.5058,2641.1501,3004.8650,5342.5896,109.5194,2258.0180,2978.4760,1687.4121,739.8899,902.4861,394.1207,1616.4445,5332.4591,674.9058,11.7100,29.2800,1999.0462,1861.5595,1068.4610,94.3904,3101.3981,138.3855,1453.4338,7540.7819,2613.1153,25757.7653,5636.1281
