1332.T,1605.T,1721.T,1801.T,1802.T,1803.T,1808.T,1812.T,1925.T,1928.T,1963.T,2002.T,2269.T,2282.T,2413.T,2432.T,2501.T,2502.T,2503.T,2531.T,2768.T,2801.T,2802.T,2871.T,2914.T,3086.T,3099.T,3101.T,3103.T,3382.T,3401.T,3402.T,3405.T,3407.T,3436.T,3659.T,3861.T,4004.T,4005.T,4021.T,4042.T,4043.T,4061.T,4063.T,4151.T,4183.T,4188.T,4208.T,4324.T,4452.T,4502.T,4503.T,4506.T,4507.T,4519.T,4523.T,4543.T,4568.T,4578.T,4631.T,4689.T,4704.T,4751.T,4755.T,4901.T,4902.T,4911.T,5019.T,5020.T,5101.T,5108.T,5201.T,5202.T,5214.T,5232.T,5233.T,5301.T,5332.T,5333.T,5401.T,5406.T,5411.T,5541.T,5631.T,5706.T,5707.T,5711.T,5713.T,5714.T,5801.T,5802.T,5803.T,6103.T,6113.T,6301.T,6302.T,6305.T,6326.T,6361.T,6367.T,6471.T,6472.T,6473.T,6479.T,6501.T,6503.T,6504.T,6506.T,6645.T,6674.T,6701.T,6702.T,6703.T,6724.T,6752.T,6753.T,6758.T,6762.T,6770.T,6841.T,6857.T,6861.T,6902.T,6952.T,6954.T,6971.T,6976.T,6981.T,6988.T,7003.T,7004.T,7011.T,7012.T,7013.T,7201.T,7202.T,7203.T,7205.T,7211.T,7261.T,7267.T,7269.T,7270.T,7272.T,7731.T,7733.T,7735.T,7751.T,7752.T,7762.T,7832.T,7911.T,7912.T,7951.T,7974.T,8001.T,8002.T,8015.T,8031.T,8035.T,8053.T,8058.T,8233.T,8252.T,8253.T,8267.T,8304.T,8306.T,8308.T,8309.T,8316.T,8331.T,8354.T,8355.T,8411.T,8591.T,8601.T,8604.T,8628.T,8630.T,8725.T,8750.T,8766.T,8795.T,8801.T,8802.T,8804.T,8830.T,9001.T,9005.T,9007.T,9008.T,9009.T,9020.T,9021.T,9022.T,9064.T,9101.T,9104.T,9107.T,9202.T,9301.T,9432.T,9433.T,9501.T,9502.T,9503.T,9531.T,9532.T,9602.T,9613.T,9735.T,9766.T,9983.T,9984.T
3.5351,11.7006,15.0539,5.1589,6.4614,6.8842,7.4170,3.9411,19.0838,13.3160,22.3991,10.0726,89.9008,21.5576,16.7116,12.5760,4.4485,30.6322,12.5717,6.8250,1.4462,24.3738,19.5913,4.3724,32.9876,12.9142,13.4640,1.4377,0.4736,38.0577,2.7317,7.8653,11.6626,8.5588,12.9819,9.0831,3.4759,1.3109,3.5774,18.0394,4.2963,2.0889,3.4083,65.7383,10.8084,2.7486,4.9771,1.4208,37.4657,37.7575,41.9988,15.0582,10.6139,24.7713,27.9090,36.6453,22.6993,14.7241,33.4400,2.2581,3.6620,30.4039,40.5526,13.6712,33.9728,11.3750,14.8383,17.4812,3.7297,8.6180,33.0764,4.8291,0.9895,4.3724,2.9008,3.1038,2.7655,11.9247,23.4858,2.5905,1.5139,20.1072,2.8670,3.5267,2.5626,3.1799,3.0700,14.6818,7.7553,1.6153,12.9185,3.6451,7.4847,9.0154,22.9277,5.5311,21.0924,15.3288,4.4062,60.7147,12.3730,4.4485,15.8827,12.1616,7.5583,12.0347,4.3640,12.2715,45.6692,4.7445,3.0362,5.6884,2.0551,46.1767,12.4745,2.5203,20.3862,59.6237,19.0204,12.5760,11.8740,470.6469,46.7349,14.2082,168.2996,47.8428,11.5949,110.7056,52.7649,1.8775,5.2520,5.7670,4.1187,4.9306,9.2057,12.8635,60.0297,13.1933,10.4955,25.1984,31.0931,31.2919,36.1971,21.5153,13.9291,35.4360,6.3260,31.0889,10.5547,7.4847,21.3884,6.5290,8.9647,14.2336,109.3102,11.3285,6.1425,23.5027,13.7642,64.8757,10.5631,19.3883,8.5080,8.8040,19.2910,10.0726,3.2899,5.6681,5.3907,4.0646,37.7955,6.8166,5.3450,9.7766,1.7312,13.0030,8.0031,6.0639,9.4129,24.5007,21.8705,14.4366,31.9600,12.0093,29.9514,23.3251,8.2966,37.3219,4.7361,6.1907,9.2269,7.4424,11.4681,75.1005,48.4432,148.3828,22.1496,2.6302,2.9516,2.4949,2.3181,15.4599,54.4733,65.1802,3.7635,11.7260,10.1656,5.4042,3.7999,22.8262,37.5503,57.9238,18.3015,362.3516,65.5438
3.5386,11.9746,15.1450,5.2064,6.4423,6.8826,7.5260,3.9704,19.0138,13.3757,22.3704,10.1080,91.3442,21.5535,16.7704,12.9270,4.5206,30.9080,12.6604,6.8318,1.4476,24.8128,19.4921,4.4529,33.3123,13.0625,13.5535,1.4561,0.4995,37.9430,2.7429,7.7926,11.8180,8.5291,12.6815,9.1175,3.5640,1.3291,3.5894,18.3450,4.2836,2.0995,3.4117,66.6923,11.0223,2.7852,4.9744,1.4392,37.4604,38.1377,42.1038,14.9165,10.6328,24.7789,27.7250,36.3768,22.9842,14.8360,33.4350,2.2349,3.7249,30.0953,40.5504,13.5789,34.1123,11.3609,14.7683,17.5747,3.8417,8.6265,33.1641,4.8339,0.9735,4.4529,2.8783,3.0900,2.7683,11.9704,23.2128,2.6133,1.5407,20.7027,2.9460,3.5471,2.5905,3.2762,3.0900,14.7810,7.8222,1.6254,12.7069,3.6233,7.4582,9.1260,22.8868,5.5450,20.7831,15.3524,4.4953,60.7833,12.4360,4.5037,15.8477,12.3006,7.5209,11.8646,4.3598,12.2244,46.0531,4.6984,3.0476,5.7405,2.0656,46.4763,12.4318,2.4804,20.6011,59.2595,19.1069,12.6223,11.8011,470.1814,46.8234,14.6286,170.6672,48.1695,11.5641,109.1644,52.8933,1.8963,5.2995,5.7194,4.2159,4.9863,9.1133,12.9609,60.0129,13.2487,10.3873,25.0667,31.2382,31.2382,35.9578,21.2318,14.3577,35.6403,6.4762,31.4202,10.5778,7.5767,21.3588,6.5439,8.9439,14.4254,109.7993,11.2170,6.1511,23.5006,13.7186,65.4732,10.6540,19.1874,8.5588,8.9820,19.3440,10.0064,3.2847,5.6804,5.4332,4.1151,37.9430,6.8233,5.4603,9.8286,1.7287,13.0413,8.0872,6.0699,9.5238,24.4276,22.0022,14.4212,32.4022,11.9789,30.1250,23.5302,8.4233,37.2530,4.7154,6.1884,9.2275,7.4074,11.4625,75.6405,48.4319,148.4026,22.3323,2.6582,2.9630,2.4804,2.3255,15.6953,54.1377,65.0753,3.7587,11.8477,10.3111,5.4205,3.8231,22.7387,37.9260,57.9050,18.4974,364.8689,65.9473
3.5516,12.0184,15.2004,5.2254,6.4659,6.9077,7.5535,3.9849,19.0833,13.4246,22.4522,10.1449,91.6781,21.6323,16.8317,12.9743,4.5372,31.0210,12.7066,6.8567,1.4529,24.9035,19.5634,4.4692,33.4340,13.1102,13.6030,1.4614,0.5013,38.0817,2.7529,7.8211,11.8612,8.5603,12.7279,9.1508,3.5771,1.3340,3.6026,18.4121,4.2993,2.1072,3.4241,66.9361,11.0625,2.7954,4.9926,1.4444,37.5974,38.2771,42.2577,14.9710,10.6717,24.8695,27.8263,36.5098,23.0682,14.8903,33.5572,2.2431,3.7385,30.2053,40.6986,13.6285,34.2370,11.4024,14.8223,17.6389,3.8557,8.6580,33.2854,4.8515,0.9771,4.4692,2.8888,3.1013,2.7784,12.0142,23.2976,2.6229,1.5464,20.7784,2.9568,3.5601,2.6000,3.2882,3.1013,14.8350,7.8508,1.6313,12.7534,3.6365,7.4855,9.1593,22.9705,5.5653,20.8591,15.4085,4.5117,61.0055,12.4815,4.5202,15.9056,12.3455,7.5484,11.9080,4.3757,12.2691,46.2214,4.7156,3.0588,5.7615,2.0732,46.6462,12.4772,2.4895,20.6764,59.4761,19.1768,12.6684,11.8442,471.9001,46.9946,14.6821,171.2911,48.3455,11.6063,109.5634,53.0866,1.9032,5.3189,5.7403,4.2313,5.0045,9.1466,13.0083,60.2323,13.2971,10.4253,25.1584,31.3524,31.3524,36.0892,21.3094,14.4102,35.7706,6.4999,31.5351,10.6165,7.6044,21.4369,6.5679,8.9766,14.4782,110.2007,11.2580,6.1736,23.5865,13.7687,65.7126,10.6929,19.2575,8.5900,9.0149,19.4147,10.0430,3.2967,5.7012,5.4531,4.1302,38.0817,6.8482,5.4803,9.8645,1.7350,13.0890,8.1168,6.0920,9.5587,24.5169,22.0826,14.4739,32.5207,12.0227,30.2351,23.6162,8.4541,37.3892,4.7326,6.2110,9.2613,7.4345,11.5044,75.9170,48.6089,148.9451,22.4140,2.6679,2.9738,2.4895,2.3340,15.7527,54.3356,65.3132,3.7725,11.8910,10.3488,5.4404,3.8371,22.8218,38.0647,58.1166,18.5650,366.2026,66.1884
3.5540,12.0541,14.9100,5.2380,6.3380,6.8203,7.8189,3.9856,19.5091,13.5518,22.4411,10.0190,89.6968,21.2141,17.2793,12.5999,4.5272,30.7508,12.6549,6.6934,1.4470,24.4635,19.1240,4.4087,32.9847,12.8960,13.4291,1.4470,0.5331,37.9138,2.7501,7.8290,11.9906,8.6227,12.6253,9.4012,3.5794,1.3624,3.6556,18.4386,4.5102,2.1916,3.4271,67.0611,10.8652,2.8855,5.1127,1.4555,37.0211,37.4780,42.2210,14.5715,10.4759,24.3028,27.2898,36.0310,22.7796,14.7788,32.3459,2.2847,3.7317,29.9554,40.4905,13.5180,33.9959,11.4237,14.6984,17.8294,3.8874,8.9104,33.6828,4.8318,0.9731,4.4933,2.8855,3.1055,2.8009,11.9991,23.1604,2.6401,1.5908,21.1041,3.1902,3.5456,2.5894,3.3509,3.0971,15.1046,7.8866,1.6670,12.9045,3.7063,7.5481,9.1643,23.6935,5.5680,21.7726,15.2104,4.6118,63.8540,12.7099,4.6202,16.6108,12.4729,7.7427,12.0287,4.3325,12.9468,46.1177,4.7810,3.1140,5.7524,2.1324,47.3024,12.6845,2.4540,21.8530,59.9107,19.0902,12.6760,11.8721,469.8929,46.5070,14.7661,169.1124,48.6478,11.8891,109.9209,53.3865,1.9547,5.2887,5.7304,4.3833,5.0349,9.3589,12.9510,60.8415,13.5053,10.4167,25.5171,31.6604,31.9101,36.3864,22.0773,14.1738,35.2018,6.4819,31.9439,10.6536,7.9119,21.3749,6.4988,8.7751,14.5461,112.1633,11.4660,6.3008,23.5666,14.0765,66.1641,10.6494,19.0902,8.4450,8.8512,19.3102,9.8878,3.2409,5.7584,5.5468,4.1345,38.3158,6.6765,5.4326,9.8074,1.7262,13.0526,8.1480,6.0994,9.4689,24.8739,22.8473,14.7831,33.0651,12.2402,29.8369,23.3423,8.2673,36.3611,4.6118,6.1603,9.2235,7.3281,11.4152,76.0138,48.1317,147.8728,22.3650,2.6824,2.9955,2.5132,2.3440,15.7393,53.7842,64.2517,3.7148,11.7960,10.1797,5.3877,3.7935,22.1450,38.2058,57.2283,18.9125,360.2258,67.2895
3.5139,11.8233,15.0995,5.2454,6.3318,6.8071,8.0208,3.9722,18.9444,13.5081,22.3649,10.0409,89.4596,20.7183,17.4251,12.5108,4.5918,30.8101,12.7060,6.7392,1.4599,24.1728,19.0462,4.3966,32.3294,12.8757,13.2322,1.4429,0.5262,37.6596,2.7670,7.8443,11.9845,8.6913,12.4089,9.4298,3.6072,1.3835,3.6921,18.5285,4.6088,2.2322,3.4460,66.6873,11.0254,2.8858,5.0612,1.4684,37.5578,37.1546,42.3490,14.5011,10.6095,24.3086,27.2029,36.1318,22.8487,15.0019,32.4227,2.3001,3.7855,30.5130,41.7167,13.5802,33.9760,11.5347,14.8958,17.5524,3.8627,9.1582,34.0269,4.8549,0.9761,4.5324,2.8603,3.1150,2.8688,12.1713,22.8826,2.6371,1.5957,21.2615,3.1998,3.6242,2.6227,3.4205,3.0895,15.4857,8.0632,1.7145,12.9988,3.8109,7.4352,9.1157,23.6593,5.5424,21.9235,15.9058,4.5918,64.2938,12.7145,4.6342,16.6103,12.7484,7.7305,12.0991,4.4051,12.8588,44.8996,4.8464,3.1404,5.7945,2.1219,48.3795,12.7909,2.4359,21.6307,60.3470,19.0462,12.7824,11.8657,460.9631,46.5886,14.9892,168.9887,48.7105,11.7808,108.8963,53.1156,1.9691,5.3048,5.7750,4.4305,5.0671,9.5061,13.1007,60.9412,13.4953,10.5331,26.2353,30.8398,31.6419,36.3865,21.6519,14.1489,35.2237,6.4506,31.9687,10.6774,7.8086,21.9745,6.4845,8.8356,14.7006,113.9464,11.6068,6.3657,23.7738,14.2592,66.6194,10.8854,19.1990,8.4367,8.6998,19.0802,10.0154,3.2592,5.7606,5.4626,4.1640,38.1010,6.6628,5.4236,9.6589,1.7315,13.1007,8.1167,6.0822,9.4892,24.8985,23.0948,14.7685,32.9787,12.1670,29.3672,22.8445,8.0632,35.5504,4.5663,6.1026,9.2091,7.3757,11.4328,75.5144,48.1843,147.9818,22.4837,2.7500,3.0301,2.5208,2.3443,15.6767,54.7452,64.7606,3.7176,11.9251,10.1470,5.4338,3.8364,22.2206,38.4490,57.3679,19.0717,361.0637,68.2575
3.4876,11.4921,14.9542,5.2059,6.2352,6.8221,7.8854,3.9044,18.8501,13.4698,22.0910,9.9524,88.8915,20.4748,17.1658,12.4193,4.4914,31.1673,12.7638,6.6350,1.4546,24.1325,18.8416,4.3382,32.2093,12.7595,12.9722,1.4291,0.5274,37.3684,2.6540,7.8216,11.8323,8.6084,12.7595,9.5016,3.5557,1.4035,3.7003,18.3567,4.5679,2.2031,3.4196,66.7579,10.8626,2.8241,5.0256,1.4461,36.8325,37.0154,42.0257,14.4395,10.4458,24.5579,27.0928,35.8160,22.7885,14.8181,31.9074,2.2542,3.7343,30.4528,40.5328,13.4273,33.5278,11.3050,14.8393,17.5571,3.8466,9.0933,33.7362,4.8486,0.9867,4.5424,2.8326,3.1133,2.8326,12.0025,22.6439,2.6217,1.5907,21.0320,3.0368,3.5897,2.6285,3.3685,3.0623,15.1583,8.1406,1.7013,12.8361,3.7598,7.3750,9.0593,23.6817,5.4951,21.5636,15.5411,4.5169,64.1890,12.5469,4.6360,16.4513,12.7510,7.7068,11.9174,4.3808,12.7425,44.6584,4.8656,3.1388,5.7826,2.0585,48.3161,12.8701,2.3818,21.2659,60.8205,20.0580,12.5809,11.8579,460.3642,46.6574,14.8946,169.0639,48.6904,11.5346,109.0515,53.1648,1.9395,5.3080,5.7001,4.3468,5.0273,9.3740,12.9892,60.7950,13.3975,10.3607,25.6552,29.8786,31.3332,35.3822,21.3084,14.3077,35.1738,6.4648,31.8733,10.6840,7.7068,21.5126,6.4223,8.7573,14.8521,113.3047,11.4198,6.3160,23.6307,14.0780,68.5613,10.7223,18.8841,8.3447,8.7701,18.7480,9.8844,3.2664,5.7018,5.4058,4.1332,37.6619,6.5584,5.3930,9.5782,1.7157,12.9892,8.0445,6.0268,9.3740,24.8471,22.7460,14.4140,32.2561,12.0535,28.8408,22.4143,7.8514,34.8548,4.5424,6.0140,9.0678,7.2559,11.3305,74.6858,47.6016,144.4380,21.9974,2.7561,3.0878,2.4754,2.3146,15.5411,54.1005,63.9848,3.6322,11.6367,9.8589,5.4237,3.8347,22.1846,37.9809,57.3499,18.7991,362.5836,67.4895
3.5051,10.6465,14.9432,5.2492,6.2651,6.8578,8.3563,3.9707,19.1382,13.4954,21.6189,9.9480,90.1669,20.1754,17.2883,12.4456,4.5888,31.3468,12.8985,6.6461,1.4393,23.9091,18.7573,4.3687,32.1934,12.8774,13.1991,1.4139,0.5249,37.4849,2.7262,7.8991,12.2339,8.7373,12.8096,9.5162,3.5220,1.3885,3.8014,18.5922,4.6226,2.2013,3.4289,67.6464,10.9132,2.8108,5.1772,1.4393,37.7600,37.2182,42.0948,14.4521,10.3882,25.0012,27.2194,36.0244,22.8592,14.8119,31.7701,2.2859,3.6659,30.5213,40.0460,13.5377,33.3194,11.7175,15.0067,17.1444,3.7388,9.2453,34.5386,4.8512,0.9990,4.5972,2.8362,3.1495,2.8278,11.9969,22.3089,2.5890,1.6001,21.3818,2.9632,3.5728,2.5822,3.4120,3.1580,15.3834,8.3140,1.7017,13.0679,3.7675,7.6282,9.0675,23.7990,5.5116,21.6909,15.7051,4.3009,66.6727,12.6572,4.6819,16.6703,12.5895,7.7594,12.0773,4.4110,13.0382,46.7344,4.8089,3.1580,5.7411,2.0319,48.5123,12.9747,2.3960,22.0126,60.5346,20.0992,12.6488,11.9969,464.1269,46.9291,15.1887,169.4969,49.1981,11.3619,108.5813,53.0249,1.9219,5.4439,5.8638,4.4194,5.0798,9.3850,13.1144,61.9231,13.5377,10.3290,25.9537,30.2377,31.7447,36.5578,21.3607,14.3251,36.5748,6.5022,32.1849,10.8835,7.7721,21.7501,6.4768,8.8304,14.9770,116.4974,11.5651,6.3354,23.7905,13.8637,68.4676,10.7184,19.0070,8.4156,8.7966,18.8123,10.0157,3.2680,5.8113,5.4253,4.1773,37.8870,6.6800,5.4777,9.6686,1.7314,13.2541,8.0761,6.0450,9.4485,24.9123,23.4603,14.5749,32.8538,12.1747,29.0439,22.6179,8.0177,34.6995,4.5295,6.0704,9.2030,7.3911,11.5566,75.3254,47.9705,146.2567,22.6687,2.8362,3.1834,2.6330,2.4739,15.7475,53.7700,64.3783,3.6744,11.7513,10.0835,5.4794,3.8429,22.4020,38.3527,58.1132,18.9901,365.7899,67.4178
3.4869,10.3167,14.8530,5.2387,6.2628,6.8383,8.5817,3.9693,19.3173,13.5919,21.6236,9.9866,92.9263,20.2525,17.6289,12.3394,4.6209,31.6440,13.0545,6.6690,1.4303,24.7296,18.8942,4.3416,32.1433,13.1603,13.4989,1.4134,0.5247,37.7122,2.7590,7.8962,12.4579,8.7891,12.7202,9.6312,3.5546,1.3964,3.9523,18.7376,4.7817,2.2343,3.4361,68.7045,10.9937,2.8775,5.3048,1.4557,37.7883,37.5767,42.4431,14.5017,10.4436,25.8129,27.6324,36.2396,22.9184,15.0688,32.0376,2.3020,3.6984,30.8062,39.8618,13.8332,33.6879,12.0178,14.9334,16.9265,3.6993,9.4704,34.8854,4.9087,1.0071,4.6209,2.9029,3.2076,2.8436,12.0093,22.3260,2.6101,1.6165,21.9028,2.9029,3.5376,2.5305,3.3176,3.1483,14.7218,8.2601,1.6926,13.3634,3.8338,7.7862,9.0557,23.6040,5.5180,21.6405,15.8601,4.2909,68.4675,12.8218,4.6971,16.7064,12.6864,7.7870,12.1744,4.4347,13.1180,46.0400,4.8156,3.2076,5.7956,2.0227,49.4253,13.1519,2.4289,22.3429,60.9353,20.4048,12.3309,12.0263,469.8786,48.0965,15.3523,171.4651,49.2899,11.4846,109.8527,53.0814,1.8958,5.5434,5.8828,4.4601,5.1456,9.3519,12.9360,62.8733,13.5919,10.4606,26.6338,30.4295,32.6088,37.0774,21.5897,14.3960,37.5767,6.7537,33.0574,10.8287,8.0485,22.2837,6.5167,8.9287,15.2931,119.5854,11.5989,6.3110,24.0017,13.6427,70.1940,10.6679,18.8053,8.5140,8.8102,18.6699,10.1559,3.2837,5.8396,5.4105,4.1808,37.8941,6.6690,5.4419,9.6904,1.7290,13.2492,8.1188,6.0834,9.4619,25.6224,23.9509,14.7599,33.6033,12.3394,29.0289,22.7238,8.1501,35.1774,4.5024,6.0681,9.2249,7.3884,11.6962,75.7798,48.3420,148.2335,21.9028,2.8860,3.1822,2.6405,2.5711,15.8347,52.7259,63.8466,3.6646,11.9839,10.2363,5.4986,3.8584,22.5291,38.7193,58.1678,19.0677,367.5158,67.4181
3.4939,10.6467,14.6271,5.2705,6.3026,6.8779,8.5275,3.9930,19.4576,13.6542,22.3890,9.9742,92.7199,20.5405,17.3004,12.3260,4.6360,31.5383,13.0578,6.6833,1.4466,24.7281,18.9543,4.3399,31.2507,12.8505,13.3073,1.3959,0.5330,37.7690,2.7494,7.9226,12.5460,8.8575,12.5206,9.9319,3.5531,1.4297,3.9338,18.8485,4.7460,2.2334,3.4939,69.0831,10.9809,2.9186,5.3652,1.4636,38.0270,37.1683,42.6207,14.5086,10.3887,26.9869,27.4099,35.9036,23.1715,15.1093,32.6931,2.3518,3.7562,31.4283,39.3806,13.7219,33.4883,12.2583,14.6863,16.9282,3.7562,9.5173,35.1930,4.9744,1.0067,4.6191,2.9186,3.1894,2.9186,11.9961,22.1648,2.6039,1.6666,22.1436,2.9356,3.5616,2.5549,3.3416,3.1386,14.9147,8.3076,1.6835,13.4427,3.8577,7.8677,9.0520,23.6453,5.6681,21.8772,16.0949,4.3314,69.0577,12.9351,4.6529,16.8351,12.6728,7.7585,12.2372,4.4330,13.4596,46.1908,4.6952,3.2570,5.8432,2.0134,49.4055,13.2227,2.4364,22.1944,63.7872,20.4051,12.4021,11.9453,467.2372,49.2786,15.7861,171.5657,50.2092,11.9622,111.4585,53.5847,1.8950,5.5243,5.8407,4.5768,5.2028,9.3777,13.1508,63.6773,13.5950,10.5071,26.8008,30.6923,32.4181,37.8578,21.3949,14.6440,38.4077,6.7340,33.1330,10.8286,8.0284,22.0971,6.5141,8.9294,15.3039,116.7459,11.6281,6.2654,24.0513,13.7557,70.5382,10.6086,19.0643,8.4598,8.7898,18.6963,10.2999,3.2655,5.8254,5.3297,4.1724,37.4940,6.7256,5.4735,9.7373,1.7343,13.3412,8.1291,6.0869,9.4581,26.1832,24.2544,14.9908,33.6279,12.4867,28.9158,22.6597,8.1553,35.0238,4.4330,5.9727,9.2382,7.3262,11.7423,76.1132,47.7135,148.2165,21.5345,2.9186,3.2063,2.6479,2.5752,15.8960,53.2547,64.7601,3.7054,12.0003,10.3633,5.5277,3.8729,22.7231,38.6192,58.2630,19.0347,365.9306,66.3252
3.4575,10.5486,15.0299,5.2785,6.1932,6.7890,8.2492,3.9610,19.3181,13.6955,22.7672,9.9192,91.1358,20.7028,16.9516,12.2270,4.5904,31.9647,13.0032,6.6464,1.4266,24.8735,19.0496,4.3050,30.8444,12.7221,13.2004,1.4518,0.5371,37.1383,2.7358,7.9941,12.5375,8.8492,12.4200,9.7010,3.4994,1.4686,4.0365,18.7223,4.7834,2.1903,3.4826,68.0665,10.8339,2.8868,5.2860,1.4602,38.0991,36.5886,42.1608,14.3333,10.3304,26.6023,26.5183,37.4907,23.3630,14.8746,30.8108,2.4169,3.6840,30.9241,37.8054,13.4060,32.9381,12.0927,14.9543,16.9348,3.7126,9.4493,34.8976,4.9764,0.9986,4.5736,2.8700,3.1721,3.0211,12.1263,22.0203,2.6745,1.7119,22.2679,2.9539,3.4826,2.5176,3.3400,3.2141,15.0634,8.1821,1.6952,13.3053,3.9106,7.8968,9.2395,23.6147,5.7149,21.9364,15.9530,4.4897,67.7896,12.6046,4.6407,16.8593,12.5459,7.6475,12.2018,4.3638,13.5781,45.6518,4.5232,3.2560,5.7753,1.9805,49.1764,13.2634,2.4001,21.7853,64.1140,20.0818,12.1598,11.9752,461.3855,48.5051,15.8271,171.2783,49.7051,11.7151,111.3602,53.7080,1.8714,5.5554,5.8122,4.6575,5.1358,9.2479,12.7976,63.7111,13.3179,10.3136,26.4638,30.6471,32.9130,37.5621,21.6259,14.9711,38.4348,6.6212,32.7241,10.7458,8.1569,22.0371,6.5037,8.8828,15.5334,117.9059,11.4885,6.2024,23.7574,13.6116,71.4149,10.5108,18.7307,8.3080,8.7779,18.5544,10.3766,3.2560,5.7887,5.3272,4.0902,37.1676,6.6548,5.4295,9.6087,1.7245,13.3473,8.2509,6.1328,9.5416,25.8722,24.2441,14.7571,32.9675,12.2941,28.6415,22.1588,8.2240,34.8725,4.3302,5.8827,9.0381,7.2170,11.6395,74.7045,46.9022,145.5572,21.2860,2.9120,3.1721,2.6183,2.5134,15.7767,52.6423,63.4846,3.7092,11.7151,10.1919,5.5051,3.8250,22.4567,37.5956,57.9543,18.9824,367.5224,65.5658
3.2392,10.7276,15.1105,5.2344,6.0776,6.7288,8.3066,3.9154,19.3556,13.6746,22.2400,9.8260,89.9951,20.4701,17.1725,12.1301,4.5749,31.9074,12.9566,6.6787,1.4359,24.7111,19.0718,4.2410,30.5549,12.8397,13.1904,1.4276,0.5343,36.7327,2.7383,8.1689,12.5643,9.0329,13.3240,9.6757,3.5647,1.4860,4.1074,18.8756,4.9088,2.2290,3.5230,68.8237,10.8946,2.9971,5.3872,1.4860,38.7363,37.4799,42.0756,14.2381,10.2267,26.2138,26.1721,39.1996,23.8262,14.7265,30.6760,2.4127,3.6315,30.4714,37.8180,13.4116,32.5168,12.0300,15.2775,16.8720,3.7334,9.6173,35.6015,5.0090,0.9935,4.5916,2.9804,3.2141,3.0471,12.0467,22.0480,2.6773,1.7114,22.9245,3.1974,3.4813,2.5546,3.4145,3.2141,15.3109,8.2148,1.6697,13.1820,3.9154,8.1981,9.1414,23.8930,5.8021,22.4069,15.9161,4.4246,67.7050,12.7312,4.6834,17.5482,12.6227,7.7514,12.2220,4.3328,13.9918,45.9994,4.4246,3.2141,5.7862,2.0203,49.0048,13.2446,2.3876,22.0647,64.8666,20.7456,12.3055,12.3055,461.4128,49.2552,16.4629,174.1881,49.9899,12.2136,113.0783,55.6083,1.8951,5.5767,5.7937,4.6166,5.0591,9.3543,12.7312,64.5327,13.4659,10.2935,26.6103,31.0976,33.1346,37.7971,21.6890,14.8350,37.9015,6.4950,32.5418,10.8028,8.1730,22.0730,6.4867,8.9035,15.5196,116.7098,11.3287,6.2112,23.5924,13.6287,73.2150,10.5314,18.8005,8.2398,8.9828,18.4665,10.3561,3.2225,5.7520,5.4097,4.0999,37.2169,6.7371,5.4598,9.6089,1.7181,13.5160,8.2841,6.1703,9.6590,26.6771,24.5149,15.1355,33.1429,12.4182,28.1297,21.7099,8.1563,34.4494,4.3077,5.8522,8.9077,7.2297,11.7044,74.2585,46.8592,143.3410,21.1714,2.8885,3.1807,2.6214,2.5195,15.8201,52.7532,63.4557,3.6816,11.6459,10.2309,5.4373,3.7977,22.6407,37.3588,57.7455,18.8506,366.7009,65.1421
3.2576,10.7084,14.8764,5.1955,5.9556,6.6322,8.3111,3.8590,19.4538,13.5442,21.6130,9.8397,89.7932,20.2390,16.9647,11.9529,4.5774,31.8286,12.9469,6.6071,1.4200,24.8915,19.2742,4.3017,30.3376,12.3873,12.9803,1.4116,0.5429,36.7526,2.6896,8.2084,12.5376,9.1171,15.0853,9.6977,3.5834,1.4952,4.1514,19.0362,4.8530,2.2469,3.5834,70.9492,10.8253,2.9736,5.4344,1.4952,39.1331,37.6171,42.1819,14.3586,10.2323,26.3950,26.8962,41.6306,24.0479,14.8973,30.5046,2.4390,3.6168,30.4879,38.5902,13.3562,32.6513,12.2035,15.1939,16.9145,3.7020,9.7394,36.0008,5.0451,0.9856,4.6108,3.0404,3.1991,3.0488,12.1116,22.0683,2.6704,1.7290,23.1583,3.2994,3.5333,2.5226,3.3829,3.2409,15.3901,8.1858,1.6622,13.2059,3.9175,8.2777,9.1798,24.6117,5.8554,23.0205,15.7577,4.4270,67.8503,12.9386,4.6191,17.8417,13.1558,7.7807,12.5251,4.3268,14.2249,47.3607,4.4270,3.2409,5.7902,2.0297,49.1983,13.3270,2.3889,22.3606,65.7370,21.1160,12.2787,12.4040,467.7601,49.5492,16.5220,176.4124,49.5909,12.0281,112.7218,55.6885,1.9045,5.7301,5.9222,4.6776,5.1036,9.4805,13.3228,64.6678,13.9326,10.3993,26.7960,31.2230,33.5785,37.8510,21.8594,14.9266,37.9220,6.1978,32.5761,10.8796,8.2610,21.8511,6.4484,8.8415,15.5530,118.4853,11.4685,6.2162,23.4799,13.6653,72.9205,10.5538,18.7522,8.0522,8.8958,18.8858,10.2239,3.1991,5.8211,5.4193,4.1631,37.3289,6.7491,5.5463,9.5974,1.7190,13.6945,8.3821,6.2212,9.6893,26.8085,24.4697,15.2857,34.1841,12.6003,28.3580,21.8594,8.1858,34.9692,4.2683,5.9138,8.8624,7.1918,11.6773,74.0564,47.0266,142.9592,20.7569,2.9151,3.1908,2.6312,2.5318,15.7117,52.4142,63.5235,3.6753,11.6272,10.2490,5.4419,3.8231,22.8952,36.8779,57.3507,18.5016,361.1776,65.0270
