1332.T,1605.T,1721.T,1801.T,1802.T,1803.T,1808.T,1812.T,1925.T,1928.T,1963.T,2002.T,2269.T,2282.T,2413.T,2432.T,2501.T,2502.T,2503.T,2531.T,2768.T,2801.T,2802.T,2871.T,2914.T,3086.T,3099.T,3101.T,3103.T,3382.T,3401.T,3402.T,3405.T,3407.T,3436.T,3659.T,3861.T,4004.T,4005.T,4021.T,4042.T,4043.T,4061.T,4063.T,4151.T,4183.T,4188.T,4208.T,4324.T,4452.T,4502.T,4503.T,4506.T,4507.T,4519.T,4523.T,4543.T,4568.T,4578.T,4631.T,4689.T,4704.T,4751.T,4755.T,4901.T,4902.T,4911.T,5019.T,5020.T,5101.T,5108.T,5201.T,5202.T,5214.T,5232.T,5233.T,5301.T,5332.T,5333.T,5401.T,5406.T,5411.T,5541.T,5631.T,5706.T,5707.T,5711.T,5713.T,5714.T,5801.T,5802.T,5803.T,6103.T,6113.T,6301.T,6302.T,6305.T,6326.T,6361.T,6367.T,6471.T,6472.T,6473.T,6479.T,6501.T,6503.T,6504.T,6506.T,6645.T,6674.T,6701.T,6702.T,6703.T,6724.T,6752.T,6753.T,6758.T,6762.T,6770.T,6841.T,6857.T,6861.T,6902.T,6952.T,6954.T,6971.T,6976.T,6981.T,6988.T,7003.T,7004.T,7011.T,7012.T,7013.T,7201.T,7202.T,7203.T,7205.T,7211.T,7261.T,7267.T,7269.T,7270.T,7272.T,7731.T,7733.T,7735.T,7751.T,7752.T,7762.T,7832.T,7911.T,7912.T,7951.T,7974.T,8001.T,8002.T,8015.T,8031.T,8035.T,8053.T,8058.T,8233.T,8252.T,8253.T,8267.T,8304.T,8306.T,8308.T,8309.T,8316.T,8331.T,8354.T,8355.T,8411.T,8591.T,8601.T,8604.T,8628.T,8630.T,8725.T,8750.T,8766.T,8795.T,8801.T,8802.T,8804.T,8830.T,9001.T,9005.T,9007.T,9008.T,9009.T,9020.T,9021.T,9022.T,9064.T,9101.T,9104.T,9107.T,9202.T,9301.T,9432.T,9433.T,9501.T,9502.T,9503.T,9531.T,9532.T,9602.T,9613.T,9735.T,9766.T,9983.T,9984.T
6.5634,9.1924,25.4688,36.3247,9.9974,8.2527,10.8651,13.6252,29.5675,17.0685,14.0776,22.9764,70.6186,42.3250,18.8962,20.2532,22.1179,46.1559,21.6379,10.7359,3.2401,44.4481,17.3731,24.8042,22.6441,11.9267,8.3635,12.3698,3.8402,35.0970,16.9485,7.1089,11.6036,10.3066,12.4529,15.6192,5.4649,27.5735,4.5325,42.5558,13.7637,24.9888,29.4936,90.3733,17.6685,23.6226,6.9419,20.3640,35.8631,76.6465,36.2878,14.4237,18.6193,57.7780,67.0184,56.5225,30.3152,54.7686,35.5216,26.1796,3.1386,44.6789,36.8324,10.9851,50.0792,10.0251,75.1788,30.0937,5.0107,18.9885,39.0479,34.2015,6.6188,25.3950,38.2633,29.8167,9.8774,39.8787,14.4468,16.8146,6.4341,14.0637,21.1763,17.0777,22.5795,22.9026,27.7859,28.5059,31.3399,29.4475,13.0898,3.8032,51.7869,11.1513,23.1472,33.4169,25.0811,16.2007,27.1858,129.6520,8.6958,2.9171,12.2498,16.7638,37.3678,13.4868,34.0631,32.9092,51.0484,19.5978,40.2018,71.6155,12.4436,16.1915,8.5388,13.0344,55.1471,78.3727,17.3269,19.7547,28.4320,596.0575,42.4819,12.2498,180.9774,66.4922,19.5701,45.2697,48.4360,8.7696,3.7109,44.1989,23.4011,23.2072,7.1662,11.2713,63.3721,7.9296,4.6617,10.2974,26.2535,42.3711,25.3581,17.4746,14.5576,11.2897,47.0790,29.6967,9.7574,5.2064,57.1410,16.3392,21.8964,47.3560,384.5711,19.3347,6.6658,31.0168,16.7038,153.7915,15.1991,26.9689,11.5390,22.2472,12.1759,17.3546,24.3980,4.8584,4.2454,36.4909,35.3370,5.1233,18.8870,7.5511,1.4659,15.3330,4.3654,3.4968,9.3881,40.6172,32.9646,15.1161,51.6300,11.0543,24.1072,18.9147,12.0190,36.8047,29.1244,18.0747,23.8165,65.8183,37.2940,94.5273,82.0006,201.6091,20.4055,16.7823,24.6196,13.4498,33.7677,27.8782,48.0022,26.6181,5.1048,14.0360,11.8482,24.6888,17.7700,44.3558,13.6529,84.0222,45.5097,624.4896,48.3806
6.5455,9.0273,25.4539,36.0927,9.9935,8.2603,10.8785,13.5981,29.5563,17.1060,13.8563,23.0569,70.3415,42.1312,18.5303,20.4479,21.6095,46.8052,21.5634,10.6665,3.2267,44.4359,17.2627,24.6518,22.6651,11.8649,8.4078,12.2982,3.8075,35.6502,17.1014,7.0959,11.6621,10.4406,12.2521,15.4143,5.4300,27.6480,4.5450,42.4999,13.8286,24.8731,29.3167,89.7846,17.6453,23.9235,6.9613,20.3649,34.9403,76.5367,35.9544,14.2942,18.3828,56.9093,66.5617,55.9874,30.3953,55.0471,35.6870,26.0808,3.1160,44.7586,35.8622,10.6572,50.5851,10.0211,75.8361,30.0081,4.9691,18.9544,39.0612,34.2028,6.5824,25.2603,38.0748,29.7315,9.9289,39.9186,14.3818,16.8202,6.4165,14.0775,20.7982,17.0184,22.9371,22.4761,27.8877,28.5238,31.5292,29.0401,13.0726,3.7614,51.1659,10.9891,23.0154,33.2348,25.0113,16.1564,26.5878,130.3577,8.6844,2.8856,12.0678,16.8064,37.1990,13.2155,33.5574,31.5753,49.8752,19.2771,40.4717,71.6045,12.4734,16.1334,8.5728,12.7131,55.7662,77.7168,17.3042,19.5076,28.4869,586.4252,42.3063,12.1323,177.1445,66.2022,19.6551,44.3161,47.6165,8.5553,3.6600,43.7445,23.3519,23.1030,7.1485,11.2242,63.7038,7.9561,4.6188,10.2793,26.2467,41.9560,25.3755,17.3226,14.5385,11.2934,47.2938,29.6393,9.7814,5.1442,52.6409,16.2624,21.6925,48.0314,383.9744,19.4430,6.7299,31.0683,16.7372,153.3132,15.2622,27.2193,11.5331,22.1258,12.1692,17.4701,24.2093,4.8640,4.2555,36.4522,35.4012,5.1258,18.8807,7.5781,1.4668,15.2299,4.3818,3.4765,9.3666,40.7575,32.8568,15.1746,51.9034,10.9753,23.8774,18.8484,12.2706,36.7380,29.1784,18.0694,23.8313,65.7320,37.4755,94.1267,81.9852,202.9579,20.3880,16.6957,24.4121,13.0450,33.8524,28.0260,47.5889,26.5141,5.0705,14.0683,11.8189,24.7624,17.9219,43.5601,13.5613,83.3404,44.7586,643.5835,48.4370
6.5812,9.0765,25.5926,36.2894,10.0480,8.3053,10.9378,13.6723,29.7175,17.1992,13.9318,23.1826,70.7250,42.3609,18.6314,20.5594,21.7273,47.0604,21.6810,10.7246,3.2443,44.6782,17.3568,24.7862,22.7887,11.9296,8.4536,12.3653,3.8282,35.8445,17.1946,7.1346,11.7257,10.4975,12.3189,15.4983,5.4596,27.7987,4.5698,42.7316,13.9040,25.0087,29.4765,90.2740,17.7415,24.0539,6.9993,20.4760,35.1308,76.9540,36.1504,14.3721,18.4831,57.2196,66.9246,56.2927,30.5610,55.3472,35.8816,26.2229,3.1330,45.0026,36.0577,10.7153,50.8608,10.0758,76.2495,30.1717,4.9962,19.0577,39.2742,34.3892,6.6183,25.3980,38.2823,29.8936,9.9831,40.1362,14.4602,16.9119,6.4515,14.1543,20.9116,17.1112,23.0621,22.5986,28.0397,28.6793,31.7011,29.1984,13.1439,3.7819,51.4448,11.0490,23.1409,33.4159,25.1477,16.2445,26.7328,131.0684,8.7317,2.9013,12.1336,16.8980,37.4018,13.2876,33.7404,31.7475,50.1471,19.3822,40.6924,71.9949,12.5414,16.2213,8.6196,12.7824,56.0702,78.1405,17.3985,19.6139,28.6422,589.6223,42.5370,12.1984,178.1102,66.5631,19.7622,44.5577,47.8761,8.6019,3.6799,43.9830,23.4792,23.2289,7.1874,11.2854,64.0511,7.9994,4.6439,10.3353,26.3898,42.1847,25.5138,17.4171,14.6177,11.3549,47.5517,29.8009,9.8348,5.1723,52.9279,16.3511,21.8107,48.2932,386.0677,19.5490,6.7666,31.2377,16.8285,154.1490,15.3454,27.3677,11.5959,22.2464,12.2355,17.5654,24.3413,4.8905,4.2787,36.6509,35.5942,5.1537,18.9836,7.6194,1.4748,15.3129,4.4057,3.4955,9.4176,40.9797,33.0359,15.2573,52.1863,11.0351,24.0076,18.9512,12.3375,36.9383,29.3374,18.1679,23.9612,66.0903,37.6798,94.6399,82.4322,204.0644,20.4991,16.7868,24.5452,13.1161,34.0370,28.1788,47.8483,26.6586,5.0981,14.1450,11.8833,24.8974,18.0196,43.7976,13.6352,83.7948,45.0026,647.0922,48.7011
6.5629,8.9258,25.6399,35.2248,9.9093,8.2500,10.9475,13.4689,29.0975,17.5661,13.4874,23.1186,70.0788,42.1307,18.0388,20.6621,22.4604,46.6543,21.2971,10.5396,3.2259,44.8189,17.1953,24.6388,22.8637,11.9301,8.3149,12.1989,3.8469,35.1877,17.1396,7.0190,11.8096,10.5026,12.5326,15.7214,5.3671,27.7442,4.5329,42.5015,14.0714,25.1487,29.2459,89.5266,17.4734,24.0919,6.9411,20.6250,34.8077,75.6962,35.9293,14.3031,18.0481,57.0178,66.4636,55.5996,29.9411,56.3597,35.6883,26.4557,3.0405,44.3091,35.9664,10.8826,50.3622,10.0761,76.4842,29.4312,4.8796,19.1697,39.2757,34.4832,6.4980,25.2506,38.1911,29.8484,9.8908,40.0914,14.3587,16.8755,6.3868,14.1363,20.6529,17.0655,23.5913,22.9147,28.1798,28.7824,32.0268,28.9214,12.9868,3.8006,51.9102,11.0958,22.9100,33.2782,25.0189,15.8604,26.8635,130.2854,8.7599,2.9200,12.1062,17.0006,37.2641,13.2232,33.6026,32.4439,49.6855,19.2346,40.8793,72.2201,13.1073,16.2498,8.5429,12.5697,54.3760,78.3288,17.4455,19.2809,28.3189,591.9620,43.1133,11.7169,175.4288,65.7406,19.8835,43.8734,47.7018,8.5466,3.6615,44.1979,23.3225,22.5068,7.1757,11.1746,64.8878,7.9348,4.6163,10.3172,26.2935,42.6220,25.1718,17.3899,14.3402,11.1329,47.1827,29.5147,9.7146,5.1539,53.6715,16.4073,21.5613,48.4804,385.7116,19.6842,6.6927,30.7290,16.8291,154.0158,15.3645,27.2529,11.5871,21.7096,12.0784,17.4965,23.8880,4.8471,4.2177,36.3279,35.4473,5.0705,18.6228,7.5641,1.4702,15.4294,4.4031,3.4817,9.4643,40.6012,33.0372,15.1328,52.4479,11.0773,23.5728,18.8406,12.2731,36.7728,29.0141,18.0203,23.5913,64.9805,36.9397,93.5311,82.2499,201.2448,20.2125,16.7874,24.4442,12.9590,33.8714,27.9944,47.7203,26.5345,5.0056,13.9370,11.7447,24.4163,17.7051,45.0043,13.5708,82.3611,44.4018,643.9650,48.1189
6.5060,8.9744,25.8945,35.2561,9.8883,8.2618,10.6923,13.5202,29.0735,17.6327,13.1228,23.1128,69.9576,41.7251,18.5013,20.3496,22.3735,46.3920,21.5418,10.3874,3.2160,44.2202,16.8841,24.8225,22.5491,11.7089,8.2156,12.4852,3.8537,34.4890,17.1891,7.1381,11.9214,10.5445,12.3281,15.6365,5.3878,27.8629,4.5375,43.1575,13.9823,25.1552,28.9719,89.9284,17.3277,23.7320,6.9533,20.7008,33.9161,75.8722,35.0250,14.3381,18.1224,57.4355,66.3535,55.4024,28.9996,57.9438,35.3208,26.7909,3.0404,44.1740,35.3947,10.7385,50.3658,10.0547,75.3546,29.2953,4.8915,19.1020,39.0358,34.1471,6.4320,24.8964,38.4444,29.6188,9.9623,39.8306,14.3519,16.7409,6.3951,14.0516,20.8302,16.9395,23.8983,22.8818,28.2788,29.3046,32.2064,28.7409,12.8548,3.7520,52.8610,11.1544,23.0158,33.1767,25.1737,15.8352,26.6430,132.0138,8.6962,2.9295,11.9492,16.9303,36.6608,13.2707,33.3154,32.5760,49.4417,19.3423,40.5237,71.9630,12.9750,16.1448,8.5095,13.0859,54.9958,76.0570,17.1613,19.2869,28.2788,610.1193,42.6954,11.6997,173.9237,65.4293,19.3423,42.6677,48.0554,8.6130,3.7613,44.0909,23.4825,22.7801,7.0974,11.2145,64.9395,7.9291,4.6115,10.2672,25.9315,41.8914,24.7717,17.3092,14.3150,11.0065,46.9465,29.2306,9.5926,5.1290,54.8017,16.2464,21.6527,47.5934,382.1332,19.5410,6.6400,30.5891,16.6993,153.1767,15.3223,27.1375,11.5056,21.7913,11.8752,17.2075,23.6119,4.8370,4.2668,36.0323,35.4594,5.1475,18.3904,7.5225,1.4601,15.4979,4.3712,3.4323,9.4078,40.9026,32.9734,15.1144,52.3989,11.1174,23.3993,18.7786,12.1617,36.9472,28.6022,18.1317,23.5934,64.6900,37.0119,93.8005,82.2765,202.5260,20.1971,16.7177,24.3234,12.6700,33.5741,28.3712,47.2330,26.6615,4.9164,13.9869,11.6211,24.6839,17.9469,44.1740,13.3631,81.9253,43.8506,637.9360,46.8448
6.2805,8.6621,25.1960,34.5982,9.6894,8.0312,10.3934,13.2372,28.5308,17.4103,12.9500,22.5467,69.1038,40.5730,18.4339,19.9901,22.0928,46.0013,21.1109,10.1247,3.1402,44.2783,16.7016,23.8899,22.1994,11.4772,8.0868,12.1256,3.7609,34.2184,16.7479,6.8780,11.5420,10.2313,12.2831,15.5437,5.2337,27.1043,4.4464,42.2867,13.7559,24.6495,28.3918,88.7882,16.8684,23.1396,6.7724,20.0086,32.6993,74.8378,34.2833,14.0570,17.3593,56.7744,65.6764,54.5235,28.4845,57.9416,34.8576,25.8167,2.9828,43.4446,35.2466,10.4212,49.0211,9.5782,74.3839,27.8824,4.7011,18.4709,38.5629,33.5329,6.1878,24.2141,37.5161,28.5308,9.6986,39.3688,14.0801,16.4330,6.2897,13.8161,20.6941,16.4237,23.2044,22.5097,27.7712,29.0773,31.8192,27.9750,12.4730,3.6127,52.5226,10.8936,22.4680,32.4214,24.5383,15.5345,26.2613,128.0644,8.5963,2.8346,11.6346,16.5164,35.9599,12.8203,32.1435,31.8192,48.3541,18.7303,39.7393,71.5864,12.6258,15.7383,8.2721,12.5795,53.1710,73.5502,16.8591,18.6562,28.0213,596.6456,42.3886,11.3938,170.9069,63.6385,18.7303,42.0737,46.9647,8.5222,3.7053,42.7869,22.9543,22.8339,6.9521,11.0418,64.6111,7.8830,4.5483,10.0599,25.4878,40.4526,24.3160,16.9703,13.7096,10.7824,47.4278,28.1232,9.2910,4.9373,53.1710,15.9235,21.0461,46.5015,379.3299,19.2212,6.4815,29.4108,16.2894,152.8435,14.9648,26.5901,11.3289,21.2962,11.5513,16.8823,23.3990,4.7817,4.1749,35.3949,35.0521,4.9929,17.8225,7.3643,1.4441,15.2982,4.2676,3.3264,9.2077,40.4989,32.9216,14.7425,51.7908,11.0881,23.1905,18.7720,12.1071,37.0437,27.9287,17.7576,23.1118,63.4532,36.3582,91.8358,80.6273,198.1408,19.9901,16.3589,23.7417,12.1904,33.1809,27.4192,46.6219,26.4882,4.7706,13.7374,11.3475,24.2836,17.5538,42.2867,13.0241,79.5250,43.0278,636.1997,45.8253
6.6189,8.8550,25.9169,35.3286,9.9143,8.1921,10.7987,13.5170,29.2496,17.6596,13.1726,23.2731,71.2157,41.3796,18.9071,19.8659,22.9752,46.9000,21.9419,10.4450,3.1931,46.2669,17.1662,25.1443,22.8263,11.7203,8.2387,12.7164,3.9657,34.7700,17.1569,7.1085,12.0275,10.4822,12.9026,15.7512,5.4087,27.2388,4.5336,43.7534,14.1966,25.3025,28.9983,92.9807,17.1290,23.7572,6.9224,20.7782,33.8391,76.8757,34.8724,14.5457,17.9575,58.0059,67.9575,55.5762,29.3241,60.1005,35.9802,26.9037,3.0255,44.8706,35.7010,10.5381,50.5399,9.7189,75.6562,28.5794,4.7626,19.0560,39.3874,34.6304,6.4792,24.9488,38.4472,29.5569,9.7468,39.7505,14.4759,16.5891,6.4699,14.1268,21.7092,16.9987,23.9713,23.4872,28.3932,30.4319,32.4893,28.5794,12.7769,3.7051,54.1798,11.2456,22.9101,33.1875,25.2001,15.8024,27.3692,131.5862,8.8903,2.9045,11.9903,16.9056,36.8925,13.2191,32.6754,33.0478,49.8045,19.0840,40.6349,72.2956,12.6885,15.9654,8.5440,12.8374,54.3474,75.4980,16.9987,19.0467,30.1620,613.2930,43.9769,11.6645,175.7120,64.6992,19.6146,42.9063,48.3895,8.7135,3.7051,43.1949,23.4593,23.4593,7.1178,11.2828,66.2911,8.0153,4.6639,10.2681,26.1404,40.9607,24.8417,17.7062,14.2059,11.2083,51.3870,28.7842,9.4582,5.1201,53.7143,16.3657,21.5695,48.5012,383.4478,19.4703,6.6440,30.1154,16.7427,158.9554,15.2625,27.1970,11.5062,21.7092,12.0182,17.3152,23.7665,4.8678,4.2124,36.1757,35.6451,5.1108,18.4882,7.4474,1.4643,15.6256,4.4098,3.4295,9.2999,41.6123,33.5412,15.0251,53.3420,11.1897,23.5617,19.0048,12.1206,37.5256,28.7190,18.2275,23.7479,64.9785,37.5163,93.8837,82.9826,204.5241,20.5362,16.7008,24.1761,12.5209,33.8670,28.0674,47.4027,26.9596,4.9060,14.0477,11.7017,24.8510,18.1437,42.9622,13.4053,81.8655,43.6604,637.1247,47.3934
6.4583,8.8106,25.6107,35.3074,9.7989,8.2214,10.9031,13.3714,29.1553,17.6027,13.1672,22.8454,69.8725,39.9007,18.5028,19.3936,22.2052,42.6009,21.8015,10.3649,3.1828,47.1384,16.8186,24.4600,22.5717,11.7475,8.2492,12.6940,3.9529,34.2125,17.0738,7.1097,11.8960,10.4020,12.9538,15.5798,5.3356,27.0025,4.5561,43.1020,14.1323,25.1838,28.8584,93.1634,16.8789,23.6342,6.8796,20.5256,34.2403,76.0339,34.4630,14.3550,17.9553,58.1065,67.4599,54.5433,28.8213,58.0415,35.7528,26.6221,3.0250,44.4939,35.8642,10.5041,49.3469,9.5576,73.9554,28.4408,4.7111,19.0224,38.9449,34.4259,6.5233,24.9147,37.9056,29.0904,9.6875,40.0862,14.5313,16.5402,6.4955,14.0812,21.7227,17.0645,23.5599,23.3836,28.3944,30.3245,32.4309,28.4408,12.7636,3.7210,54.7474,11.2000,23.0589,33.0340,25.4622,15.7840,27.4387,128.8420,8.9916,2.9322,12.0259,16.8139,36.6158,13.1626,32.6165,33.6372,49.3655,18.8554,39.6223,72.4429,12.7033,15.9139,8.5304,12.8610,54.0422,76.6464,17.1109,18.6327,30.6214,607.0467,44.4753,11.4784,176.5836,64.6205,20.1916,43.4639,47.8158,8.7596,3.6746,42.5174,23.4579,24.1538,7.1144,11.2371,65.7990,8.0358,4.6767,10.2211,26.0004,41.5338,24.7152,17.7512,14.1508,10.9402,52.6132,28.3387,9.5019,5.0850,53.1699,16.1737,21.3422,47.6952,373.1175,19.3518,6.6309,30.0647,16.6376,160.2522,15.1762,27.1417,11.4691,21.4443,11.9516,17.3057,23.8105,4.8707,4.1747,36.0034,35.6693,5.0665,18.4193,7.4419,1.4708,15.4313,4.4299,3.4027,9.2607,41.4596,33.4609,14.8885,53.0864,11.1815,23.2955,18.6095,11.8217,36.8942,28.3944,17.8903,23.4115,63.5627,36.8385,92.2447,81.6572,202.7046,20.1730,16.6284,24.2466,12.3599,33.4238,27.6892,47.0364,26.7427,4.7695,13.7982,11.5712,24.7894,18.1130,40.2254,13.1672,80.2653,42.8700,635.2555,48.6138
6.4865,8.9236,25.7515,35.3979,9.7854,8.2564,11.1198,13.3901,29.3098,17.5970,13.2418,22.9901,69.6839,39.0582,18.3476,19.4318,22.5083,43.5431,21.7669,10.2580,3.2062,47.8150,16.6704,24.4079,22.6009,11.9352,8.3584,12.8897,3.9660,34.5454,17.2264,7.3131,12.0371,10.5035,13.1028,16.0773,5.3746,27.3639,4.5962,43.3671,14.3723,25.7701,29.0967,93.3134,16.8742,23.4442,6.8804,20.9330,34.6566,76.2909,34.3323,14.4418,17.9770,58.0174,67.8306,54.7926,28.8836,57.9618,36.1207,27.2342,3.0301,44.8961,37.1122,10.4896,50.0019,9.6557,74.7619,28.9114,4.7963,19.2835,39.1416,34.9809,6.6719,25.2419,38.5485,29.4210,9.7761,40.3091,14.7152,16.4248,6.4587,14.0943,21.8040,17.3190,23.6388,23.4905,28.2627,30.2921,32.6180,28.5407,12.9267,3.7993,55.8768,11.4256,23.1847,33.3593,25.8627,15.6835,27.9384,127.6456,9.1089,2.9931,12.1854,17.1893,36.9547,13.4225,33.5910,34.2859,50.1316,19.0055,39.5215,72.1673,12.8619,15.9754,8.5326,12.7970,54.2274,78.2090,17.4858,18.9314,30.8573,614.9230,44.7849,11.5924,180.5572,65.2916,20.6550,44.4791,48.5100,9.1367,3.7437,42.9223,24.0928,24.4727,7.1741,11.3468,65.7919,8.0711,4.6981,10.2302,26.0805,41.8752,24.8295,17.8565,14.2796,10.9159,52.8189,28.7261,9.5908,5.1614,53.6529,16.3646,21.8874,48.2783,370.1955,19.4364,6.6811,30.4404,16.6518,164.8969,15.2433,27.2110,11.6294,21.4982,11.9445,17.4349,23.7592,4.8853,4.1551,35.9076,35.6574,5.0688,18.6071,7.4595,1.4641,15.3962,4.4266,3.3656,9.1831,41.5045,33.5817,14.8310,53.5417,11.2078,23.1152,18.6302,11.7592,37.3253,28.6797,17.8936,23.4442,63.5680,37.1585,92.3219,81.8971,204.3720,20.4279,17.0688,24.9731,13.1399,33.5632,28.1701,47.2590,26.8913,4.7537,13.6634,11.5646,24.6951,17.9492,39.3362,13.0843,80.3310,42.8111,631.9733,50.5023
6.4415,9.0560,25.9048,34.5181,9.6854,8.1143,10.6743,13.1603,28.8806,17.4947,13.0771,22.7718,69.4983,38.8155,18.1786,19.5649,22.4483,43.5289,21.9031,10.2584,3.2161,48.3346,16.7276,24.3429,22.5454,11.8942,8.2437,12.7260,4.0571,34.6567,17.3191,7.3075,12.1899,10.5079,13.6594,16.1824,5.3972,27.5775,4.5932,43.8061,14.3710,26.1635,29.1117,95.0981,16.7369,23.6313,6.8953,21.0528,34.5643,76.4574,34.3055,14.2324,17.8921,57.2529,67.1878,54.3695,28.9268,57.4378,36.0985,27.4759,3.0221,44.7303,36.5975,10.4894,49.4159,9.5837,74.8308,29.0192,4.8575,19.3338,39.1113,34.6105,6.6449,25.8031,38.6769,29.2503,10.0089,40.2942,14.7684,16.2656,6.4138,13.9043,21.2746,18.2341,23.6590,23.2801,28.3723,30.1283,32.8084,28.8344,12.9293,3.9185,56.4674,11.5338,23.1184,33.3629,25.5628,15.6972,28.1413,126.4278,9.1586,3.0313,12.4672,17.4023,37.3369,13.5161,34.2871,35.3037,51.5692,19.2599,40.1094,72.6498,12.8184,16.0068,8.4738,12.8646,55.0349,78.8325,18.0677,18.8625,31.9766,618.4609,45.5620,11.6447,183.6807,65.7276,21.7367,45.7654,48.7874,9.2418,3.7614,43.0298,24.2227,24.4353,7.2234,11.4321,66.5132,8.0404,4.6763,10.2584,26.3437,41.9577,24.7773,17.9198,14.2416,10.9053,54.0645,28.8621,9.5190,5.1846,53.6948,16.5613,21.9955,48.3346,368.2855,19.4586,6.7040,30.2207,16.5705,165.4281,15.1196,27.2448,11.6447,21.5703,11.9312,17.3838,23.6682,4.8908,4.1579,36.0430,35.4700,5.1107,18.6222,7.4674,1.4602,15.4153,4.4120,3.3243,9.0292,40.9596,33.5292,14.7869,53.2882,11.1826,22.9335,18.4743,11.8387,36.7177,28.6496,17.6796,23.2708,62.8442,36.7823,91.4568,81.8176,203.5967,20.3135,17.2822,25.2024,13.0309,33.6032,28.3723,47.5028,26.8012,4.6763,13.6409,11.3766,24.5139,17.8367,39.5549,12.8553,80.3574,42.2350,627.6103,50.8761
6.3785,8.9715,25.8561,34.8507,9.7342,8.1534,10.6493,13.3394,28.8697,17.5224,13.3117,22.5467,69.4241,38.8257,18.2388,19.5608,22.2786,42.9024,21.7517,10.2888,3.1985,47.8851,16.5980,24.0720,22.4357,11.8234,8.1626,12.8032,4.0859,35.0818,17.4254,7.2308,12.1284,10.4737,13.9958,15.9648,5.3801,27.7789,4.5666,43.2630,14.4487,26.6326,29.1193,102.0100,16.3992,23.6560,6.8943,21.2525,33.7414,76.2094,34.1019,14.1529,17.6102,56.4360,66.5584,53.9400,29.1655,56.8427,35.7382,27.3814,3.0229,44.6034,40.8132,10.4922,49.4658,9.4753,74.8967,28.6571,4.8292,19.3297,39.3619,34.5734,6.6281,25.7636,38.7333,29.2117,10.0485,40.5359,14.6151,16.1450,6.4155,13.8016,20.9936,18.3498,23.6467,23.2492,28.3798,29.7941,32.5397,28.9344,12.8264,3.9195,56.2973,11.4351,22.9349,33.2330,24.8300,15.6921,28.4722,128.5409,9.0778,3.0229,12.4705,17.3976,36.7643,13.5844,33.6027,35.0356,53.3392,19.0523,40.0275,72.6873,12.8587,15.9278,8.4520,12.6368,54.5871,78.7608,17.7951,18.7195,38.4560,621.8587,45.2227,11.6755,183.9600,65.4121,21.2710,45.5185,48.8927,9.2627,3.7624,42.7268,24.4695,25.3477,7.0774,11.5183,66.7618,8.0147,4.5851,10.2796,26.2813,41.0166,24.8069,17.9245,14.2546,10.8989,56.0200,28.0655,9.5123,5.1953,54.3560,16.4640,21.9365,47.8851,371.4328,19.4267,6.6799,30.0899,16.4871,171.4803,15.0542,27.2057,11.7309,21.7054,11.9805,17.4485,23.6097,4.8883,4.1405,36.0525,35.5440,5.0751,18.6733,7.4508,1.4606,15.3269,4.4169,3.3242,8.9114,40.7578,33.2884,14.7584,52.8400,11.3057,23.0320,18.3174,11.9528,36.5239,28.7033,17.6195,23.1383,61.8438,36.5147,91.7304,81.4878,202.8644,20.2680,17.2590,25.3384,13.1268,33.6212,28.0562,46.6001,26.7158,4.7238,13.8062,11.4259,24.5804,18.0077,38.7795,12.8495,79.1860,41.7839,621.7663,51.8046
6.3964,8.8951,25.8249,33.9607,9.6360,7.9978,10.6760,13.1333,28.7516,17.3761,13.0873,20.0359,69.5780,38.1483,19.5941,19.4377,22.2171,42.6027,21.5775,10.2526,3.1568,47.3057,16.4235,23.9474,22.3045,11.8080,8.0438,12.4799,3.9943,34.3933,17.1736,7.0397,11.9185,10.2756,13.8236,15.9220,5.2828,27.4999,4.5005,43.0261,14.1917,25.9077,28.7608,101.2379,16.3637,23.0638,6.7820,20.9746,33.6386,75.6799,33.8503,14.0721,17.7074,57.1442,69.3019,53.5088,29.0921,56.6564,35.7002,27.0673,2.9819,44.3146,41.0934,10.3355,49.3673,9.4335,74.2902,28.2085,4.8014,19.1432,38.6729,34.0067,6.4976,25.4015,38.7925,29.1749,10.0133,40.2651,14.2837,16.0416,6.4516,13.5935,20.3212,17.9375,22.8982,22.7325,27.9324,28.6319,31.8899,28.4847,12.5535,3.8102,54.8525,11.3018,22.6405,32.9023,23.6436,15.4940,27.8864,127.2376,8.8629,2.9359,12.2498,17.0724,36.1879,13.3128,31.7059,33.8687,49.1464,18.5725,40.9553,79.1220,12.9584,15.7287,8.3797,12.7284,54.8341,76.3886,17.8363,18.4713,38.2403,598.5919,44.1857,11.6516,180.2494,65.3076,20.5697,44.8208,48.6218,9.0930,3.7182,42.4003,24.3615,25.1070,6.8198,11.3755,65.8138,7.8413,4.4729,10.0824,25.6362,39.8049,24.1544,17.3853,13.9432,10.9337,53.4720,28.1625,9.4611,5.1907,54.3003,16.4281,21.7017,47.4898,370.1624,19.2122,6.5740,29.2669,16.4189,168.3770,14.9004,27.1456,11.5503,21.5913,11.8632,17.4083,23.2387,4.8787,4.0992,35.8198,35.3688,5.0067,18.5357,7.4088,1.4486,15.3237,4.3781,3.2396,8.7433,40.6608,32.9575,14.6565,52.8462,11.3110,22.9258,18.0019,11.8908,36.1879,28.5307,17.5970,23.0638,62.2153,36.7217,91.7583,81.3124,202.4757,20.1555,17.1092,25.0242,12.8940,33.3073,28.3466,46.5142,26.4599,4.6846,13.7315,11.5135,24.4305,17.6982,39.1606,13.1517,78.9747,41.8757,618.9315,52.1375
