AAL.L,ABDN.L,ABF.L,ADM.L,AHT.L,ANTO.L,AV_.L,AVV.L,AZN.L,BA_.L,BARC.L,BATS.L,BDEV.L,BKG.L,BLND.L,BNZL.L,BP_.L,BRBY.L,BT_A.L,CNA.L,CPG.L,CRDA.L,CRH.L,DCC.L,DGE.L,DPH.L,ENT.L,EXPN.L,FLTR.L,FRES.L,GLEN.L,GSK.L,HIK.L,HL_.L,HLMA.L,HSBA.L,IAG.L,ICP.L,IHG.L,III.L,INF.L,ITRK.L,JD_.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LSEG.L,MGGT.L,MNDI.L,MRO.L,NG_.L,NWG.L,NXT.L,PRU.L,PSN.L,PSON.L,REL.L,RIO.L,RKT.L,RMV.L,RR_.L,RS2.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHEL.L,SKG.L,SMDS.L,SMIN.L,SMT.L,SN_.L,SPX.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,TW_.L,ULVR.L,UTG.L,UU_.L,VOD.L,WPP.L,WTB.L
25.92959753,9.435061509,36.18785221,29.09625209,11.24162579,19.51258578,7.873976813,34.71125735,74.5159241,8.517756524,6.271373505,78.46981714,7.991851143,38.8011451,15.68510759,25.06428408,9.871497917,24.50035039,6.692838834,9.159546204,16.95357641,45.80224681,23.01830679,46.06516356,40.05484442,10.79650367,4.658817764,22.38066098,77.34419066,19.77655734,5.398569966,37.27765172,15.95224473,19.2464676,8.137606029,18.71192917,4.142363295,6.735363182,47.75962964,11.70720129,7.73915451,59.35618078,12.79642379,6.347789714,21.97045641,3.994775841,2.16330145,25.033656,11.89515173,17.58423631,0.730698786,20.96366518,1.885702783,90.58035899,24.0943298,20.97119827,24.61671232,17.58534959,64.55307803,87.5968039,30.75739228,19.55848717,4.032022874,1.709054353,7.805802023,47.29596942,6.878877159,5.350280188,48.5479268,0.195394495,3.805212009,36.25926455,12.88837414,13.17381633,43.2473149,35.4002674,36.25244489,10.71100268,46.34504506,7.420931303,1.474220698,56.07330268,5.751494431,15.27099986,5.447977166,17.57784202,55.19167089
25.67753462,9.534897335,36.29701461,29.10686772,11.52171258,18.97472551,7.81563963,34.81210569,74.78750725,8.529432875,6.325862412,78.22760757,8.39650614,39.39011892,15.94509167,25.10599508,9.793627198,24.86316268,6.677028648,9.129411333,17.0089906,45.32245654,22.94822587,44.81380099,39.63677438,10.67977509,4.547664572,22.33737413,76.03558049,19.60789213,5.263580404,37.55065695,16.16855257,19.41787823,8.006022555,18.80141621,4.098230385,6.88319884,47.18934465,11.84709149,7.686086354,59.71665247,12.67556758,6.33377487,23.02172986,4.051785502,2.169230901,26.21019698,11.76860485,17.68356132,0.725950475,20.77903661,1.902515432,90.34203333,24.32355129,21.77841523,24.6974095,17.62036339,63.01700007,86.71952123,30.75958047,19.55536875,4.022055099,1.712645874,7.76453072,48.51536268,6.824916405,5.445980999,47.71741728,0.196075186,3.869704527,36.10122739,13.0259739,13.33580962,42.84098083,34.75546725,35.86900686,10.79066763,46.36124051,7.349939008,1.503558946,56.33659545,5.903584662,15.22124066,5.46356373,17.61172612,55.42770922
25.77086829,9.522439515,34.41623218,28.64176498,11.56271283,19.08550114,8.384987384,34.97827477,75.14963402,8.630710796,6.363117348,77.98773362,8.433005284,40.07758072,16.06461309,24.98362887,9.759782877,25.34492905,6.758729479,9.147219503,17.12230328,43.670859,22.89216829,44.57774884,39.47915859,10.78306292,4.496118107,22.20510544,74.32220401,18.86254096,5.316140325,37.3467756,16.3218392,19.27379035,8.009186663,18.67421299,4.217206374,6.919449562,47.03887694,11.2777747,7.955842888,59.72295247,12.87871119,6.382825576,23.07759152,4.033805254,2.226378191,25.84757479,11.78459824,17.75810817,0.727304258,20.55340765,1.976422238,91.16107695,24.37437208,22.90771493,24.66619656,17.54662659,62.26307609,86.08226598,31.33565705,19.29160946,4.052602728,1.698779946,7.709954863,48.25015468,6.907094743,5.532914844,47.339635,0.195847857,3.930674101,36.47253048,13.09208629,13.40094397,42.78170687,34.81291052,36.00829063,11.13366673,45.75821021,7.323463784,1.539061321,56.12172651,5.796182089,15.20728617,5.517526026,17.60344547,56.4555504
26.17826714,9.629548656,33.7938667,28.68263971,11.61579231,19.35560795,8.253244911,34.96432085,75.17212696,8.745873099,6.504637254,78.54717633,8.858464202,39.94820759,16.36506274,25.05806422,9.868608834,25.50633514,6.724486551,9.177025563,17.3254329,45.91662744,23.51414539,45.2362867,39.13268745,10.98267658,4.483192735,22.25442865,74.23601997,18.76401653,5.355616221,37.53933623,16.01457419,19.37363957,8.080439376,18.9555739,4.244903786,6.976061745,47.09493563,11.6035369,8.042252044,58.69387253,13.27391648,6.426160268,23.19915321,4.064571004,2.302025474,26.14796494,11.83350973,17.74919054,0.733502266,20.43871004,2.092652473,92.10939404,24.6350101,24.21503954,24.67992172,17.48161368,62.86754563,85.81873608,31.89405939,18.8543006,4.121176831,1.697998653,7.803422961,48.1293196,7.06232363,5.569218073,47.91751729,0.19047841,3.930240173,36.96642419,13.22809168,13.31928827,42.78508638,35.08735888,37.00016999,11.25666996,45.59296523,7.475179434,1.578243114,56.34541253,5.802946917,15.31111629,5.54802639,17.67309709,57.5685474
25.72376645,9.5867135,34.28264649,28.8095235,11.94728878,19.04267924,8.177046757,35.02167941,74.84114944,8.751675895,6.449808947,78.22536751,8.703388666,39.828975,16.48241067,25.13714738,9.85766166,25.45967599,6.854517298,9.262497739,17.32676306,45.54335058,23.6019808,44.80274451,39.20007476,10.91013323,4.362535888,22.26546819,70.87519957,18.029783,5.260560091,37.48736333,15.84379371,19.22678497,8.034653053,19.11086208,4.288183103,6.98764444,47.19276948,11.59183285,8.019479015,57.30714223,13.12554276,6.38178291,23.13903176,4.020394201,2.263529677,26.47656038,11.82310057,17.5743005,0.727898597,20.76933235,2.172031675,91.15003623,24.20561758,23.5444897,24.88404627,17.61865818,62.53844557,86.19149817,31.89582761,19.03185614,4.125820897,1.695832208,7.73138261,47.79253789,7.104456784,5.556286581,47.50495414,0.189675473,3.93462802,36.96834266,13.23934804,13.42714122,42.65422046,35.8129303,36.82371496,11.27106536,45.31390575,7.470655219,1.59098815,56.13063085,5.766134391,15.59768794,5.508583359,17.67775412,57.98541321
26.98762483,9.662986347,34.8589664,28.85732363,12.23265454,19.91951263,8.148606833,35.38839883,75.28996969,8.893859379,6.423226066,78.32043515,8.737605179,39.92978116,16.18416953,25.37153003,10.01199287,26.94609235,6.889635647,9.34968144,17.5749265,45.95587106,23.48750834,44.84907239,39.25386022,11.06173346,4.383526352,22.58432718,73.18842327,18.41438785,5.460252314,38.11629049,16.13229359,19.62293833,8.210535446,19.08808152,4.256975852,6.957228085,47.00896356,11.96082025,8.080935536,56.66556652,13.64610812,6.464875484,22.94628663,4.087623271,2.249921326,26.43604596,11.9707613,17.90023289,0.741768894,20.77076657,2.122323103,92.37225303,24.75493423,23.46775239,25.86456231,17.81876264,64.47336897,87.65927957,32.43047148,19.33111815,4.244778214,1.705810313,7.754165599,48.0035268,7.086278414,5.577489415,48.47349709,0.194399864,3.971856051,37.25611693,13.37166126,13.50030161,43.53032256,36.64111239,36.87573653,11.41447197,45.46533527,7.535012313,1.592434911,56.65770081,5.781680671,15.72268164,5.59952432,17.86954047,59.00375561
27.36296732,9.72305512,34.51751191,29.16649851,12.0268086,20.58641281,8.111672989,35.23166581,76.86660108,9.039927337,6.594929611,77.73823002,8.601359395,39.59324279,16.04163967,25.01977957,10.07253595,26.63564401,6.833264133,9.246820787,17.5516092,45.65831426,22.89983629,44.23452618,39.50833261,10.96062581,4.358478451,22.5956236,71.86350229,18.74468397,5.618265878,38.57291803,15.95081995,19.49194167,8.140879749,19.20553741,4.323610623,7.60270241,46.7403497,11.97357474,7.981700536,56.20470036,13.64393254,6.472305044,23.0826254,4.044788875,2.289056002,26.39628625,12.01517776,17.99954409,0.743139526,20.57862898,2.155828465,92.50672167,24.6544704,23.63595371,25.77790302,17.78574814,65.47141532,88.92754389,31.8964823,19.41127633,4.17655935,1.69515906,7.822484933,47.82351919,7.08049503,5.488787953,48.26049242,0.194047041,3.984028302,37.42568405,13.33315408,13.51673038,43.43318525,36.12741904,36.56320907,11.34924855,45.13932281,7.520205989,1.583335581,56.70741617,5.686487884,15.52358958,5.481172564,17.8583917,58.95248205
25.75342598,9.420707088,34.19731781,28.77657587,11.49016824,19.50989048,7.861624906,34.60727138,74.90308295,8.71306143,6.294316554,76.29691941,8.322125373,38.61953451,15.67776579,24.39054118,9.864424958,26.22982877,6.617463186,9.135432109,17.0633703,43.97589476,22.45830881,43.32014705,38.2128663,10.69173842,4.320273782,22.04977127,71.59302253,18.64944764,5.345305715,37.56628733,15.60179739,18.67580013,7.94930376,18.39253333,4.185030429,7.333195151,45.6874923,11.66282359,7.851628005,55.38482126,13.22379453,6.260679833,22.29243602,3.917091317,2.184660705,25.70522841,11.67501529,17.28986199,0.718292476,20.13128403,2.061136292,90.57595468,23.52420615,23.09166584,24.58238435,17.2661091,62.13524192,87.12805473,30.5199167,18.73726565,3.989678919,1.662376778,7.760005642,45.77806525,6.961090143,5.24623581,47.33012539,0.19159475,3.824381487,36.14987601,12.75795632,13.23804255,42.13581804,34.99196316,34.51579935,10.07205577,44.67801106,7.402145504,1.522801309,55.84015236,5.573528855,15.50565436,5.343406752,17.4614196,57.78801675
25.62870939,9.369221346,34.18532311,29.15513739,11.42548674,19.6451325,7.877039548,36.05068938,75.21977376,8.722900409,6.230697478,76.40043872,8.209669477,38.15479604,15.72471205,24.46424326,9.878986743,26.26000637,6.507187881,9.127881352,17.01293446,43.98596747,22.3983686,43.91058545,38.48149623,10.69453505,4.336641505,21.88893462,72.94698615,18.6854358,5.285129247,37.87096089,15.67705971,18.56819517,7.828580665,18.06897829,4.117923934,7.247847803,45.71711947,11.44556233,7.866290591,54.78216732,13.34931385,6.276721002,22.23804961,3.875945667,2.173402896,25.48884914,11.75292307,17.24074618,0.722069666,20.36590041,2.006361334,88.76775119,23.32784893,22.93476374,24.79717095,17.1375562,61.38573417,87.11687551,30.99755928,18.80825337,3.973117817,1.664177057,7.701792101,45.63252199,6.949091253,5.229630069,47.03201109,0.193678181,3.755908643,36.83045584,12.74595503,13.2458769,42.03902565,34.73522184,34.61279679,10.30430249,45.48418789,7.366219359,1.499396447,55.97347762,5.526766774,15.55451668,5.391364883,17.28623014,57.60059811
25.7121277,9.399717014,34.29659215,29.25003379,11.4626753,19.70907501,7.902678347,36.16802996,75.46460491,8.751292382,6.250977635,76.64911279,8.236390946,38.27898523,15.77589406,24.54387138,9.911141636,26.34547948,6.528367981,9.157591488,17.06830948,44.12913641,22.47127255,44.05350903,38.60674879,10.72934445,4.350756742,21.96018042,73.18441966,18.7462546,5.302331695,37.99422624,15.72808662,18.62863237,7.854061737,18.1277906,4.131327272,7.27143866,45.86592309,11.48281623,7.891894404,54.96047657,13.39276423,6.29715096,22.31043174,3.888561395,2.180477057,25.57181222,11.79117739,17.2968627,0.724419914,20.43218893,2.012891794,89.05667935,23.40377822,23.00941359,24.8778827,17.19333685,61.58553722,87.40043028,31.09845254,18.86947193,3.986049829,1.66959375,7.726860491,45.78105026,6.971709694,5.246651875,47.18509453,0.194308579,3.768133666,36.95033446,12.78744156,13.28899061,42.17585753,34.84828074,34.72545721,10.33784174,45.63223336,7.390195501,1.504276799,56.15566444,5.544755723,15.60514473,5.408913115,17.3424947,57.78808101
25.35109038,9.524486867,34.36075492,29.45313746,12.00493049,19.70566685,7.970778034,36.4828173,77.22825673,8.736975334,6.386335086,77.96485842,8.331315496,39.19324459,15.87769132,24.76835993,10.00300048,26.52196786,6.607119367,9.193011664,17.28138993,44.6914788,23.19110321,44.89160099,38.99324084,10.5905699,4.319143453,22.36518228,74.56319004,18.76161658,5.283768637,38.55293151,15.96697678,18.97063576,7.959887411,18.4842386,4.278439484,7.450334013,46.67136935,11.51981708,7.997576272,56.116467,13.59814099,6.330767168,22.46846697,3.921126717,2.21702093,26.06489858,11.98195802,17.52705131,0.737043363,20.43974005,2.037741393,90.51964668,23.66127912,24.04926119,25.14807748,17.5042968,61.64033216,88.34280894,31.65864311,19.31902887,4.074919635,1.685723742,7.803381168,46.28213511,7.044919745,5.206655082,47.80100802,0.194474522,3.815620272,37.59769481,13.03280808,13.32306848,44.06581611,35.19137742,34.87470927,10.45725684,45.30512869,7.458974284,1.546899472,56.3526875,5.600564722,15.54582772,5.475606323,17.93989776,58.82741357
25.23441763,9.192024606,33.04163222,29.02951067,11.67257266,19.2700149,7.851531724,35.84787329,75.51096307,8.482109475,6.267390006,75.32873716,8.132772224,38.10922397,15.42090348,24.26578616,9.866732752,25.92568447,6.435676747,8.836484694,16.7520079,44.00351402,22.44750608,44.85958591,37.64268797,10.40865922,4.321284516,21.93317549,73.13822892,18.80925912,5.201347025,37.22995476,15.50082093,18.24052591,7.891041289,18.04467253,4.118372025,7.14552577,45.34079162,11.03515559,7.770796851,54.94991099,13.60265213,6.269795283,21.81342108,3.885822557,2.185892749,25.38019614,11.80078806,17.22728213,0.731386798,19.34706092,1.993142438,89.57355759,23.12332435,23.2656599,24.74976656,17.06549897,61.02967439,86.36091035,30.76754575,18.75739854,4.043219251,1.635874604,7.654215423,44.74174715,6.909188736,5.125682767,47.07689955,0.191338963,3.715553156,36.34792757,12.8811855,12.99655805,43.00241739,33.81479968,34.6696867,10.35572208,44.53527096,7.204920982,1.513212293,55.11266416,5.498176959,14.86921632,5.328100522,17.25507695,57.86227349
25.77826503,9.273443516,33.04003244,29.64976244,11.65054003,19.63897129,8.065540441,36.34504238,75.63423675,8.698571605,6.354326008,75.63553652,8.177863877,38.09820876,15.37393717,24.31414834,9.941137345,25.69604608,6.430969794,8.82718988,16.81165489,43.72077933,23.17653628,45.05390545,37.75807153,10.42425404,4.346588887,22.09660139,72.79788017,20.08340507,5.321196455,37.3611786,15.84254488,18.12152452,8.035519977,18.35738522,4.242270754,7.219117195,46.01370912,10.98007444,7.831419282,55.98207247,13.53112019,6.727841443,21.65123494,3.990590182,2.240752223,26.52776996,12.02740569,17.27071941,0.738239775,19.25280798,2.038637332,90.50602547,23.54486431,23.08158201,25.15888366,17.14255831,62.94291726,86.47053941,31.44662569,19.31079947,4.134928907,1.646355499,7.703120982,45.11658221,7.068871951,5.088051819,47.33130249,0.192761768,3.74940537,37.86845985,13.07756309,13.1829447,43.61707457,33.92609869,35.2111642,10.45173227,45.10423774,7.135393012,1.551314333,55.31777629,5.522813636,15.02562055,5.360682758,17.6131341,58.36401484
25.38473164,9.100964102,32.3809001,30.35251411,11.49358752,19.52051469,8.073905115,36.83580167,75.08147012,8.618190371,6.361152911,75.4322267,8.15866174,38.42537873,15.31527487,24.25421498,9.915461377,25.38556456,6.452302674,8.989206012,16.78503815,43.26412131,22.71878815,43.05565091,37.54598637,10.42005308,4.379773772,21.54251728,73.82059182,20.18421828,5.196954384,37.46059257,15.82482673,18.26935758,7.875975791,18.24617888,4.259425206,7.129510001,46.05108004,11.10954176,7.73886983,56.1301373,13.88578711,6.699724778,21.81653554,3.89274865,2.269185518,26.20837085,12.07388335,16.81412979,0.736106674,19.30138363,2.085804812,90.41403647,23.00382204,23.16287306,25.1666679,17.06601702,61.78003617,85.66131217,31.16875526,19.2347572,4.10251505,1.651656905,7.702256458,44.87358381,7.074399122,5.147161965,47.2104856,0.196061525,3.694243964,37.85560762,13.23834229,13.18956447,43.18837789,33.94483538,34.94568776,10.46915861,45.51513748,7.154629908,1.537570736,54.81176724,5.502519257,15.09043436,5.372227361,17.18394718,59.15844211
25.57380586,8.940296353,32.78224976,29.99338046,11.65049176,20.00894295,8.040998463,36.60229589,74.21412165,8.619016712,6.285946445,74.92245428,8.050566205,38.00971421,15.30664775,24.2018035,9.808679047,24.93172431,6.27701467,8.76888914,16.51034568,42.80082864,22.76862236,44.54395653,37.28265686,10.34478853,4.335683429,21.19583871,74.41234585,20.15629979,5.24518137,37.19045975,15.75406302,18.04526785,7.811836634,18.03017215,4.186596771,6.832124308,45.50508212,10.90211057,7.652100929,56.052499,13.68022219,6.740791133,21.65799828,3.874333992,2.248169455,25.70675499,12.00057646,16.51150654,0.731741659,19.22554749,2.058167297,90.38671374,22.68408227,22.25868833,24.600183,16.99638211,62.19124925,84.80006858,31.06479144,18.92122524,4.122702488,1.60491733,7.634064782,44.22487816,6.876920816,5.114287091,46.57807297,0.192291363,3.661750882,37.58393818,12.87774043,12.88109087,43.50896353,33.33073738,34.82923691,10.48137064,45.23067982,7.007880172,1.485888564,54.36118381,5.558802543,15.05959488,5.271162599,16.91677183,58.74875322
25.41331456,9.138226822,33.57730142,30.13583542,11.67713841,19.86361877,8.154791543,36.78026257,74.5583847,8.70118269,6.399868282,76.14550386,8.228851972,39.09145361,15.40064228,24.31439632,9.895668787,25.23154596,6.371078463,8.841997428,16.88271953,43.71780414,22.86419471,44.24984088,37.88312937,10.43308407,4.292819308,21.50297806,75.08401606,20.52481731,5.283635443,37.22730872,15.86043533,18.39582794,7.865058233,18.51474039,4.257556864,7.020292719,46.07848675,11.27906709,7.69641176,56.27853891,13.84434227,6.853811033,22.25017074,3.950492903,2.300254886,26.33859233,12.1625691,16.68874324,0.74725719,19.57348318,2.091670925,92.33228802,23.04742239,22.56593028,24.99800693,17.18684132,62.7195079,85.6983579,31.46023293,19.11689571,4.099642439,1.659485018,7.701850319,45.08450209,6.905170394,5.181959241,46.85484477,0.190110569,3.696424054,37.26907834,12.98577841,12.99869463,43.4647955,33.74440852,35.29519985,10.55409803,45.3599904,7.180718634,1.51541773,54.78488805,5.550002106,15.14684004,5.40941444,17.17127723,59.6196769
24.28072508,8.759965179,33.186185,29.54608953,11.42299976,19.50926158,8.00339414,36.0115459,73.24950641,8.526230022,6.305161695,74.35888758,7.900895444,38.49574152,15.03871558,23.88192919,9.760495191,24.45712836,6.307837665,8.703915759,16.64160681,43.0402494,22.09519874,44.34346732,36.93077427,10.31086743,4.245201354,21.17278077,75.08024869,19.61861292,5.127536439,36.55327124,15.56368067,18.02244266,7.702554528,17.99724955,4.153413216,6.784673154,44.5471332,11.13004587,7.587819357,55.22645392,14.07418106,6.731776594,21.87302519,3.854513035,2.275053859,26.13133515,11.99939794,15.96451366,0.739353447,18.9322163,2.043544874,90.47953255,22.27327127,22.11627915,24.47046792,16.8600223,61.12766325,83.47092378,30.82551614,19.07515608,4.024909824,1.612982651,7.544517286,43.06407158,6.929009806,5.115146131,45.85945585,0.183117334,3.56137973,36.36069936,12.52908075,12.89305808,42.26843726,33.25396006,34.20211912,10.06579109,45.12730732,6.794451741,1.454489999,53.47517104,5.485871011,14.95341029,5.269721375,17.1448338,58.60344618
24.18432307,8.508156553,33.12170372,29.32541735,11.13874011,18.93264342,7.951406885,35.74034291,73.42180954,8.562051612,6.080560942,73.5536239,7.881622334,38.55069811,14.78176056,23.52236319,9.687237782,24.75566281,6.507811909,8.670025621,16.40410379,42.80716566,21.76122826,45.10122553,36.92797775,10.47747461,4.269455513,21.04448956,74.91102023,19.71302034,5.051242094,36.2211675,15.45488377,17.66581213,7.708098061,17.77005809,4.107908548,6.658812058,44.36265216,10.90062542,7.552705266,54.6956259,13.92380987,6.59403104,21.43152069,3.837001001,2.245619122,26.16767761,12.01070588,15.66602187,0.728038324,19.04038195,1.983250024,90.54178452,22.04694238,22.51108196,24.34142358,17.01453812,60.00276928,82.20730515,31.01701735,18.74886802,4.010980368,1.605682533,7.550213308,41.95128645,6.880535933,5.112741515,45.61285216,0.177701662,3.538647812,36.23574698,12.45450176,12.94082123,41.89451301,33.00273724,33.24941145,9.862343915,45.25072561,6.817452807,1.458884537,53.06255158,5.477211397,14.85741002,5.31820544,17.22712656,58.60668639
24.90519126,8.901522085,33.92226381,30.2820962,11.57944209,19.48634733,8.287486011,36.32060759,74.89804032,8.752691738,6.254807699,75.1839958,8.255335941,39.78173802,15.22762029,24.22942217,9.883471602,25.55778591,6.839124943,8.783246668,16.85553254,44.32514719,22.64065502,46.10325948,38.54392061,10.75270886,4.327594937,21.54762247,76.49082532,20.50116016,5.187537126,37.20677048,15.87410094,17.64433226,7.922227848,18.21789424,4.221549367,6.813427848,45.13980591,11.26597504,7.820860759,55.40470007,14.26156962,6.880291798,22.27362644,3.962717576,2.330803737,26.37136045,12.0582061,16.26448793,0.727659747,19.49526957,2.076863795,92.19554088,23.56993673,23.42013696,24.71481862,17.37599367,62.15911298,84.42244362,31.54855696,19.18392843,4.098349367,1.647078533,7.598258722,43.18212445,6.902823297,5.235168704,46.27786205,0.183552405,3.644536709,36.78539204,12.91260759,13.27455273,43.44749367,33.89937419,34.29569845,10.09697593,47.00224858,6.941353889,1.516850799,54.33107159,5.673437975,15.30493713,5.496637724,17.66808317,60.22399569
23.96727555,8.622616864,33.18879064,30.73330818,11.23228037,18.95873914,8.267044168,34.926005,73.89502142,8.517392256,6.060219481,74.65466203,7.86334136,37.72667084,15.10647821,24.48289638,9.776492644,24.28118321,6.765600786,9.056883484,16.76124788,43.34573536,21.96429665,44.59056809,37.62236382,11.0565036,4.37555249,20.68926016,75.98452717,19.51757913,5.068624772,37.8332032,15.81256846,17.60730795,7.912065344,17.86531918,4.082280692,6.51000659,44.77315569,11.19198871,7.36316091,54.94465254,13.44031715,6.841304284,21.37685252,3.810463035,2.30635144,26.17483426,12.12628528,15.44266559,0.723456044,19.44797025,2.009485943,92.45409903,22.748953,23.12236255,24.85435549,17.64017745,61.43037714,85.72081382,32.58924041,19.17720819,3.905062975,1.647960235,7.793684143,41.67016031,7.14557102,5.141452353,46.39574026,0.185059209,3.629042459,36.56916945,12.67969243,13.31429951,42.03039668,34.04579132,34.12652865,10.0163944,40.75975719,6.850546796,1.471135214,53.56010914,5.255367883,15.01118685,5.363593084,18.00729372,61.38786955
24.45049502,8.712525218,33.01826022,30.54738903,11.49396929,19.24378625,8.332323965,35.04336179,74.02181215,8.489012395,6.093218567,74.47066919,8.154447193,38.47802492,15.44122074,24.52111939,9.799313695,24.67937413,6.879666634,9.085657822,16.76744262,43.68508066,22.11604763,44.39382052,37.37354001,11.1523025,4.382383658,20.84879814,76.3381389,19.87294856,5.239066794,37.74574909,16.14844932,17.81075365,7.963686432,17.62626395,4.131064165,6.691381499,45.49042949,11.08173778,7.479896408,54.81441543,13.82257211,7.037876091,21.73553647,3.832108149,2.309198736,26.0811607,12.07508099,16.0237777,0.742177878,19.59654237,2.019012458,91.89204343,22.72076587,23.56955842,24.9564998,17.52514011,62.11713154,85.64887912,32.38879965,19.24006502,3.988126203,1.667394342,7.846164648,42.38000194,7.209849748,5.274844665,46.22511638,0.19084574,3.664552356,36.76778512,12.81729414,13.26457659,42.08030759,34.12146646,33.95709948,10.21576898,40.25163565,6.792609351,1.516603605,53.46043494,5.558873034,15.01404123,5.412526237,17.90749625,61.75875664
24.1362207,8.76926182,32.10712465,30.56195529,11.56521492,19.09323105,8.436103174,35.39008604,74.21713343,8.499644075,6.074622788,74.47396332,8.245182368,39.37639693,15.48749706,24.76664348,9.899044897,25.21380149,6.874134152,9.075348645,16.75545538,43.28914702,22.39520159,45.42765109,37.7189203,11.3383424,4.38447336,21.33156206,76.43331402,19.81019075,5.177683943,38.02309874,16.67785857,17.75078622,7.951768889,17.67097021,4.117319069,6.911438651,45.28792357,11.16100275,7.483463132,55.84911511,14.11203253,7.073228551,21.6976838,3.827205319,2.310299858,26.36280166,12.12761851,15.95180873,0.736245795,19.56646479,2.019975206,92.5820172,22.8378225,23.85499268,25.34862953,17.72369069,62.35866618,87.56108139,32.24709439,19.21630665,4.03402979,1.698179347,7.970902412,42.61524151,7.183524653,5.303965273,46.49033182,0.192822538,3.727588104,36.98354479,12.83126343,13.36789831,42.16323306,34.07013751,33.86774809,10.3860823,40.15642353,6.795848348,1.527724912,54.09719483,5.539522793,14.91824509,5.494816341,17.99601758,61.91521133
24.42398402,8.969371649,32.31727831,31.01256605,11.7084003,18.72413975,8.535062046,37.29879791,74.32292687,8.68566666,6.150552916,74.68168279,8.333638285,40.43274331,15.36075199,24.94683395,9.948495066,25.16459226,7.036329889,9.121034584,16.89859686,44.60241324,22.2819879,46.57366759,37.44822218,11.39554508,4.385320108,21.37205968,78.62218799,19.38052852,5.14798186,37.80487584,16.7231609,17.9889808,8.063330522,18.05043361,4.190416992,7.04794816,45.42124807,11.28424098,7.508485361,55.60771176,13.98901397,7.102596918,21.84655331,3.872820699,2.343918243,26.77177754,12.30541814,16.26343687,0.728371806,19.8331078,2.06512024,92.88264482,23.09721611,23.82042134,25.35352497,17.8578971,62.71653137,88.86948793,32.31619406,19.56587929,4.025378064,1.7097557,7.912993487,43.21003309,7.08497386,5.323997085,46.83097436,0.196160555,3.772318373,36.93403992,12.96734441,13.51159323,42.26568377,34.6852301,34.47248432,10.3972811,40.39303444,6.78504104,1.535220047,54.1687809,5.658477559,14.9623163,5.545518269,18.15948855,64.17136692
24.02201178,8.780995734,32.4671698,30.67502458,11.71722424,18.41748269,8.412555839,36.80744686,73.68843786,8.802641498,6.140359927,74.47477782,8.273626602,40.8382274,15.40326499,24.78698456,9.776449376,25.11252026,6.873999211,9.0332714,16.67426423,44.11698677,22.22331038,45.94036606,38.01725226,11.56582194,4.360627462,21.24676909,77.712008,18.7685132,5.07113836,37.34528042,16.73779259,17.89741618,8.064816382,17.76054006,4.162132951,6.978566889,44.8186372,11.33988838,7.73816006,55.59910398,13.79302414,6.933325095,21.75444325,3.817546135,2.314977179,26.27679484,12.37570501,16.1025818,0.718643909,19.7083633,2.0312406,92.48014107,22.56571151,23.84212536,24.95865793,17.73369879,62.13044264,88.25742257,32.22800655,19.52121613,3.868298555,1.701992667,7.948662939,42.69454073,7.188857281,5.401751607,46.35840962,0.198494512,3.779210467,36.69790937,12.89432852,13.38289331,41.88703082,34.37787316,34.10342915,10.16505314,39.73372015,6.921583036,1.528962123,54.18800636,5.706326475,14.68543053,5.427550558,18.04132753,63.32582713
22.9650951,8.38418629,31.13519072,29.80643976,12.1886344,17.2979013,8.204585871,35.15636682,70.01371326,8.46366821,5.811548162,70.78197097,7.868141961,38.82597963,14.73261494,23.66782226,9.559860994,23.73698978,6.606655754,8.714024395,16.2594869,42.91122994,21.16814183,44.83759394,35.95364339,11.14600797,4.29585724,20.48144683,76.16129171,17.08649641,4.784182001,35.74535395,15.79084014,17.02358935,7.748023599,16.97317702,4.089965704,6.568404422,43.31186257,10.7899854,7.535939836,53.6322847,13.63063892,6.644657397,21.04411381,3.70382424,2.273242448,25.1740279,12.03889654,15.44920888,0.687801575,18.91217616,1.912393984,89.62973391,21.72287,22.14866264,24.17981574,17.14317332,58.76970945,84.83563092,31.45651139,18.71882111,3.706047651,1.665465019,7.628269029,41.20935855,7.017742735,5.22672764,45.31782668,0.185611994,3.610068138,35.56715795,12.36897274,12.72550944,40.62100684,33.29560993,32.57705799,9.715086205,38.12527762,6.591035743,1.456875115,51.46380132,5.517273947,13.98848622,5.266211166,17.42820397,61.26280833
