0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0027.HK,0066.HK,0101.HK,0175.HK,0267.HK,0291.HK,0316.HK,0386.HK,0388.HK,0669.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0868.HK,0881.HK,0883.HK,0939.HK,0941.HK,0960.HK,0981.HK,0992.HK,1038.HK,1044.HK,1093.HK,1109.HK,1177.HK,1211.HK,1299.HK,1378.HK,1398.HK,1928.HK,2007.HK,2020.HK,2313.HK,2318.HK,2319.HK,2331.HK,2382.HK,2388.HK,2628.HK,2688.HK,3968.HK,3988.HK
25.6692,53.3504,128.3525,101.4233,37.6719,238.1578,27.4582,44.2582,5.2976,20.356,10.0215,8.0407,9.2164,1.1117,42.6724,39.6404,2.5779,64.0613,28.2103,7.2181,273.7741,1.8008,14.7145,1.7059,5.58,3.4539,17.2647,1.7845,15.8084,3.7517,0.132,3.3417,16.2072,21.265,4.9289,5.6151,78.2042,28.6907,9.8736,1.4664,1.4046,8.4235,3.0933,8.9512,17.7021,23.0683,7.4504,1.3345,22.7348,10.1877,3.3291,11.7694,8.2238,0.93
25.6852,53.6441,128.5109,100.7755,37.743,237.6862,27.8081,44.0845,5.2979,20.2832,10.1366,8.05,9.014,1.1079,43.1614,39.9906,2.5506,63.9669,28.5316,7.1778,271.7729,1.788,14.6419,1.6541,5.541,3.4401,16.6564,1.7846,15.6896,3.7285,0.1295,3.5727,16.1811,21.3545,5.2648,5.5962,80.7828,28.5019,9.8462,1.4563,1.3984,8.3706,3.0818,9.0414,17.723,23.0105,7.4085,1.3478,23.1144,10.2137,3.3217,11.8459,8.1258,0.9256
25.678,53.2395,128.6976,100.5422,37.8223,238.2395,28.0036,44.2733,5.3526,20.8821,10.1394,8.0171,9.2805,1.1063,45.7218,40.1624,2.5583,64.0341,28.4234,7.2206,272.6569,1.7982,14.6986,1.7612,5.4539,3.3849,16.5087,1.7873,15.6396,3.6826,0.129,3.5823,16.1585,21.3164,5.4656,5.5882,84.7088,28.2648,10.1703,1.4295,1.4009,8.6046,3.0904,9.0041,18.1343,23.1354,7.58,1.36,24.1196,10.2166,3.3378,11.8189,8.1281,0.9325
25.3765,52.8197,128.2457,99.2991,37.5472,237.0228,27.7087,44.3791,5.3171,20.6744,10.0936,7.894,9.2399,1.0987,44.5634,40.1623,2.5269,63.3941,28.3361,7.112,270.5029,1.7499,14.5935,1.7475,5.4244,3.4692,16.2293,1.763,15.4435,3.6826,0.1295,3.5395,16.145,21.5514,5.1928,5.5112,79.7257,27.6385,9.9538,1.4159,1.3819,8.5422,3.0051,8.8246,17.9955,22.9133,7.6082,1.2938,24.18,10.1148,3.3227,11.5613,7.9926,0.9236
25.1029,52.7531,127.4883,98.0525,37.2019,235.7978,27.4129,44.201,5.237,20.2436,10.1276,7.8497,8.9958,1.0719,44.2569,39.92,2.5198,62.1121,27.347,6.9895,265.7826,1.708,14.4775,1.7174,5.3258,3.4199,16.3557,1.7276,15.2795,3.5496,0.1287,3.5137,16.0089,21.2715,5.1399,5.4341,80.1379,26.9839,9.8346,1.3886,1.3543,8.3459,2.943,8.6448,17.7174,22.6164,7.6503,1.3084,23.5739,9.9617,3.2697,11.4699,7.8815,0.9079
25.4172,53.202,127.6314,99.3551,37.5092,238.7027,27.6525,44.657,5.3432,20.4797,10.1041,7.8229,9.0359,1.1138,46.4488,39.5967,2.673,62.453,27.3454,7.1249,268.5932,1.7144,14.5712,1.7747,5.3058,3.532,16.761,1.7496,15.246,3.6744,0.1308,3.5563,16.0351,21.946,5.1818,5.5395,82.3754,27.7175,10.0576,1.443,1.3733,8.5457,2.9816,9.0132,18.3459,22.7631,8.045,1.3848,24.1475,10.0375,3.3072,12.2344,7.9549,0.9168
25.4753,52.6223,128.0863,99.3577,37.6477,235.0607,27.8676,44.376,5.3522,19.8277,10.0128,7.8846,9.0159,1.1139,46.0233,39.7047,2.6801,62.4546,27.3752,7.125,271.8299,1.7112,14.7815,1.772,5.4437,3.6094,17.3964,1.7585,15.3662,3.6433,0.1318,3.5564,15.9813,21.9906,5.2241,5.6743,80.7167,27.5276,9.9112,1.4378,1.3754,8.1909,3.0398,9.3325,18.756,22.8969,7.8759,1.4113,24.0283,9.9233,3.33,11.9695,7.9305,0.9235
25.7624,53.4747,129.1404,100.2084,37.7166,237.9801,28.1892,44.87,5.441,19.8129,10.0929,8.0077,9.422,1.1406,45.6577,39.7584,2.7149,63.4392,27.8403,7.3558,279.2322,1.7434,15.2015,1.7693,5.3256,3.6515,17.2695,1.8004,15.6603,3.7215,0.1343,3.582,16.1304,22.5195,5.393,5.8763,82.1337,28.0179,10.0509,1.4517,1.3987,8.2365,3.191,9.3126,18.7861,23.2966,7.9747,1.3716,23.9827,10.0251,3.4131,11.909,8.1276,0.9369
25.7592,53.3706,130.0276,100.0653,37.6089,239.1669,28.3367,44.6882,5.4492,19.3212,10.1489,7.9716,9.4818,1.1481,44.9207,39.807,2.6449,63.4806,27.4882,7.6534,282.5619,1.7464,15.3046,1.7417,5.2561,3.7774,17.2674,1.8002,15.7455,3.8617,0.1346,3.6158,16.0336,23.0602,5.4873,6.0775,81.8741,28.5045,10.0636,1.4359,1.3985,8.2355,3.2953,9.3214,19.3133,23.5306,8.0725,1.395,24.36,10.1383,3.4428,12.362,8.102,0.9391
25.9289,53.463,130.4664,100.0556,37.9834,240.3596,28.0925,45.0718,5.4487,19.5417,10.2051,8.0235,9.4403,1.1518,45.5258,39.8032,2.6307,63.6221,27.4565,7.7205,285.8981,1.743,15.1982,1.7935,5.2949,3.7701,17.3419,1.7978,15.7984,3.8692,0.1361,3.5898,16.1268,22.9111,5.4129,5.9904,81.8661,29.2095,10.2093,1.4375,1.3963,8.1801,3.3376,9.4999,19.0217,23.4839,8.1282,1.4081,25.5436,10.1246,3.4425,12.2624,8.0889,0.9367
26.1321,54.0857,130.0265,101.0455,38.468,245.1227,27.8234,45.2168,5.5113,19.2617,10.2633,7.9452,9.766,1.15,45.4079,39.6194,2.6553,64.8087,27.517,7.8705,288.7489,1.7464,15.4619,1.8019,5.3052,3.7563,17.4732,1.8223,15.9413,3.9008,0.1333,3.573,16.1824,23.0013,5.2551,6.0486,77.7547,29.9199,10.301,1.4446,1.4175,8.1808,3.3496,9.5506,19.463,23.9917,8.2982,1.4067,25.5914,10.2655,3.4806,12.0892,8.225,0.9502
25.8489,53.3129,129.8777,100.1445,38.1298,243.4562,27.7369,44.7649,5.3701,19.1014,10.1847,7.9024,9.7016,1.1311,44.1344,39.759,2.6034,63.9815,26.8526,7.8173,279.2366,1.6598,15.3907,1.7912,5.3552,3.8763,17.1382,1.785,15.5734,3.8466,0.1315,3.5479,16.09,22.5493,5.1504,5.9822,78.3903,29.4614,10.0511,1.4396,1.3924,8.1456,3.3423,9.4224,19.276,23.6785,8.1018,1.3525,25.5952,10.1652,3.4433,11.8183,8.0169,0.9347
26.033,53.2428,128.6909,100.6583,38.1606,246.5945,27.5834,44.9017,5.3785,19.4258,10.1379,7.8928,9.9884,1.1367,43.8864,39.7552,2.5858,64.2707,27.1988,7.7895,281.9013,1.6468,15.4312,1.791,5.3042,3.911,17.4481,1.7804,15.5719,3.8775,0.1348,3.539,16.1562,22.7381,5.1499,5.9912,79.1317,29.4314,10.113,1.4377,1.3859,8.2722,3.4645,9.272,19.2542,23.7517,8.1152,1.348,25.8056,10.2024,3.4505,11.9535,8.0161,0.9391
26.2762,53.1761,127.5123,100.3934,38.3656,245.6138,27.4316,44.9003,5.3605,19.6179,10.1948,7.8223,10.0292,1.1328,46.9326,39.6737,2.624,64.121,27.1398,7.9113,280.8158,1.6564,15.3257,1.7855,5.2131,3.9109,17.7332,1.7804,15.6259,3.9321,0.1374,3.6244,16.115,23.2808,5.4135,6.068,83.123,29.2671,10.0288,1.4359,1.3837,8.2993,3.4893,9.6505,19.7132,23.8263,8.4113,1.3965,26.3066,10.2021,3.458,12.1198,8.0159,0.9368
25.686,53.0423,125.8258,100.2557,38.4661,242.0711,26.9771,44.0507,5.3336,19.4238,10.0797,7.7338,9.8025,1.1194,46.9294,39.6442,2.5925,63.3785,27.3704,7.9521,279.3165,1.6369,14.9153,1.734,5.0461,3.8623,17.3685,1.7581,15.4288,4.0022,0.1437,3.607,16.0733,22.7651,5.2654,5.9424,80.7461,28.6389,9.9374,1.455,1.3604,8.1895,3.4102,9.7695,19.7119,23.689,8.2696,1.4331,25.6358,10.1378,3.4484,11.869,7.8922,0.9234
25.3411,52.846,124.6487,99.9265,38.0184,240.6068,26.5843,43.4502,5.2624,19.2307,9.9765,7.6018,9.6378,1.1098,46.9283,39.3759,2.5367,62.8851,27.4569,7.8555,277.1577,1.624,14.9885,1.6925,4.9197,3.8266,16.9787,1.7382,15.3414,3.9396,0.1463,3.624,16.0052,22.9115,5.1915,5.7247,80.37,28.475,9.7975,1.4253,1.3477,8.2348,3.352,9.0017,19.5016,23.8393,7.8743,1.3493,25.1943,10.1248,3.4329,11.543,7.8181,0.9189
25.3928,52.9968,124.9563,99.8388,38.0786,241.0391,26.6688,43.4757,5.1903,19.0781,9.9056,7.4771,9.533,1.1077,47.4662,39.0461,2.5082,62.8218,26.986,7.8951,275.7505,1.6205,15.0166,1.67,4.964,3.8471,16.7932,1.7202,15.2944,3.8449,0.1422,3.7001,15.8392,22.7742,5.0742,5.7333,79.229,27.9243,9.7185,1.3989,1.3368,8.1602,3.3637,8.5711,19.8768,23.8942,7.7597,1.3343,24.9302,10.0335,3.3858,11.5404,7.7548,0.9164
24.7751,52.0523,122.772,97.5474,37.5963,237.0205,26.0043,42.8397,5.0482,18.4105,9.6537,7.3451,9.0396,1.0871,46.0024,37.5473,2.435,60.9505,25.9685,7.5504,266.8644,1.5883,14.8902,1.6119,4.772,3.5981,16.2736,1.6671,15.0762,3.8213,0.1363,3.5718,15.5409,21.9953,4.9369,5.5849,76.3569,27.1069,9.411,1.3483,1.2967,7.8779,3.2473,8.4811,19.1171,23.2453,7.5619,1.2564,23.607,9.8425,3.2932,11.3508,7.5207,0.8851
24.7033,52.5398,124.9521,98.3317,37.768,236.2907,26.1249,43.1217,5.0925,18.8403,9.6537,7.3539,9.2245,1.0891,46.7335,37.9751,2.4977,61.0488,25.6489,7.5366,269.1505,1.5818,15.1216,1.6174,4.772,3.5981,16.6888,1.6627,15.1088,3.7462,0.1376,3.6231,15.595,22.4651,5.0213,5.5453,78.353,26.3993,9.6414,1.3884,1.2946,7.9871,3.2681,8.9894,19.2869,23.1548,7.8441,1.2931,23.8805,9.8043,3.3009,11.3886,7.4838,0.8873
24.3317,52.0857,124.5292,97.3483,37.3453,235.5916,25.6286,42.7967,5.0425,18.719,9.637,7.3762,9.0043,1.0683,46.2149,39.6052,2.4749,60.0544,25.3457,7.4174,267.0358,1.5571,14.8533,1.5963,4.6437,3.5933,16.1542,1.6395,14.9334,3.6601,0.1423,3.5741,15.5373,22.3621,5.014,5.4599,77.7793,25.9805,9.452,1.2847,1.2806,7.8739,3.2244,8.6561,19.1294,22.9585,7.8209,1.2542,21.7512,9.7343,3.2413,11.4338,7.4024,0.8767
24.3463,52.184,125.3699,97.3496,37.5522,236.8109,25.7798,43.0089,5.016,18.8972,9.9462,7.306,8.9222,1.0839,46.2155,39.2043,2.4575,59.6121,25.6076,7.4037,267.443,1.5748,14.9712,1.5798,4.7296,3.5008,16.0245,1.6307,14.9663,3.6521,0.1441,3.5998,15.5646,23.0823,4.993,5.4501,76.2821,26.6751,9.5848,1.2829,1.2743,8.0014,3.2494,8.6562,19.3695,22.823,7.9057,1.2763,22.1926,9.7726,3.2182,12.275,7.3409,0.8723
24.096,52.1704,127.3509,96.474,37.6112,236.5063,25.5317,42.4687,4.9348,18.1805,9.8978,7.2689,8.7554,1.0641,46.3254,39.0603,2.429,58.8585,25.1361,7.1536,261.5875,1.5583,15.0849,1.5849,4.5061,3.4359,16.4098,1.6148,14.9515,3.5708,0.1399,3.5989,15.7366,22.8266,4.8861,5.241,73.3916,25.8211,9.3868,1.1937,1.2613,7.7081,3.0616,8.3349,19.4244,22.4703,7.8048,1.226,21.092,9.7573,3.171,12.5218,7.2774,0.8653
23.9626,53.8522,127.9992,96.1299,38.0857,238.7742,25.5875,42.2495,4.9162,17.9549,9.9189,7.1622,8.5689,1.0659,45.7687,38.5184,2.4042,58.2576,25.364,7.0972,259.6574,1.5484,15.2318,1.5763,4.3437,3.3215,16.329,1.6123,15.1339,3.5219,0.1437,3.5213,15.7338,22.7197,4.9697,5.2005,75.9992,25.5707,9.448,1.2388,1.2505,7.6158,2.8576,8.463,19.1912,22.1345,7.7611,1.2258,21.6812,9.8192,3.1473,12.0576,7.1776,0.8629
23.7148,54.266,126.9719,94.8065,37.289,238.735,25.4023,41.9605,4.8532,17.6999,9.8372,7.1346,8.1279,1.0579,43.8113,38.8865,2.3864,56.6737,25.0403,6.8343,253.8307,1.5642,15.069,1.5816,4.4793,3.264,16.8455,1.5723,14.979,3.3686,0.1305,3.4695,15.5688,22.3195,4.7051,4.9624,70.9958,25.1294,9.2439,1.2299,1.2207,7.4963,2.6453,8.2324,19.3279,21.6485,7.3648,1.2711,20.8415,9.665,3.1005,11.3211,6.9426,0.8472
23.7885,54.9858,126.479,95.3373,37.7389,238.876,25.2837,41.8229,4.8536,17.5235,9.9524,7.0737,8.1696,1.0619,44.1805,39.2374,2.4318,57.1704,24.287,6.7935,254.9276,1.5772,15.1771,1.6204,4.7221,3.1861,17.4958,1.5636,15.0565,3.2096,0.1261,3.4612,15.6648,22.292,4.7583,4.9628,70.5025,25.1042,9.51,1.2718,1.2124,7.4332,2.5749,8.0437,18.84,21.4844,7.2948,1.233,21.1473,9.7039,3.0823,10.6707,6.8939,0.8562
23.8756,54.9556,125.981,96.2568,37.7061,238.5213,25.0434,41.7541,4.8982,18.0134,9.93,7.1091,8.3631,1.0795,46.4371,40.8706,2.4424,58.0584,25.4211,7.1245,264.8936,1.5757,15.3167,1.6509,4.8435,3.3498,17.5744,1.6012,15.1768,3.4011,0.13,3.6323,15.7467,22.1754,5.0011,5.23,75.1226,25.9794,9.5802,1.2893,1.2399,7.6337,2.8658,8.2833,19.3502,21.7718,7.5068,1.2713,22.1972,9.5896,3.1241,11.686,7.1281,0.8696
23.8785,54.9624,125.9966,96.2687,37.7107,238.5509,25.0465,41.7593,4.8988,18.0157,9.9312,7.11,8.3641,1.0797,46.4429,40.8757,2.4427,58.0656,25.4242,7.1254,264.9265,1.5759,15.3186,1.6511,4.8441,3.3502,17.5766,1.6014,15.1787,3.4016,0.13,3.6328,15.7487,22.1782,5.0017,5.2306,75.1319,25.9826,9.5814,1.2895,1.24,7.6346,2.8661,8.2843,19.3526,21.7745,7.5077,1.2715,22.2,9.5908,3.1245,11.6875,7.129,0.8697
23.5084,54.8718,126.0126,94.6457,38.0593,238.8243,25.1704,42.1526,4.9438,16.8464,9.8409,7.0142,8.2131,1.0739,44.0105,41.6033,2.4047,57.3839,25.7181,7.016,262.9415,1.5423,15.4275,1.6264,4.577,3.2226,17.2932,1.5706,14.8757,3.3698,0.1297,3.5819,15.7913,21.6228,4.8863,5.0434,73.2691,25.658,9.408,1.307,1.219,7.1623,2.8042,8.1258,18.8855,21.3399,7.3817,1.2525,21.9442,9.5141,3.0647,12.2041,6.9698,0.8587
23.4714,57.0008,125.8775,94.4741,38.6538,237.7918,24.8448,41.8107,4.8918,16.7618,9.7519,6.9281,7.8945,1.0625,43.2903,41.7479,2.3809,56.5128,25.2306,6.88,257.7605,1.5266,15.4101,1.5992,4.558,3.0171,16.7263,1.5578,14.9559,3.2339,0.1237,3.5315,16.2425,21.7166,4.4864,4.9656,69.5426,26.102,9.3965,1.29,1.2173,7.2006,2.6428,8.0083,18.2307,21.0739,7.1718,1.2072,20.9916,9.3738,3.0161,11.5101,6.8984,0.8633
24.06,57.2937,126.549,94.8667,38.8946,237.792,24.8751,41.8813,4.9007,16.5986,9.7634,6.849,7.8041,1.041,43.0465,41.8282,2.3739,55.9713,24.6493,6.811,259.5106,1.5105,15.485,1.5743,4.6035,2.9673,16.3108,1.5733,15.0648,3.242,0.1196,3.5059,16.6082,21.9517,4.5181,4.9952,68.2941,26.2387,9.3616,1.2882,1.2306,7.0914,2.6969,8.0881,18.2007,20.9532,7.2565,1.2058,20.9764,9.3998,2.9698,11.889,6.9112,0.8708
24.1334,57.2958,126.6496,94.9471,38.9427,237.0579,24.8619,42.1412,4.8981,17.0494,9.8154,6.8893,7.9314,1.0307,42.4142,41.8595,2.3971,56.286,25.2463,6.8074,260.0455,1.5129,15.8188,1.5651,4.5758,2.7594,16.3281,1.579,15.1548,3.2724,0.1186,3.4699,16.5182,21.8813,4.6212,5.042,70.1297,26.0608,9.4474,1.3241,1.2299,7.1604,2.683,7.9442,18.251,21.0175,7.4079,1.2419,21.5887,9.3688,2.9559,11.8903,6.9075,0.868
24.361,57.2263,128.317,95.9205,39.627,239.7136,25.2521,42.4905,4.9421,17.9227,9.8375,7.0294,8.1856,1.0462,43.5687,41.883,2.4491,57.3148,26.1158,6.986,266.3475,1.5418,16.1382,1.5844,4.732,2.8801,16.5085,1.6103,15.3931,3.5134,0.1205,3.5465,16.7335,22.0411,4.8318,5.1504,73.8675,25.7856,9.5723,1.3449,1.2476,7.4692,2.7367,8.133,19.6081,21.3928,7.5484,1.2609,22.0582,9.4978,3.0327,12.1165,7.1496,0.8727
24.4757,56.9009,128.3166,96.6394,39.73,242.144,25.3727,42.3141,4.9332,18.1895,9.8832,7.0733,8.3212,1.0404,43.3248,41.8828,2.47,57.5606,25.4476,7.0411,260.1588,1.5434,15.8602,1.6203,4.6966,3.0366,16.9237,1.6219,15.4257,3.4249,0.1185,3.5869,16.6251,21.7474,4.6841,5.2097,74.4911,25.8948,9.4885,1.3501,1.2565,7.5419,2.7534,8.0133,19.0586,21.4379,7.2521,1.2359,21.5869,9.5886,3.0667,12.1392,7.2134,0.8774
24.175,56.3819,127.8162,95.3992,39.4559,241.5415,25.3431,41.8213,4.8357,18.2492,9.7805,6.9856,8.1529,1.0267,43.3257,41.8838,2.4492,57.0206,25.3319,6.8484,255.1872,1.5225,15.743,1.5955,4.5856,3.0437,16.8203,1.5894,15.3389,3.3366,0.1181,3.5511,16.4495,21.4101,4.7053,5.1208,73.4945,25.8681,9.4329,1.3415,1.2365,7.3783,2.662,8.0135,19.139,21.2273,6.9701,1.2536,21.5874,9.3683,3.0236,11.9502,7.0986,0.8609
24.0318,56.7078,127.9856,95.5966,39.4908,241.9095,25.2831,41.6103,4.8447,18.4867,9.7348,6.9329,8.3831,1.0385,44.606,41.8843,2.4422,57.415,24.2574,6.876,255.5942,1.5145,16.0211,1.59,4.4745,3.0793,16.7946,1.6127,15.1759,3.3688,0.1231,3.5421,16.4768,21.4397,4.7898,5.2494,75.6168,26.0596,9.5307,1.3258,1.2543,7.4148,2.7493,8.1532,19.4389,21.3934,7.1677,1.308,23.0319,9.4333,3.0514,12.2078,7.2009,0.8656
24.1614,56.8716,127.9882,95.8601,39.6635,244.3457,25.1026,41.6112,4.8714,18.6946,9.7808,7.0034,8.4449,1.0424,45.0944,41.9119,2.4562,57.613,24.9551,7.0002,256.272,1.5177,16.1283,1.59,4.4191,3.2572,16.717,1.6127,15.0237,3.3608,0.1249,3.6051,16.5313,22.2185,4.8215,5.289,76.1174,26.2514,9.51,1.3938,1.2477,7.5059,2.7037,8.5321,19.5691,21.3788,7.5347,1.33,23.1084,9.4594,3.0638,12.4125,7.2521,0.8585
24.1894,57.5202,128.8232,95.8573,39.731,244.3385,24.8906,41.4689,4.8357,19.1981,9.7004,7.0383,8.383,1.0365,44.9712,41.9909,2.4666,57.5129,24.8963,6.9449,256.5335,1.5113,15.9141,1.5816,4.3482,3.186,16.8723,1.6057,15.0342,3.3366,0.1238,3.605,16.5714,21.9682,4.7792,5.3877,76.6143,24.7482,9.6075,1.3589,1.241,7.6058,2.6454,8.4421,19.5786,21.3028,7.5486,1.2918,23.1533,9.4072,3.0606,12.7454,7.188,0.8561
23.9317,57.3263,130,95.6631,39.56,244.5866,24.6196,40.9055,4.7915,18.8575,9.6892,6.9945,8.2599,1.0307,44.3627,41.965,2.4562,57.0712,24.5482,6.7245,252.772,1.5032,15.9037,1.5374,4.1716,3.1291,16.3015,1.5756,14.8712,3.3125,0.1216,3.6141,16.4364,21.1169,4.5999,5.3582,74.3698,24.2844,9.5169,1.3154,1.221,7.3603,2.5666,8.1732,19.4091,21.1525,7.2806,1.2756,21.5879,9.2777,3.0236,12.5942,7.1116,0.8467
23.7152,57.4533,132.0059,94.9388,39.5235,242.2641,24.4071,40.8681,4.7469,18.6934,9.6315,6.8448,8.2184,1.0248,45.8838,41.9361,2.4491,57.4126,24.6631,6.6828,254.2384,1.4935,15.7105,1.5235,4.2421,3.1432,16.093,1.5732,14.7942,3.3123,0.1212,3.6409,16.3813,20.7487,4.7052,5.3777,76.2375,23.9826,9.4535,1.2874,1.2165,7.3053,2.5997,8.3621,19.5979,21.2117,7.4072,1.3138,21.754,9.2642,3.0142,12.8283,7.0857,0.8466
23.8725,57.5498,132.5065,95.7216,39.3853,240.9223,24.4368,40.9731,4.7468,18.5004,9.5741,6.7304,7.9142,1.015,44.9689,41.962,2.4491,57.1655,24.4302,6.5173,252.6193,1.4903,15.753,1.5263,4.3329,2.9156,15.9629,1.5546,14.8375,3.256,0.1208,3.6228,16.2863,20.6896,4.6946,5.3084,73.7406,23.7909,9.4324,1.2926,1.2031,7.3416,2.5581,8.1228,19.4777,21.2263,7.139,1.2697,21.2975,9.264,3.045,13.0476,7.06,0.8419
24.0293,58.1324,136.0229,95.7173,39.4867,241.1547,25.0391,41.2533,4.7466,18.381,9.5851,6.8444,7.8809,1.0247,45.5762,41.9869,2.4908,57.6057,24.8648,6.4482,253.2807,1.5047,16.0729,1.5594,4.2721,2.9368,16.0141,1.5916,14.913,3.3041,0.122,3.6856,16.2855,20.7327,4.7049,5.2686,72.7392,24.0357,9.4599,1.2891,1.2364,7.3594,2.6286,8.0726,19.6666,21.5721,7.1387,1.249,20.6733,9.3544,3.0819,13.3196,7.3533,0.8537
23.9433,58.1327,136.0235,95.9793,39.3837,244.3161,25.19,41.3593,4.7466,18.4551,9.6767,6.9498,7.807,1.0227,44.2968,41.9336,2.4873,57.5568,25.4459,6.5584,249.5155,1.5224,16.4897,1.5456,4.368,2.7306,16.1959,1.6055,15.0546,3.3684,0.1212,3.7935,16.2992,20.3363,4.5256,5.2884,70.9928,23.7354,9.5577,1.2978,1.252,7.2321,2.6078,8.0327,18.8876,21.5873,6.9271,1.2388,20.1718,9.5361,3.0572,12.9184,7.4938,0.856
24.0635,57.9831,136.2216,97.6356,39.4613,247.0454,25.4371,41.5802,4.792,18.5186,9.7132,6.8986,7.9814,1.0327,44.1849,41.9965,2.5122,58.3569,25.4516,6.7804,252.3966,1.5468,16.4079,1.5542,4.6064,2.7739,16.1476,1.657,15.1886,3.4978,0.1234,3.7853,16.2893,20.664,4.4316,5.5565,69.0119,24.2324,9.6716,1.3747,1.2945,7.2337,2.6998,8.1741,19.2914,22.1198,7.1827,1.314,20.7997,9.7588,3.1011,12.7016,7.8019,0.8704
24.1698,57.6069,135.4158,98.1827,39.3334,250.7539,25.8658,42.6133,4.9263,19.1905,9.7499,7.0761,8.0902,1.0662,43.708,41.8997,2.5651,58.8141,25.7194,6.8923,255.5533,1.5649,16.2622,1.5933,4.5469,2.7973,16.7228,1.669,15.1923,3.6595,0.1267,3.8762,16.212,20.5368,4.5699,5.7062,70.277,24.5389,9.632,1.3873,1.3015,7.554,2.8002,8.3157,19.3161,22.3816,7.1985,1.3452,21.3218,9.8002,3.1173,12.3865,7.8932,0.873
24.2004,57.5464,135.0909,97.7979,39.2677,252.4763,25.9282,42.6519,4.9001,19.014,9.785,7.1558,7.8277,1.0624,43.1627,42.1438,2.5862,58.425,25.1692,6.8791,252.2089,1.5554,16.3918,1.61,4.517,2.7264,16.6722,1.6598,15.1826,3.7885,0.124,3.8765,16.1862,20.3328,4.5492,5.6968,71.9054,24.3222,9.542,1.3316,1.2949,7.5546,2.7588,8.4061,19.3376,22.3231,6.9874,1.3379,20.8976,9.8139,3.0944,12.5921,7.8044,0.8731
24.2787,57.2351,135.2151,97.8972,38.6363,255.5559,26.0104,43.3435,4.9695,19.0375,9.7818,7.2238,7.5704,1.0737,43.6364,44.1632,2.6168,58.2585,25.2773,6.9182,250.9167,1.5484,16.5041,1.6289,4.561,2.7653,16.6409,1.65,15.2213,3.8436,0.1253,3.8842,16.0049,20.3556,4.5055,5.7444,71.1334,24.6422,9.5878,1.3155,1.2945,7.443,2.7247,8.3236,19.2215,22.2254,7.0416,1.3375,21.0734,9.8367,3.0934,12.1411,7.8913,0.8728
24.492,57.881,135.3722,97.6933,38.4614,258.4534,26.0989,43.7633,4.9691,18.8581,9.8268,7.2847,7.3479,1.0893,42.8407,44.1597,2.6166,57.8603,25.5658,6.8488,246.9956,1.5676,16.6204,1.637,4.6212,2.5916,16.7693,1.6522,15.231,3.6744,0.123,3.9019,15.8412,20.3099,4.3891,5.7538,69.0065,23.8481,9.594,1.3102,1.2944,7.3424,2.521,8.0738,19.1301,22.2387,6.8858,1.3301,20.6764,9.81,3.07,12.2689,7.8268,0.8751
24.4767,58.3015,134.3606,97.5588,38.185,259.6591,26.3996,43.3737,4.96,18.6943,10.0666,7.2493,7.3558,1.0814,43.0219,44.158,2.6374,56.9725,25.3905,6.7934,238.9147,1.5547,16.6304,1.6563,4.6665,2.5431,17.0283,1.6498,15.4155,3.5457,0.1208,3.9107,15.7729,20.5147,4.3256,5.6745,66.8826,24.2569,9.5657,1.2944,1.2922,7.3512,2.525,7.9738,19.2292,21.9514,6.8573,1.2565,19.6874,9.8615,3.0205,12.0943,7.8265,0.8703
24.3459,57.1269,132.6739,97.0943,37.873,252.1046,25.8245,43.0181,4.8887,18.4262,9.9401,7.1873,7.3882,1.0794,43.3845,44.1549,2.6441,56.3782,25.4468,6.6138,238.7635,1.5755,16.6827,1.623,4.8025,2.5771,16.8454,1.6404,15.2075,3.4891,0.1195,3.9734,15.5822,20.7189,4.4203,5.4566,67.6265,24.501,9.3975,1.2543,1.2876,7.2415,2.3588,7.9832,19.2279,21.8142,6.7581,1.2329,19.2604,9.757,3.0111,12.3357,7.7749,0.8703
23.7732,56.4794,129.8288,95.2028,37.7374,247.9837,25.3732,42.1386,4.8091,17.4486,9.7804,7.0471,7.0927,1.0541,43.2038,44.157,2.5711,55.151,25.2738,6.4901,232.049,1.5354,16.2453,1.5733,4.631,2.5601,16.3011,1.608,15.045,3.4571,0.1171,3.8747,15.5695,20.5143,4.3255,5.3482,67.2555,23.7647,9.2024,1.2178,1.2654,6.9689,2.2883,7.6746,18.6295,21.1971,6.6032,1.2065,18.6685,9.6018,2.931,11.7835,7.5455,0.8538
24.1009,57.0918,130.6552,94.5401,37.94,246.0157,25.1295,41.9231,4.782,16.9578,9.7452,7.064,6.8126,1.0579,42.7732,44.1529,2.5569,55.0966,24.7776,6.4895,235.2554,1.532,16.0407,1.5704,4.4236,2.5315,16.0919,1.6125,15.0762,3.3202,0.1149,3.8384,15.6898,20.3508,4.1479,5.3378,64.3795,22.6153,9.2435,1.1915,1.2698,6.7954,2.259,7.6739,18.2182,21.1348,6.4333,1.1756,18.4235,9.5879,2.9215,11.8127,7.5448,0.8537
