0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0027.HK,0066.HK,0101.HK,0175.HK,0267.HK,0291.HK,0316.HK,0386.HK,0388.HK,0669.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0868.HK,0881.HK,0883.HK,0939.HK,0941.HK,0960.HK,0981.HK,0992.HK,1038.HK,1044.HK,1093.HK,1109.HK,1177.HK,1211.HK,1299.HK,1378.HK,1398.HK,1928.HK,2007.HK,2020.HK,2313.HK,2318.HK,2319.HK,2331.HK,2382.HK,2388.HK,2628.HK,2688.HK,3968.HK,3988.HK
34.3142,36.8653,95.7809,82.6075,33.4673,132.584,19.2335,35.3655,3.4383,13.1393,5.7799,8.7701,1.3314,1.1796,10.8697,22.6289,1.9393,39.0588,12.4919,5.26,76.4208,1.7786,8.5578,2.4702,1.9591,1.1228,13.9978,1.0385,17.5586,1.2798,0.0967,8.0399,13.522,20.0658,1.306,3.1897,20.3976,26.8626,5.5439,0.8627,0.8843,6.0219,0.479,3.1626,4.7744,8.2969,4.584,0.6096,1.788,5.5662,3.1057,7.7045,2.945,0.6731
34.4749,37.1542,96.1125,82.6162,33.6333,133.0125,19.5914,35.8683,3.539,13.4854,5.8183,8.9434,1.3476,1.1816,10.7672,21.9503,1.9337,39.4287,12.5212,5.3104,77.1029,1.7975,8.4939,2.4237,1.9635,1.1202,13.7085,1.0518,17.5226,1.2659,0.098,8.2948,13.5598,20.1838,1.2939,3.2115,21.2158,27.2733,5.6048,0.8721,0.8916,6.1537,0.484,3.1844,4.6466,8.312,4.6328,0.6067,1.7524,5.5557,3.1133,7.5982,2.9674,0.6789
33.8481,37.1842,95.7951,81.6211,33.4955,132.3965,19.2926,35.3708,3.4611,13.4141,5.7713,8.714,1.3517,1.1744,10.5949,21.6107,1.8987,39.3618,12.8292,5.2358,76.1626,1.7603,8.485,2.416,1.9385,1.1054,13.4184,1.0424,17.315,1.2631,0.0993,8.1009,13.5967,20.3262,1.3348,3.1508,21.0807,26.785,5.5648,0.869,0.8826,6.1976,0.4807,2.8371,4.656,8.2697,4.5087,0.5978,1.8956,5.5225,3.0772,7.4414,2.9631,0.6732
34.2903,37.0102,94.823,81.8772,33.4231,133.2144,19.3659,35.3679,3.4905,14.0018,5.7613,8.7324,1.3476,1.1869,10.5941,21.5042,1.9103,39.7014,12.5766,5.2479,75.9542,1.7726,8.4843,2.4392,1.9509,1.0877,13.9316,1.0423,17.4083,1.2405,0.1018,8.0853,13.6198,20.4661,1.3428,3.1756,20.9974,26.4837,5.5107,0.8581,0.8898,6.4811,0.4724,2.8117,4.8297,8.3685,4.4738,0.6037,1.9759,5.5888,3.0987,7.4265,2.9496,0.6751
34.0011,37.1512,95.2478,81.5062,33.5379,133.7316,19.3464,34.8363,3.4718,14.1018,5.7043,8.6746,1.3315,1.2048,10.7203,22.1581,1.9131,39.3799,12.5482,5.3349,77.0295,1.7694,8.5118,2.4443,1.9717,1.0796,14.0205,1.0461,17.578,1.2391,0.1031,8.2045,13.6314,20.5554,1.3714,3.197,20.8606,26.9177,5.4837,0.8596,0.8933,6.5391,0.4856,2.7543,4.9395,8.3895,4.4805,0.5947,1.9788,5.5775,3.1203,7.6404,2.9627,0.677
34.0252,37.3484,95.6706,81.7115,33.5823,133.828,19.4576,35.2708,3.4976,14.0866,5.7324,8.7124,1.3274,1.2137,10.6621,22.1306,1.8984,39.5146,12.6313,5.3595,77.7661,1.7569,8.5113,2.4337,1.9507,1.0565,13.9526,1.046,17.2646,1.2306,0.1031,8.3236,13.5579,20.3354,1.3325,3.2039,20.5057,26.7801,5.5169,0.8673,0.8915,6.5242,0.484,2.6073,4.9209,8.389,4.4803,0.6036,1.8565,5.566,3.1274,7.7185,2.9537,0.6769
34.8459,37.5864,96.3392,82.4166,33.893,135.7448,20.0623,35.561,3.5283,14.3058,5.8758,8.8296,1.3839,1.2194,10.7226,23.132,1.9281,39.9824,12.8583,5.3859,80.4158,1.7573,8.5043,2.5072,1.9512,1.0609,14.1352,1.0614,17.2313,1.2211,0.1044,8.4454,13.6221,20.6241,1.3145,3.2227,21.1097,27.7119,5.6323,0.914,0.9026,6.5842,0.4891,2.7012,5.0139,8.4624,4.4953,0.6246,1.9166,5.6121,3.1716,7.8491,3.0076,0.6887
34.9749,37.2994,96.2267,82.8108,33.7519,135.3194,19.8364,35.6838,3.5281,14.1901,5.8755,8.8483,1.3758,1.2139,10.6529,22.633,1.9338,39.9345,12.6339,5.3731,80.6135,1.6951,8.5871,2.4967,1.9679,1.0487,13.9108,1.0652,16.6813,1.221,0.1031,8.3851,13.7303,20.713,1.3144,3.2189,20.9181,27.8464,5.6387,0.9093,0.9079,6.5984,0.4923,2.6831,4.9311,8.4833,4.4674,0.6186,1.8748,5.6229,3.186,7.8701,3.0472,0.6905
34.9206,37.2404,96.2215,82.7532,33.7036,134.9985,19.5918,35.6507,3.5279,13.9596,5.8468,8.8287,1.3517,1.2103,10.6177,23.0771,1.9308,39.8637,12.7171,5.323,80.5418,1.7168,8.7347,2.4913,1.9552,1.0432,13.9101,1.0575,17.0401,1.2322,0.1031,8.3847,13.6932,20.3644,1.3205,3.1651,21.2162,28.2527,5.625,0.9,0.9025,6.5762,0.4956,2.6722,4.995,8.4615,4.4188,0.6082,1.8836,5.6003,3.1641,7.9126,3.0515,0.6905
34.7099,37.068,95.4679,83.1217,34.0273,134.4711,19.2914,35.5246,3.5315,13.5282,5.7804,8.7134,1.3356,1.212,10.4676,22.8405,1.9278,37.988,13.1079,5.3228,79.5952,1.7322,8.5956,2.46,1.9217,1.0161,13.7754,1.0499,16.8407,1.2097,0.1018,8.4142,13.5595,20.0418,1.3735,3.1506,20.7802,27.0009,5.6315,0.869,0.8952,6.4157,0.4873,2.6685,4.9948,8.3972,4.4256,0.6067,1.964,5.5778,3.1567,7.8051,3.0514,0.6886
35.1546,37.6945,96.4313,83.7047,34.5376,135.8281,19.4785,35.7738,3.576,13.7004,5.8938,8.9432,1.3396,1.2192,10.6057,22.7617,1.9424,38.6733,13.3034,5.4474,80.9424,1.7664,8.577,2.4886,1.9175,1.0418,13.9094,1.0764,17.3138,1.197,0.1031,8.5636,13.5352,19.7842,1.3939,3.1757,21.052,27.9523,5.7119,0.8844,0.9133,6.5103,0.4973,2.6613,4.9673,8.6673,4.5153,0.6096,1.961,5.6668,3.2363,7.7551,3.0955,0.7078
35.5737,37.8372,96.2178,83.9177,34.3058,136.5605,19.5536,35.9924,3.5946,14.5622,5.9317,8.9815,1.3596,1.2192,10.744,23.05,1.9803,38.7193,13.3874,5.5347,82.0214,1.7881,8.577,2.5588,1.9426,1.0445,14.0437,1.0878,17.7873,1.2209,0.1031,8.5936,13.5353,20.325,1.4612,3.2115,21.2154,29.3393,5.779,0.9015,0.9241,6.8381,0.5006,2.7617,4.8665,8.9162,4.5844,0.6067,1.9253,5.7003,3.3087,7.0339,3.1177,0.7136
35.7952,37.8786,96.3577,83.3091,34.5497,136.8161,19.4291,35.9422,3.5921,14.4666,5.9054,9.0037,1.344,1.2196,10.6785,22.953,1.9576,38.5267,13.3081,5.4991,82.1841,1.7825,8.4874,2.5103,1.9224,1.0368,13.4221,1.0825,17.8123,1.2171,0.1032,8.5815,13.6247,20.3963,1.425,3.2412,21.277,26.874,5.734,0.8971,0.9172,6.8331,0.5057,2.7196,4.8957,8.8197,4.6274,0.6069,1.8842,5.6688,3.2809,6.622,3.1276,0.708
36.0286,38.0471,96.9945,83.7284,34.7564,137.3297,19.6152,36.0647,3.6179,15.2126,5.9807,9.2713,1.3921,1.2177,10.6202,23.1349,1.9604,39.3016,13.5588,5.611,83.3248,1.8103,8.4313,2.5257,1.9139,1.0772,13.6226,1.0937,18.2751,1.2634,0.1032,8.5361,13.7086,21.0516,1.4576,3.3019,21.2484,26.7635,5.8007,0.925,0.928,7.0366,0.5057,2.723,4.9045,9.0111,4.7307,0.6113,1.8662,5.7464,3.3603,7.1858,3.176,0.7138
36.0793,37.903,97.4189,83.5123,34.4298,136.4876,19.6143,36.0631,3.6251,15.4849,5.9236,9.2518,1.392,1.2159,10.5967,23.0029,1.9428,39.1169,14.1173,5.6731,83.4559,1.7792,8.5698,2.4866,1.9305,1.0529,13.6219,1.0861,18.2459,1.3027,0.1032,8.5208,13.599,21.0635,1.4269,3.3555,21.0026,25.8376,5.8005,0.9079,0.9207,7.0509,0.5156,2.791,4.886,8.9325,4.7235,0.6202,1.872,5.7127,3.3312,7.2141,3.1759,0.7118
35.4869,37.9704,97.124,83.1104,34.5786,137.0477,19.526,35.9793,3.5964,15.0581,5.8969,9.1968,1.4165,1.218,10.5536,23.4285,1.9434,39.585,13.506,5.6996,82.7371,1.7828,8.5166,2.4977,1.931,1.0153,13.4467,1.0902,18.3077,1.3171,0.1019,8.5231,13.4574,20.7989,1.4089,3.3349,21.09,26.0351,5.7752,0.9019,0.921,6.8197,0.5108,2.7917,4.9332,8.9207,4.6972,0.6218,1.8964,5.7477,3.3321,7.1446,3.2122,0.7158
35.1791,38.2055,97.3563,82.7539,35.003,136.8638,19.4734,35.7363,3.5488,14.6154,5.8127,8.9877,1.3967,1.2093,10.325,23.0921,1.9145,39.478,13.3966,5.5385,83.6291,1.7583,8.4441,2.4357,1.9314,1.0141,13.0687,1.0828,18.1216,1.3159,0.098,8.4948,13.5689,20.7254,1.4071,3.2818,20.5223,25.7134,5.7763,0.8897,0.9103,6.595,0.5109,2.6704,4.9432,8.8085,4.6083,0.6071,1.9952,5.7265,3.34,7.1459,3.1862,0.7102
35.283,38.2615,97.6755,82.9643,34.9093,136.965,19.173,35.6106,3.5487,14.1408,5.7842,8.8342,1.4288,1.211,10.2672,23.2226,1.8941,39.3855,13.4242,5.5134,83.3572,1.78,8.4901,2.4226,1.9314,1.0182,13.1803,1.079,18.3769,1.2976,0.0993,8.0609,13.6654,20.7378,1.3989,3.253,20.9301,26.1209,5.8097,0.8881,0.903,6.2888,0.5026,2.7061,4.9523,8.7514,4.5598,0.5996,1.9743,5.7486,3.3254,7.0886,3.1684,0.7063
35.4353,38.2849,97.5552,82.7938,34.2543,135.9011,18.7956,35.4185,3.511,14.2538,5.8024,8.7564,1.4486,1.1965,10.3119,23.3243,1.8763,40.1577,13.5622,5.4503,83.0088,1.7673,8.526,2.3885,1.8684,0.9748,13.1785,1.0694,18.2797,1.282,0.1006,7.671,13.5304,20.5418,1.4253,3.2275,20.7095,25.7637,5.7619,0.8958,0.9047,6.4482,0.5009,2.6914,4.8966,8.7502,4.345,0.598,1.9919,5.6588,3.296,6.8947,3.1813,0.7062
36.3025,38.4019,98.3133,82.9596,34.8144,136.3299,19.3406,35.7334,3.5336,14.6716,5.8028,8.7762,1.4327,1.2038,9.7826,23.8241,1.8823,41.9905,13.7311,5.4008,84.7687,1.783,8.7489,2.3965,1.7599,0.9478,13.3586,1.0771,18.2812,1.2624,0.1019,7.866,13.7131,20.5047,1.4131,3.0952,20.4934,26.3099,5.8429,0.8912,0.9138,6.5726,0.4959,2.7024,4.8603,8.4947,4.2694,0.6026,2.0308,5.7372,3.3035,6.9239,3.2213,0.7101
36.1902,38.5365,98.0785,82.8893,35.2483,135.8835,19.4115,35.882,3.5217,15.0421,5.8584,8.8127,1.4404,1.2107,9.6884,23.7929,1.8615,41.6617,13.6723,5.3748,86.0322,1.7329,8.7008,2.3439,1.7052,1.0192,13.2439,1.0825,17.9365,1.2692,0.1045,8.1186,13.7708,20.552,1.4292,3.0982,21.632,25.8148,5.8819,0.8801,0.9137,6.7315,0.4908,2.6875,4.8043,8.5641,4.2754,0.6009,2.0632,5.8696,3.3245,6.6795,3.2516,0.7312
36.1648,38.3947,98.7237,83.3689,35.0401,136.8271,19.2995,35.8827,3.5515,15.1718,5.9153,8.7937,1.4485,1.2107,9.7578,24.2651,1.8819,42.1885,13.7285,5.3749,87.1128,1.7516,8.6825,2.3544,1.747,1.0274,13.2442,1.0825,18.1452,1.2565,0.1045,8.044,13.8801,20.5396,1.47,3.1054,22.0134,26.1145,5.9692,0.8864,0.9137,6.7171,0.4925,2.684,4.8686,8.4434,4.1995,0.6054,2.0722,6.0925,3.3319,6.7725,3.2694,0.7389
36.3999,38.7648,99.1511,83.0492,35.2718,136.8252,19.3742,36.1006,3.544,15.6457,5.8868,8.8511,1.4364,1.2197,9.7231,24.8412,1.8907,42.7824,13.4487,5.3748,87.3138,1.7547,8.923,2.2971,1.7219,1.0584,13.1098,1.092,18.0313,1.2987,0.1058,7.9841,14.0737,21.1187,1.4802,3.0659,22.3668,26.087,6.0429,0.8755,0.9245,6.8336,0.4925,2.6696,4.7676,8.614,4.1166,0.6069,1.9916,6.1147,3.3753,6.8582,3.3003,0.7427
36.7621,38.7316,100.4253,82.6675,35.314,137.1223,19.4843,36.3147,3.5845,15.7587,6.0091,8.8692,1.4403,1.2195,9.8947,24.5239,1.8554,42.6172,13.4751,5.3492,88.9213,1.7545,9.0237,2.2578,1.7593,1.1083,12.974,1.0938,18.3037,1.2873,0.1109,8.1027,14.181,21.2965,1.5311,3.0978,22.5818,25.9478,6.0288,0.8986,0.9244,6.9493,0.4908,2.7625,4.7854,8.6485,4.2266,0.6098,2.0421,6.114,3.3459,6.7288,3.3265,0.7407
36.5288,38.5061,100.3246,82.3543,34.759,137.6538,19.3544,35.9114,3.5773,15.3287,5.9622,8.8123,1.4243,1.2017,9.711,23.7656,1.8147,40.7222,13.3921,5.2997,87.0393,1.7484,9.1632,2.245,1.8054,1.0989,12.9972,1.0749,17.8882,1.2874,0.1096,7.9836,14.1577,21.3622,1.4822,3.0729,22.42,25.8951,5.9554,0.8925,0.9136,6.8988,0.4892,2.7949,4.7307,8.521,4.2959,0.6069,1.9766,6.1255,3.2954,6.7649,3.2825,0.7273
36.1866,37.9056,98.3902,81.9784,34.1071,136.1835,19.2035,35.9414,3.54,14.8683,5.9146,8.6777,1.4202,1.1891,9.411,23.5809,1.8088,39.7598,13.2236,5.1997,84.8101,1.7234,8.9776,2.2215,1.776,1.0773,12.7058,1.0654,18.1146,1.2634,0.1083,7.8188,14.0117,21.4384,1.4841,3.0477,22.4461,24.5338,5.8679,0.8677,0.9009,6.6799,0.4842,2.7732,4.7213,8.3783,4.2681,0.6009,1.9109,6.0361,3.2808,6.7931,3.2071,0.7176
36.0026,37.9619,97.6382,81.8176,33.8279,134.8223,19.2594,35.8452,3.5287,14.6956,5.9145,8.6393,1.4041,1.1729,9.1114,23.1875,1.8,38.4102,13.1955,5.1372,83.8647,1.742,8.8849,2.2032,1.7551,1.0853,12.5937,1.0578,17.7734,1.2578,0.1083,7.8637,13.9993,21.3736,1.4882,3.0548,21.5206,24.6422,5.908,0.8723,0.8955,6.5923,0.4792,2.7051,4.767,8.3782,4.2265,0.6113,1.9675,5.9803,3.2879,6.693,3.2159,0.7138
36.0799,37.7041,98.2778,81.6023,33.6874,134.8176,19.1837,35.8121,3.5472,14.4796,5.8953,8.6198,1.3961,1.1549,8.9728,23.1605,1.8174,37.9058,13.5025,5.0747,84.7381,1.7544,9.0326,2.2213,1.7592,1.1272,12.8393,1.0559,17.7538,1.276,0.1083,7.7883,13.8293,21.2956,1.5024,3.0046,21.5471,24.6685,5.8743,0.863,0.8936,6.5266,0.4775,2.7516,4.7394,8.2783,4.3507,0.6142,2.0003,5.9244,3.3023,6.6428,3.2113,0.7137
36.1556,37.8151,100.4132,81.2242,33.5222,134.0753,19.1822,35.9366,3.5392,15.0817,5.8759,8.6191,1.4,1.153,9.2024,23.8136,1.8406,38.2,13.5014,5.0868,83.7202,1.7667,8.9764,2.2628,1.7507,1.1136,13.2856,1.0596,17.9607,1.3054,0.107,7.9229,13.7797,21.2682,1.4492,3.1118,20.6748,24.6937,5.894,0.8722,0.8972,6.628,0.4741,2.8302,4.7298,8.3559,4.3089,0.5993,2.0836,5.9685,3.331,6.7708,3.2111,0.7175
37.432,37.9226,100.3961,81.8473,33.4701,134.3658,19.4411,36.2809,3.5808,15.4238,5.8844,8.9432,1.3556,1.1779,9.4542,24.0452,1.8957,38.6506,13.4712,5.6468,84.5821,1.8036,9.0211,2.3378,1.8131,1.0783,13.7082,1.0821,18.3457,1.4035,0.107,8.0118,13.7774,21.5734,1.4551,3.4334,21.1337,25.8587,5.9466,0.9185,0.9187,6.7652,0.5238,2.7903,4.7198,8.8095,4.2875,0.6022,2.0594,6.0899,3.6128,6.7839,3.3122,0.7328
37.5946,37.9851,100.8395,81.8063,33.2196,134.8036,19.5751,36.573,3.5698,15.2681,5.961,9.0211,1.3678,1.1745,9.398,23.7868,1.8522,38.0848,13.7247,5.6103,84.0553,1.8349,9.031,2.2809,1.7549,1.1082,13.6431,1.0841,18.178,1.4051,0.107,8.028,13.6825,21.641,1.4247,3.3838,21.436,25.3458,5.9609,0.9078,0.9207,6.7808,0.5288,2.7907,4.7755,8.7752,4.3157,0.6023,2.0656,6.1242,3.6206,6.8492,3.2906,0.731
37.7043,38.4461,100.8528,82.7727,34.501,135.1349,19.5402,36.5459,3.5933,15.3563,5.9807,9.0415,1.4122,1.1765,9.5144,23.2135,1.8787,38.8214,13.5588,5.6858,84.7405,1.829,9.2302,2.2786,1.7635,1.0907,13.5107,1.1051,18.1615,1.4222,0.1019,8.1193,13.9992,21.6696,1.4433,3.4702,21.5749,25.8387,6.0488,0.9048,0.9352,6.8327,0.5389,2.852,4.822,9.0965,4.3232,0.6009,2.0927,6.1807,3.8818,6.793,3.3795,0.7484
37.5257,38.1089,99.3647,82.3582,34.0176,134.7336,19.449,36.3274,3.5746,15.4013,5.9152,8.9276,1.3802,1.1766,9.5617,23.033,1.876,38.5747,13.6723,5.7364,84.3465,1.8137,9.1842,2.2633,1.7637,1.0774,13.4229,1.0977,17.9838,1.4392,0.1006,8.1052,13.9404,21.5693,1.4414,3.4241,21.3599,25.8963,6.0295,0.9003,0.9372,6.8335,0.5257,2.8273,4.7859,9.1331,4.3652,0.595,2.087,6.1592,3.9112,6.7795,3.4065,0.7427
37.2703,38.4576,98.5243,81.8414,34.3951,135.0707,19.4899,36.1425,3.5522,15.2172,5.8973,8.9292,1.3524,1.2127,9.3214,24.5309,1.853,38.6272,13.8704,5.8122,83.6194,1.8326,9.3179,2.1882,1.7389,1.0667,12.6868,1.113,18.1006,1.4676,0.1032,8.1819,13.9065,21.6503,1.409,3.5107,20.8737,25.6016,6.0104,0.9159,0.9518,6.7691,0.5374,2.8779,4.7317,9.2557,4.3452,0.5832,2.0427,6.1046,3.9047,6.7736,3.5531,0.7698
36.1097,37.7363,95.2864,80.814,33.5979,132.1135,18.9983,35.72,3.4785,14.8115,5.8108,8.659,1.2959,1.1891,9.1926,23.4772,1.7768,37.9782,13.6157,5.6862,81.1059,1.7577,9.278,2.0915,1.7427,1.03,11.9905,1.0844,17.5756,1.4223,0.1006,7.9544,13.8307,21.2462,1.3658,3.3415,20.4065,24.3989,5.8212,0.8816,0.9281,6.6292,0.5207,2.9095,4.5656,9.2251,4.213,0.5831,2.072,5.9584,3.7155,6.9863,3.455,0.7523
36.2906,38.2453,97.1021,81.1272,34.0136,133.0453,19.353,36.1,3.4975,14.7674,5.8861,8.735,1.2998,1.1926,9.3187,23.5019,1.7912,38.7759,13.3632,5.823,80.6286,1.7793,9.3246,2.1304,1.7217,1.0218,12.1239,1.1108,17.6881,1.4447,0.1019,7.999,13.9508,21.2448,1.3861,3.4631,20.3642,24.6149,5.8745,0.8971,0.9461,6.4466,0.5223,2.9022,4.712,9.7864,4.1851,0.5875,2.0093,6.0805,3.9325,6.7859,3.5521,0.783
36.0559,37.7866,95.7115,81.2888,33.7591,132.631,19.4472,35.9099,3.5014,14.0208,5.8105,8.5054,1.2317,1.1927,9.1116,23.2667,1.7679,39.3943,13.2238,5.873,79.3499,1.739,9.3625,2.0654,1.6632,1.0205,11.7216,1.107,17.2909,1.4419,0.098,7.8489,13.8786,21.0523,1.3719,3.5133,20.3103,22.3308,5.7875,0.8832,0.9443,6.119,0.524,2.9166,4.758,10.0356,4.1092,0.589,1.9199,6.1364,3.9109,6.8146,3.561,0.7753
35.9846,37.9092,95.1947,81.9423,33.7891,134.0166,19.4886,35.8533,3.4867,13.5495,5.8496,8.4688,1.2439,1.2485,9.1365,23.1665,1.9025,39.9739,13.4221,5.974,79.703,1.789,9.3833,2.2115,1.6301,1.0153,12.2833,1.1337,17.8626,1.4253,0.1006,7.8956,13.9298,21.0822,1.3701,3.5821,20.2871,22.7434,5.8893,0.9066,0.9662,5.9308,0.529,2.6914,4.7314,10.4004,4.1101,0.5861,1.9799,6.1042,4.0493,6.8589,3.7608,0.8005
36.4905,38.4065,96.1814,81.8548,33.913,133.9425,19.6055,36.5946,3.4914,13.8112,5.9077,8.4515,1.2643,1.2739,9.1846,23.067,1.9234,40.715,13.7888,5.913,80.1933,1.7335,9.6589,2.2484,1.6472,1.0142,12.0623,1.1681,18.0088,1.4369,0.0993,7.9876,13.7997,21.0742,1.3786,3.5578,20.1826,23.0207,5.9845,0.9006,0.9918,5.9905,0.5192,2.4626,4.7875,10.3885,4.1801,0.5729,2.0132,6.1056,4.0502,6.789,3.8236,0.7949
36.2301,38.0631,95.2204,82.177,33.868,133.2163,19.7188,36.3731,3.4954,13.4525,5.9269,8.5286,1.2041,1.2883,9.1389,23.1466,1.8972,42.0663,14.0411,5.8384,79.9944,1.7118,9.2254,2.2173,1.6682,1.0142,11.7719,1.2136,17.7822,1.437,0.1006,8.0782,13.8245,21.1395,1.3562,3.5293,19.6652,22.5318,5.8305,0.8867,1.028,5.8085,0.5192,2.3014,4.7327,10.8373,4.125,0.5789,2.0103,5.9721,4.1228,6.7464,3.8725,0.8315
35.6279,37.9485,95.7576,81.381,34.147,132.6948,19.4191,35.959,3.4532,13.3377,5.8985,8.3178,1.2202,1.2363,9.0353,22.5963,1.8155,40.4655,14.4329,5.826,78.1066,1.6528,9.1689,2.1445,1.5888,0.9845,11.2572,1.1473,17.3845,1.4229,0.0993,8.0181,13.6914,20.6115,1.3398,3.5652,19.3654,21.4708,5.8574,0.8386,0.9737,5.8086,0.5109,2.305,4.641,10.1614,4.0076,0.558,1.9745,5.8719,3.92,6.5535,3.6025,0.7988
35.4629,37.6239,94.8786,81.2036,34.6039,132.7698,19.396,36.206,3.4524,13.7658,5.8972,8.2968,1.2079,1.2342,8.9411,22.5127,1.8005,40.8453,14.4017,5.7623,77.8869,1.6556,9.2423,2.1232,1.6595,0.9478,11.4337,1.1565,17.3806,1.3917,0.1006,8.0916,13.8095,20.5812,1.4131,3.5823,20.2337,21.0035,5.8896,0.84,0.9699,5.8729,0.5058,2.3296,4.6033,10.401,4.0067,0.5505,2.0367,5.9152,3.9336,6.6521,3.7433,0.8006
34.7873,37.601,95.2149,80.5256,34.7486,133.104,19.399,36.2434,3.4069,13.5092,5.8887,8.2981,1.2241,1.2183,8.8618,22.6734,1.7803,40.5085,14.4039,5.7258,76.4826,1.6527,9.2815,2.1001,1.6263,0.9547,11.2565,1.1491,17.2791,1.3539,0.0993,8.0026,13.7874,20.5715,1.3826,3.5219,19.9096,20.9251,5.7697,0.8262,0.9646,5.8446,0.501,2.4984,4.5949,10.488,4.0971,0.5163,2.0817,5.8381,3.9125,6.503,3.7218,0.7891
34.4991,37.6872,94.3571,79.8351,35.0506,132.9995,19.3803,36.1478,3.4146,13.811,5.9833,8.3173,1.2803,1.2039,8.9886,22.8307,1.7599,40.051,14.6277,5.7383,76.6849,1.6496,9.1872,2.1053,1.6472,0.9479,11.2565,1.1359,17.1749,1.3427,0.0993,7.9725,14.0055,20.404,1.4092,3.5649,19.7459,21.1972,5.7966,0.8448,0.9574,5.9685,0.501,2.5378,4.6682,10.5307,4.18,0.4955,2.0161,5.7935,3.8763,6.3958,3.7882,0.7911
33.8422,37.3113,93.601,78.7149,34.6769,132.2596,19.2479,35.8588,3.3952,13.6377,5.9357,8.1826,1.2482,1.1985,9.0111,22.8031,1.7598,39.6598,14.5988,5.6132,75.4664,1.5843,9.1866,2.1468,1.6136,0.9465,11.3453,1.1396,16.8518,1.3173,0.0942,7.9419,13.9198,20.3642,1.3785,3.4823,19.7175,20.8422,5.7224,0.8525,0.9519,5.9463,0.4959,2.4982,4.5854,10.3166,4.0969,0.4955,2.0458,5.7263,3.8615,6.4026,3.7171,0.7872
33.3932,37.2497,92.8402,77.113,33.9531,131.1997,18.9647,35.3449,3.368,13.1477,5.9066,8.1051,1.252,1.1912,8.9871,23.2986,1.7304,39.1295,14.5692,5.413,72.8282,1.5686,9.0819,2.0971,1.6344,0.9464,10.9637,1.1319,16.6226,1.3101,0.0954,7.7906,13.785,20.7225,1.3497,3.4425,19.3063,19.8877,5.6011,0.8183,0.9427,5.8946,0.4876,2.5446,4.6491,10.4791,3.979,0.4954,2.0873,5.6812,3.8611,6.2447,3.6592,0.7755
32.9692,37.2153,91.8614,77.0482,33.2746,130.9707,18.9806,35.2439,3.333,12.0682,5.8868,8.0847,1.0392,1.1838,8.7668,23.2688,1.7448,38.5747,14.4552,5.3997,70.9967,1.5932,9.0711,2.1462,1.6717,0.9462,11.0403,1.1488,16.6485,1.3155,0.0954,7.4661,13.6255,20.3588,1.3271,3.4348,19.3579,19.1502,5.4929,0.7763,0.9607,5.5295,0.4875,2.5334,4.8684,10.4348,3.8126,0.4552,2.0274,5.6692,3.904,6.0509,3.8002,0.7966
33.4368,37.2686,91.6368,76.6149,34.0835,131.2696,19.1658,35.5905,3.3594,12.4547,5.8577,8.1796,1.007,1.1765,8.7658,23.6068,1.765,38.7762,14.2579,5.449,75.4382,1.6054,9.0795,2.1876,1.6381,0.9448,11.2963,1.1467,16.9213,1.321,0.0954,7.4503,13.8783,20.4467,1.3371,3.4559,19.492,13.6267,5.5124,0.7886,0.966,5.6454,0.4974,2.5761,4.6754,10.5261,3.8605,0.4581,2.0868,5.624,3.9977,6.2716,3.8219,0.7965
33.9073,37.6413,92.492,77.9403,34.2452,133.4612,19.4089,36.0994,3.367,12.4544,5.9333,8.1794,0.9869,1.198,8.8463,24.2089,1.7766,39.0268,14.2855,5.3491,77.9982,1.6302,9.051,2.1798,1.6214,0.9529,11.3184,1.1581,17.0913,1.321,0.0928,7.638,13.9869,20.4719,1.3391,3.3807,19.2735,15.5575,5.7001,0.7762,0.9714,5.6161,0.4941,2.4829,4.6294,10.5828,3.9917,0.4744,2.0003,5.557,4.0266,6.2215,3.8484,0.8022
33.9643,38.2211,93.2549,78.6943,34.3892,134.1064,19.6364,36.901,3.3751,12.1831,6.0003,8.2571,0.991,1.1892,9.2737,23.4785,1.8381,39.3293,14.3993,5.3498,76.1883,1.6242,9.2125,2.2685,1.6007,0.9706,11.8793,1.198,17.4156,1.3394,0.0929,7.5639,13.8919,20.5133,1.3271,3.4671,18.9489,15.1515,5.6203,0.7872,1.0041,5.4712,0.4942,2.2754,4.6209,10.9541,4.2754,0.4626,1.9588,5.6914,4.0995,6.2152,4.1453,0.8331
34.0063,38.1521,92.4765,78.8297,34.1466,133.4389,19.6866,37.1447,3.3626,12.0789,5.9796,8.178,1.0068,1.1745,9.1672,23.5237,1.8201,39.2031,14.2272,5.3108,76.0304,1.6393,9.1532,2.234,1.6127,0.9541,11.6967,1.1768,17.363,1.3376,0.0954,7.5466,13.8756,20.5458,1.3205,3.4803,18.9431,15.5549,5.7192,0.7807,1.0002,5.4404,0.4923,2.2819,4.6378,10.8228,4.2603,0.4892,1.9493,5.7008,4.1128,6.149,4.1131,0.8156
