ADS.DF,AIR.DF,ALV.DF,BAS.DF,BAYN.DF,BEI.DF,BEI.DY,BMW.DF,BNR.DF,CON.DF,DB1.DF,DBK.DF,DPW.DF,DTE.DF,EOAN.DF,FME.DF,FRE.DF,HEI.DF,HEN3.DF,HNR1.DF,IFX.DF,MBG.DF,MRK.DF,MTX.DF,MUV2.DF,PAH3.DF,QIA.DF,RWE.DF,SAP.DF,SIE.DF,SRT3.DF,SY1.DF,VOW3.DF
78.27492316,69.67460927,168.3072652,91.04814445,143.4175839,86.54943434,86.31029296,103.084196,57.41587104,237.6604597,92.96895436,30.08442454,31.31216322,18.50603257,13.57072489,88.17515694,69.12611987,79.94342794,118.4188628,106.5276125,11.61042375,92.58062386,104.0188219,95.69933462,189.2255542,80.07945331,28.82103404,21.04553852,73.11363785,103.5811274,50.84990436,67.29965014,214.6787536
78.33717395,69.04170748,167.912167,90.75815201,141.6751788,86.34212074,86.21723174,102.6642368,57.63079661,234.4407572,91.81532646,30.07666767,31.02286618,18.45947084,13.55483873,87.66660147,68.55310665,79.58496845,118.8636549,106.5390824,11.73299304,91.82628163,104.0281562,91.18978593,187.502212,79.70109331,28.82010903,20.96272845,73.4982729,102.9775548,51.77635078,67.01280896,213.8450271
78.94052134,69.40495676,168.2357076,87.31918946,142.0270351,87.40750217,86.46917965,100.4557047,58.22015236,233.2559385,92.89392911,29.96394967,30.82555052,18.54566856,13.42463544,87.28386438,68.96670495,78.68110276,120.4916502,105.4917368,11.63740702,90.37701695,103.0233967,88.68362079,187.6037883,78.72415521,28.92737927,20.91576084,72.8800618,102.4427406,52.2193039,67.1629179,209.6322892
77.3389012,66.39052079,163.5155588,84.6451615,137.7569175,84.62314143,84.42496077,97.89353856,56.78096083,226.6966539,90.508006,28.91455816,29.98803673,17.9221376,13.17350881,85.13841114,67.45078732,76.46800731,116.4256322,102.9559534,11.25225742,88.06377787,101.026995,87.49565998,184.4423354,76.69261205,27.9057085,20.54472832,71.04776628,100.4115339,50.78379389,65.38860746,204.7866811
79.19518658,68.45346371,167.8177361,86.56761128,143.1725988,86.25625699,85.80034536,100.6886401,56.07379491,231.5141512,91.73831638,29.83641403,30.72177218,18.38547058,13.38156242,87.10358544,68.98165402,81.50810413,118.3913552,107.4717156,11.33107205,90.57740969,102.8836878,90.40505285,188.4805409,78.39456127,28.84908735,20.74286732,72.55666841,102.7469143,52.4018159,65.42887922,213.0552899
79.75565004,69.10159117,166.4361055,86.17560262,147.6096445,85.82497956,85.93593622,99.50593622,57.46445626,227.2392478,91.25963696,29.96295944,30.42764595,18.54085854,13.28927964,87.24855356,69.50991169,74.47411284,117.3366721,107.1208921,11.38415372,90.13786509,104.9161832,90.46296811,187.5167621,76.90073508,29.08373884,20.58246116,72.65442355,102.8934432,52.67645429,66.54071137,206.5125429
81.50169432,68.47559112,165.5003701,85.68826321,145.056362,85.57936402,85.38136549,99.06636379,57.32607398,223.6613379,90.694326,31.17211834,30.19037564,18.12346532,13.20320188,82.70618537,68.47339114,74.46944658,118.1754218,105.7092144,10.85581932,88.76824032,102.8382358,89.92433173,185.3904223,75.74213712,29.14923338,20.60064691,72.08246432,105.764214,53.04875577,65.97750969,203.866985
81.77941153,70.71963405,163.6158435,86.18753224,144.8277093,85.12497777,85.33332178,100.3340908,56.03686383,224.0465729,90.41033643,31.19205951,30.22413709,18.0338192,13.20243118,81.15437949,69.0265648,75.97867557,118.263738,105.0602102,11.29443863,89.42125064,101.5402929,91.26673998,183.5828759,75.10253417,29.0351507,20.82453243,71.38523834,106.7368313,53.92688724,66.28629275,200.2843899
81.38119564,71.71873259,166.3774264,86.83455204,145.7245305,87.59254328,87.80156844,100.8436383,57.91537112,225.3610261,92.01507561,31.15343986,30.77510432,18.59113777,13.19828864,84.02481384,71.52070876,76.64842597,120.3973919,108.6083729,11.13113983,89.83791355,102.8337778,93.6740753,185.4273194,75.19625117,29.28431488,20.99712737,71.87055087,107.8261788,55.90047859,69.77039808,202.3693587
81.22481488,71.18564493,167.5202167,87.03246318,145.7171314,88.12928061,87.72345816,99.21700803,58.44391683,238.0093826,91.74877814,30.47485297,30.67030583,18.64808997,13.25503866,84.15112379,71.43462249,78.00894617,120.9241218,108.4379522,11.05043562,90.16936103,102.8540546,93.57388234,186.4479952,76.33849322,29.49791768,20.87791981,72.14536018,108.102326,54.81345113,69.87823855,202.1982935
81.01160233,72.46885799,168.774535,88.22959435,147.0186129,90.48657977,90.38844997,101.2677739,57.80608507,241.6282798,91.42426454,30.37542568,30.79749286,18.7504243,13.37836286,83.38852417,70.78102541,77.88344234,121.8445028,111.8025532,11.24240419,91.94435248,104.3359657,93.16225235,186.3833826,78.47440181,29.50686791,21.06737793,72.58879441,109.095261,53.82801197,69.25783284,205.6484432
80.0647509,73.25093902,169.8803959,88.98757376,146.6086412,90.58136472,90.82530116,100.6385467,61.43260162,243.7176574,92.70678397,30.29077941,29.93636055,18.56542227,13.47119817,83.50720812,70.11695747,78.46111497,122.2963829,109.3885357,11.16200618,91.66431122,103.3152842,95.02910258,190.0603929,77.39238898,28.80790842,21.1327712,72.52569303,110.1137816,55.22206751,66.39884114,205.2128929
80.43705182,72.98317161,168.1340778,88.87251296,145.2281856,89.58678837,89.79931817,101.5235136,60.28615932,244.0762339,91.42067954,29.95136463,29.48138894,18.50104777,13.24805605,82.82089123,69.68457765,78.91976433,120.7333593,106.8893433,11.0427855,91.68031646,100.0982494,93.88558701,190.0969512,77.23376761,28.3319752,20.97910142,71.76495956,110.2032745,53.00898558,65.8787605,207.3808824
81.26210117,73.20315882,172.2758304,90.67958863,145.8643285,90.32236601,90.53669958,102.879016,60.22553576,247.7674122,91.98317642,30.33831275,29.96053608,18.91411347,13.20624554,83.2493581,70.82020915,80.20472221,122.0052647,107.8922233,11.20030313,92.44481796,100.2201805,94.69147346,191.798871,78.25923286,28.83006388,21.10031592,72.87341487,109.0166502,55.17770532,67.16884438,210.3876371
77.40698791,69.9443207,167.8057911,86.47096937,140.4892157,87.61088799,87.44804247,97.29476805,60.73052137,234.2956156,89.56503419,29.2323987,29.17106023,18.47753796,12.75840342,80.60310259,68.70995168,78.2537846,118.2269308,104.7270374,11.13863334,87.26999804,96.60321742,92.28889687,186.8055204,74.63101467,28.09117732,20.29923648,70.51210874,109.1748913,53.90186603,64.73109289,200.1914219
75.87857288,67.57017921,165.5433721,84.81805327,138.5595313,84.71268922,84.3131839,95.48506491,58.62301603,227.8486418,88.03275407,28.72070111,29.05084177,18.19724797,12.87307126,80.11289029,69.20441939,76.52063501,118.3150381,104.2675968,10.519941,84.3340372,94.58398285,90.42868847,185.4835169,73.02276835,27.68462137,20.14428765,69.85855448,104.8657572,52.13324961,63.56963826,196.4929616
77.01939181,69.55785049,169.4621867,85.47602718,141.8700148,85.94306686,86.14164193,95.82966458,60.12830823,227.1410327,91.85483518,29.07948803,29.34362615,18.46193439,13.05492392,81.34921575,71.66341181,78.09657835,112.3213793,107.3192845,10.77963084,85.91977035,96.630621,93.61871426,187.9141369,73.88323699,28.62209977,18.91344306,70.66609905,106.8522448,54.56265958,65.17477738,198.3531948
76.69318875,69.5801993,171.3940586,85.44840914,142.0286726,87.14415475,86.93901524,96.70989918,60.20175615,231.7296014,93.65064478,28.84707433,29.27251583,18.40792614,13.01855451,82.37131653,72.86800586,78.09794842,111.0217245,109.1030012,10.68063306,86.35927315,97.40001524,92.90701407,187.8654232,75.96516647,28.80069496,18.39008792,70.5702204,106.982483,55.49112872,65.7171102,200.6242087
76.13987502,70.53377105,168.7786637,84.34108943,140.8447397,85.64308074,86.32623802,96.511492,59.91599866,230.0221612,92.62548047,28.64569412,29.22271804,18.04488976,12.83914257,81.17372387,72.86160729,78.41115117,111.586422,108.806105,10.67433249,85.04642714,95.88600385,93.41288577,186.4819749,75.00312792,29.01876897,18.1447017,70.14783154,105.6320853,56.84567247,64.92212197,197.6609122
75.31299203,69.83179864,168.7833366,83.31834637,140.9239064,85.74176231,85.21257418,95.27821955,59.27460613,226.7205803,91.88831567,28.49589519,28.97360373,17.9326137,12.59866304,81.95884213,73.65014564,78.47704993,106.0590439,109.125678,10.73875496,84.08002301,98.85632842,92.77398618,186.2786505,73.82727974,28.86245208,17.43220986,69.90043811,104.7803571,56.06659683,64.85765163,195.8029298
74.375237,68.21746635,165.4259772,80.80543633,136.6545301,83.57935594,83.38303081,92.98752066,58.36812157,219.4870785,89.78345049,27.93430798,28.5068494,17.49940697,12.27693804,80.91242249,72.65132592,77.34217288,104.2993773,106.3585852,10.33353989,81.89294517,97.15998105,91.77096665,183.6963463,72.40867689,28.56552634,16.89719619,69.22115098,101.8022982,54.27176474,63.6038259,190.4794897
73.22152794,66.43490879,159.94835,79.37214519,133.7286986,82.45190918,82.64683095,90.86918817,57.53979299,212.1862708,87.42519894,27.21731674,28.08989797,16.89693296,12.18873681,78.69270359,71.28679013,76.86712197,103.6716501,104.6195268,10.13481826,79.92126767,94.30203902,89.06811101,182.9368668,70.92924791,28.2230017,16.97156015,68.39526488,100.4236965,50.67966049,62.73696433,187.2919761
72.95774333,64.20438746,157.0412054,77.8238405,129.5951811,80.91431793,81.20650852,90.02729298,57.46489907,211.6628652,84.70380515,26.47134387,27.47827761,16.68520664,11.79326184,75.35932524,67.26901726,75.96955405,104.8514703,101.6272595,10.07832782,78.72288848,91.02860767,87.5953682,181.0873673,70.29094227,27.03549648,16.34469222,67.31621727,99.16499186,46.6381138,62.35572006,186.3838837
73.70643926,63.71223012,155.0433309,77.63541699,128.8484019,81.04796279,78.77293226,89.4155251,53.34150343,210.4972002,84.95646525,25.43381761,27.47099371,16.16409195,11.64701882,75.52418866,67.13728859,75.10672055,106.0107353,99.32100805,10.11364824,77.87657023,92.19333738,86.81402768,183.3367482,69.64664727,26.71545606,15.28706768,65.5208794,97.72393661,49.19753531,61.31207291,185.1874855
75.21816072,64.42976042,159.5804447,79.55202185,133.5254751,82.25895058,83.17359417,93.25664354,57.22014886,217.1798642,89.03610108,26.68851348,28.00243195,17.0856809,11.19310985,76.9595681,68.26062539,76.11661592,107.9290992,104.0334807,10.92831417,81.01013254,95.16455999,89.25580055,185.4726054,72.10883506,27.82586295,15.84148811,68.28028271,99.67533701,54.0576328,62.50565559,193.8790009
75.4420117,64.91669472,160.8176157,79.67520767,133.184535,81.96482457,82.13784348,93.64936824,55.49754531,219.7455492,89.62264149,26.81124086,28.2274583,17.08619401,11.58073232,76.72119816,69.06684162,76.33248235,107.0629475,102.7351679,10.7121774,81.26006088,94.61712067,88.72409662,186.6735615,71.30339939,27.17861767,15.75625533,67.6700023,100.5043774,52.94840004,61.01800197,194.5424615
75.99474336,66.21195013,161.9707944,81.89005602,136.4168771,82.75671349,83.64832707,94.76173445,55.42750959,219.4118079,90.98769072,26.99456522,28.33765742,17.45225809,11.67605412,78.0082473,72.71188116,77.29926704,106.2551552,102.9155746,10.91375854,82.75331038,97.12235512,91.07503709,186.4175682,72.135622,27.79009779,16.10009094,68.33548781,100.6264192,54.30391767,60.83958131,196.5860467
75.50211578,65.44305117,159.9775344,81.35892195,134.5609103,83.41443566,83.22296315,93.68186741,55.85928891,215.6881505,89.31629419,26.46071241,27.91556559,17.10300034,11.54466602,76.84580227,70.53621992,75.93912362,104.8593567,102.1303103,10.78215491,81.29246973,96.2430938,89.68684981,184.8948658,70.74683968,27.50615231,15.82351346,67.69116369,99.70987253,52.76757103,60.4749027,192.5988185
74.75942073,65.27136896,160.2215526,80.67765483,134.1319946,83.09798447,82.90247038,92.8186306,56.09231935,213.4924014,89.89153741,26.46339443,27.63041131,17.15355263,11.35330118,76.77860939,71.29522561,75.26730792,104.2741834,101.3279883,10.90271984,80.47652251,95.39739408,88.82070447,184.9956604,70.00303476,27.61962433,15.04671972,67.55349037,99.38970199,55.61566947,60.33295262,191.1094085
73.74066539,63.29660227,155.4021245,78.5217154,129.306366,81.17435444,81.99781999,89.80274351,54.98320003,207.5020701,86.88574053,25.48040914,26.93699821,16.56268217,11.25627914,75.09060892,69.48159355,73.74404025,103.058064,99.00710848,10.61955578,78.18535447,92.80861777,88.213185,182.762105,67.78966432,26.84340213,14.74925803,65.58475656,97.36467719,51.46659713,59.06002949,184.4697835
74.29352552,63.05465389,158.8774947,79.3879387,132.0031103,82.38000318,82.81808658,90.52858028,55.15334551,211.1358767,89.19965202,25.79080544,27.33279127,17.00734612,11.05483143,75.34131263,70.16899286,73.69849987,104.0414209,101.350821,10.81320811,78.99614761,94.54697933,88.63285339,184.7368353,67.77195404,27.28186972,14.62724351,65.71251041,98.72683695,52.42887321,59.39530258,183.9724475
73.30898883,61.76846263,157.1462358,78.26418621,131.5046815,81.57584461,81.38367011,90.2114073,54.29376805,210.2746666,88.54217058,25.52055138,27.14576673,17.4264292,10.69026573,76.78265482,70.45653812,72.25091174,103.3362559,99.93074484,10.92824928,79.96023798,93.02587003,87.77458983,184.0629573,67.71581678,26.86834272,14.08572116,65.40637079,96.69059323,51.06869991,59.49588733,182.0294829
73.99214482,62.53555593,158.7843021,79.33631971,133.2766424,82.40704285,81.90456088,94.07467416,55.37351294,215.2856079,89.16263376,26.12057601,27.24457234,17.73091373,10.91837486,78.91646811,71.30554122,72.94139919,103.4431713,101.3126478,11.1885985,81.99389101,93.98646066,88.75841493,185.760884,68.96397525,27.09918755,14.79641904,65.88096922,97.48150191,52.13674742,60.20292297,186.6776345
74.25304092,63.98081028,159.944186,79.23908222,133.2507218,82.34583841,82.54071065,95.61730953,56.08624489,218.6152879,89.98841385,26.10649562,27.28211277,17.86328813,10.78629015,78.48759217,70.88085531,73.77705989,103.9542573,102.1836079,11.45714342,82.48247297,95.04053252,90.03881184,186.2844163,69.62314543,27.50565586,14.64341644,65.9653712,97.40811816,54.14312233,60.51566837,190.1236233
74.0417116,63.6172364,159.6119435,78.74175751,132.6102976,81.66904798,81.61407012,97.0247005,56.2311294,217.4430408,90.43296745,26.0537828,27.07379038,17.79150825,10.03514219,79.14455448,71.38931042,74.3513828,103.3359343,103.0127991,11.04942759,83.26564988,94.60679671,90.3746236,186.6094381,69.30912777,27.27855485,14.12930967,65.83879069,96.9843086,54.88675246,60.47564448,188.7760146
74.14791899,63.1059319,159.2284091,79.27354871,132.4306378,82.34396334,81.7574036,97.08353278,56.34470291,216.7451035,89.11196033,25.96045724,27.02122797,17.64191215,9.674851693,79.54652458,71.4226722,74.63183077,103.0709541,103.4375539,10.84233117,83.38285088,93.8833982,91.02391947,187.5457085,69.61110501,27.28032945,13.68150591,65.68115476,96.78235691,54.82077559,60.08853325,191.2511869
74.7636943,61.94381955,160.2552413,79.35842817,133.4184786,82.31720988,82.13795853,97.05893133,55.5962798,216.8510175,88.32666797,26.15175032,27.21897653,17.72773122,9.744239307,80.12648615,72.15774277,74.8181504,104.0678859,103.5097108,11.139677,84.29578169,94.33385707,90.8248418,187.2495864,69.46670357,27.68151308,13.44611995,65.86806263,96.60286145,54.04462116,59.5307334,189.5798539
74.43110547,62.66513045,161.0151055,79.64660017,133.4923404,82.47495955,82.55415362,99.16001722,55.09983478,219.6503895,88.01854394,26.57198385,27.78240853,17.95895073,9.10505452,80.65802149,72.29965384,75.32486704,104.6266702,104.7997658,11.0645419,85.34065328,94.24093458,89.93051488,188.0858988,70.93525328,28.10608598,12.97198747,66.96423671,96.67332365,54.10651496,58.86947216,191.9890348
75.53980757,62.84650458,160.5297003,79.64427615,133.2360552,84.0057672,83.84794638,98.79357791,56.15377458,220.666196,87.6536827,26.25834054,27.80464638,17.90702646,8.532469833,81.29124912,71.72956209,75.52515278,104.8809523,104.9147711,11.55473851,85.07105773,94.00484336,91.15279571,188.2013263,71.354174,28.62001636,12.28860532,66.90475421,96.49615771,56.47730726,58.83785579,191.7861134
78.46444429,63.51286458,160.1688682,79.0790011,132.3533944,83.82487087,83.69947416,99.45878938,55.69421077,222.1555081,89.41236714,26.48491311,27.96233479,18.11473975,9.195758128,81.28191613,71.7608044,75.50914905,105.5230191,105.2767445,11.41448896,85.21892068,93.7538043,91.51360917,189.6201476,70.88867599,28.90992716,13.43891139,66.94602293,96.19282664,57.0513194,58.80088582,189.7896026
80.36820149,62.29208735,156.6303733,77.26842857,129.4529973,83.45770648,83.26147499,98.0849382,55.33271495,219.2886833,87.36978647,25.62623457,27.15296115,17.95061726,8.876052007,80.16968824,73.34950329,74.28958901,102.2251943,106.1429787,11.56853051,82.64311764,91.83291185,90.5574072,187.7650081,69.36554782,29.18304431,12.43674074,65.4078326,93.32404295,58.44218536,58.86944519,185.4843876
79.72043662,62.05551068,156.851931,77.35185392,131.1264785,83.74793125,84.39205917,94.9139454,54.62091832,209.921292,86.74030099,25.56758459,26.86126468,18.07513372,8.755619637,81.79746668,73.51985776,73.69501536,102.9915356,105.7612857,10.9965068,80.22669857,93.90594169,89.46371908,188.5486753,57.1804793,28.60549531,11.77398051,65.54284189,93.22904234,58.42274217,59.97170033,150.2965167
77.40729141,59.67599002,152.4226113,75.04334207,126.3018118,82.53086298,82.62053389,88.66323228,55.77754725,202.129438,85.01810982,24.74670497,26.1805428,17.57661907,8.39431798,79.11328046,71.31639491,70.72792957,99.25336665,102.49497,10.63945337,74.70147173,88.62288037,87.37309207,183.6661978,48.14431111,27.80784563,11.70989984,63.48588277,90.30084726,57.04470928,58.28609093,122.1654048
76.66412341,59.16594816,151.4211735,74.4047528,125.6316749,82.99769602,82.99547332,88.9167358,53.13132818,201.5429712,83.62894172,24.31974079,26.06889151,17.38259505,8.346223951,79.13131611,71.1607278,69.88378888,99.76571558,102.0662061,10.37332282,74.0602349,89.36349772,86.7340482,183.2846338,48.38031521,27.91061752,10.91454932,63.01899189,89.51908645,57.6095052,58.34577329,108.3564361
76.85809205,58.29942923,152.6415351,73.9718599,124.8329511,83.11476345,82.91906774,84.92970137,53.03465552,196.8698837,83.74210798,24.17334046,26.18855897,17.18320155,8.209155445,78.36774467,69.4071177,67.75320939,98.40698531,100.4634677,10.26787431,71.02635991,87.54866909,85.13322491,184.8485758,47.115699,27.39438001,11.31903983,62.75681836,88.51037372,58.79817372,58.4067823,125.245254
79.47564913,60.74247864,155.3084267,75.86520342,128.2834187,85.14233817,85.70475817,88.40839947,52.9625216,205.6243317,86.24146116,24.68285854,26.84968504,17.91805283,8.296533668,80.03024222,71.10979133,69.92233597,101.6090567,103.2012755,10.65690868,73.71839147,90.01179964,86.0961041,187.5184329,46.1117316,27.5770294,10.81680144,64.23663871,89.56231089,60.40703927,59.69702595,120.2997382
79.32782328,58.66102936,153.5351568,74.26894522,125.1455083,86.8444468,86.43556936,86.0143696,53.85307882,200.2625662,85.60661237,23.52725564,26.55238855,17.67246685,8.084571074,79.45776789,70.55880259,68.38335059,100.8683827,102.4658052,10.48742613,71.13235121,87.99266425,84.91208084,187.4887871,42.45604042,26.17420493,10.3272358,63.68406063,88.5415682,59.57960332,59.20321204,120.982912
79.26732133,58.95142212,154.5589615,75.40860509,125.0671678,86.10526792,85.95793717,86.67209771,52.50035935,206.2518134,84.34967012,23.58450516,27.55422557,17.45700773,8.26514301,77.44536846,67.25367898,67.80026484,100.3524895,100.4098473,10.78551115,71.3159591,87.20631228,85.1819202,185.1419026,42.55722023,26.31552255,10.97108043,63.88081684,89.12948476,58.91824458,58.8535765,113.5908891
80.71701759,59.42024253,157.7046512,76.54636631,126.350359,89.34199198,89.12023266,88.99640765,53.15469731,214.056285,86.35780938,24.16388675,27.72329279,17.7823963,8.645236665,78.38573046,67.37205917,69.79227516,103.2610482,102.9875075,11.34124471,73.06238096,89.07070266,84.39236886,187.4541713,42.979659,26.96008049,11.11723402,65.10943864,89.54799176,59.70335152,60.41534529,113.6938676
84.61228628,64.08303485,163.4037513,80.88849067,123.9879935,91.5952468,91.81237446,97.24731602,55.50817983,225.1715078,87.33481962,25.08499472,29.42361036,17.16658525,9.981122242,82.1316309,65.63217882,73.51402535,105.0594117,103.9602732,11.71139343,79.91985381,87.71169924,87.06256629,190.4648327,46.96932525,26.35536028,13.03778468,66.9045694,96.01992599,52.14438863,63.00077159,117.0621837
85.8984959,64.80806262,165.1252749,82.42216244,123.2412676,92.52395193,92.72479171,99.31188509,56.44161908,230.694949,85.8646465,25.83171884,29.76941962,17.12666845,10.28570457,82.65910825,64.79903611,74.63680028,105.5977188,105.1362386,12.00638244,81.66957743,87.72072197,88.76892508,190.0711549,47.84048635,26.68686753,13.92225852,67.98539304,97.00448427,50.8274703,64.0204999,120.3176949
86.30425815,63.91391666,166.6083415,82.67867867,124.3974074,92.87988566,92.78890499,101.8721871,56.37389411,232.0006939,87.33120239,26.06994072,29.63581413,17.16009054,11.6216426,83.30417074,65.38211713,73.43390592,106.6065934,104.1910567,12.05493802,84.1070751,87.94873365,85.34441214,192.8221454,48.27661499,26.99760232,15.511066,68.60624442,97.7473512,52.51290217,64.09587799,124.5297842
85.463272,64.40191719,164.9202123,81.34165836,122.1976648,92.28415632,92.06603343,99.85370198,55.82128108,228.2951343,86.68112476,25.89936579,29.23641869,16.88407439,10.38355806,82.09145577,65.12899347,72.46564751,106.3110482,101.3476165,11.8093092,82.61745002,86.9764995,84.18407218,188.4558986,46.78735835,26.67892789,14.35862039,72.37476298,96.69205624,51.51483102,63.3317518,120.6719407
86.82903419,64.07595805,164.7862578,80.21728205,121.3298624,91.84076508,91.89311286,98.94982113,54.84454094,225.3913304,86.26003659,25.69456615,29.06325956,16.66821578,10.75064071,80.96266891,64.799723,71.67093805,104.7672526,101.2076036,12.12647691,81.6989518,85.03100177,85.26429078,189.421578,46.14456759,25.8014239,14.37287945,72.45274076,95.53469751,52.27779275,62.93796284,121.765487
88.03951743,62.62493738,167.4546339,81.6119195,123.1577524,94.05664799,94.36163213,99.71834592,55.8980881,231.161921,90.55162358,26.29639695,29.55823665,17.21669827,10.66297909,84.40263897,67.72367588,73.27301123,107.760296,103.8138471,12.72678149,83.69865304,88.69305486,86.33573389,192.6249974,46.13744929,26.31107288,13.98570096,74.50326677,97.07667884,55.14250711,64.06730595,118.9839414
86.8995698,63.30745665,168.830882,80.9403911,123.0441843,92.83485718,93.30130683,99.15126805,56.38352355,229.2565899,90.06346365,26.44849153,29.43069755,17.23588341,10.7886391,84.64582162,67.45772085,72.50220317,106.9102598,104.5529825,12.50312599,82.59913157,89.33534712,86.21354751,193.7472571,45.05107242,26.62961052,14.2790477,75.10635743,95.55391733,56.1997879,64.30747919,115.0185199
87.12150196,62.90069016,169.7513964,81.26263636,123.9273389,94.18964651,94.41240842,99.5075189,56.32921375,231.4200768,90.52544036,27.06045791,29.26932411,17.39134072,10.6198332,85.78265741,68.46405527,72.32715598,108.1509084,107.8701829,12.54740567,82.56511162,90.21516484,86.41343731,193.8426426,44.3819014,26.48252713,13.936258,74.70138881,95.5068968,57.87831827,65.07830151,115.2451934
87.70589689,62.44591892,168.6660577,80.88086585,122.8936047,92.42621297,92.53722593,98.77887258,55.57444368,231.0315489,89.65995143,26.82741291,29.11937728,17.77226757,10.79997444,84.68589145,68.33073822,71.22273893,107.0142212,108.6409008,12.48216051,82.13939024,88.69708398,86.29444649,194.2613401,43.72551011,26.22567739,14.04653693,75.16596433,95.05200915,56.31075408,64.51211919,113.4880889
89.02228009,63.96715296,169.6629316,81.08944417,122.253841,93.52611302,93.86015109,99.94327963,57.25230618,235.9876662,90.83790194,26.78508071,30.25657697,17.81877193,10.74261867,85.47511399,68.09263666,73.50314434,107.3693775,109.448594,12.78206875,83.837873,88.4928184,87.56569234,195.4236289,44.87926362,25.48551358,13.86826055,76.63333096,96.34612144,57.36308411,65.39874466,111.4596395
90.92009159,65.36412492,174.2446088,84.51635784,125.3417198,95.74302052,95.51735326,102.9428267,57.43742067,243.8419793,92.61429705,27.56826091,30.84270419,18.68842434,11.04295365,86.07788456,69.36036323,74.21731235,110.0031501,112.132814,13.10911319,86.55416722,90.30886218,90.15350332,199.4728476,46.6076602,26.30690567,14.50507498,78.812306,99.24823409,55.70806101,67.43255247,113.3359947
90.26334586,66.77400837,173.4894363,85.25734869,127.8634905,95.15501538,95.30264235,103.5630927,58.47026894,245.3049611,92.20025607,27.6076859,30.60429134,18.81411353,10.96768471,86.6980991,70.31594561,76.02233839,108.5557701,109.5658494,13.12770034,87.42291421,93.65876611,91.50652032,198.7458575,47.30056838,26.46185644,14.3076061,77.55410693,100.0078357,56.0965827,67.02153328,119.5445444
89.92445121,66.29005807,172.9496129,84.27075957,126.2782727,94.13523344,94.13633574,102.1643795,59.6564226,240.4984964,92.26242742,26.91560662,30.58769532,18.72254874,10.93480621,86.38496908,70.32116556,75.16356512,110.2299013,112.6130718,13.13940424,86.66385073,93.22583676,92.51926309,197.6355993,46.56111032,26.66792003,14.54152858,76.99558608,98.58521456,56.08585564,66.41351555,118.7176037
90.17474549,65.54805777,173.2526349,80.99571739,126.3857404,93.76851025,93.99077078,102.303978,59.02178096,239.0815592,92.00037799,26.95799057,30.39772104,18.5559897,10.54023561,86.47150912,70.88562778,74.2659782,108.8590049,113.5076779,12.98288988,86.47040335,93.20124831,88.99046178,197.6061965,44.83580921,26.66706149,13.87967241,76.80594056,98.6151167,56.86165189,65.8167608,116.3826897
91.71559072,65.71383899,174.8260867,81.08583276,129.7559792,94.4695741,94.76748096,103.038258,58.45153186,239.2081717,92.96348944,27.20860551,30.17355107,18.8277133,10.62313781,87.74791274,71.43034055,75.08356129,109.3318161,115.0251472,12.7647571,87.38380436,95.16358674,91.77848217,199.1650769,46.84199134,27.31574164,13.96852147,78.55914127,100.1298044,56.46769287,66.20373026,120.7626125
89.23203189,66.69575593,172.6536059,80.60372036,129.9678197,95.01955376,94.88958299,101.7933244,58.99362265,235.4720826,92.26941599,24.85346909,29.73490904,18.50718213,10.39220053,88.98519665,71.74058769,73.66284444,108.6064139,114.7346995,12.11130969,85.96201104,95.45861468,91.16521055,197.7958504,45.97579415,24.94106284,13.18711815,77.6875695,99.50955233,55.83828189,65.95743459,118.2297118
89.50730886,69.84242476,174.6796843,81.84288292,131.171348,94.92460203,94.9729511,102.476946,59.91987763,240.6464918,92.10167583,24.92735038,29.67533863,18.65944328,10.53240468,90.07431155,72.99939906,74.51470276,110.3237798,115.0488023,12.29604678,86.68658034,98.25848996,92.69614959,198.5608268,46.9205717,25.08723195,13.62564611,78.80128708,100.4298026,55.95855067,65.68880038,120.2144605
89.46377902,70.40319251,175.5907412,83.16102543,133.4490516,95.74776784,95.07113247,103.9479704,61.10690693,245.4100184,92.72664059,25.41168696,30.00375621,18.70405596,10.68487823,91.63276515,74.69480476,75.3791668,109.4537733,116.3967365,12.5966767,88.21537021,99.24242946,93.34477404,201.1682204,46.37104696,26.35257437,14.4003018,79.80544384,102.0383795,56.8401304,67.01008139,120.1165754
89.51820313,69.84534968,176.6888393,83.94176768,132.9520475,94.0029263,93.78149929,103.1155841,59.65309746,245.4744239,90.98777343,25.43722645,29.78578853,18.71664129,10.73094778,90.41162256,73.81010494,75.27306549,108.5653325,114.0183857,12.18399368,87.13868899,98.76415783,92.53666088,200.4410172,46.39171265,26.2662007,14.64392658,81.11719627,101.5711032,58.28983415,66.75308293,117.4774942
89.82023112,70.15608907,174.1397652,83.21764047,130.9890614,96.04455978,96.04565619,101.1615127,59.48690779,239.4562935,88.19534913,25.03184432,29.54500339,18.31226655,10.72509827,87.9936094,71.60444879,75.13599056,107.6676192,113.5509638,12.0605276,85.30520815,96.15529735,93.09521257,197.9351862,44.18538749,26.08494767,14.97478964,79.98322624,101.2020799,59.04702745,65.90749412,109.3122366
